Text,CUIS
aspirin or other antiplatelet agent,C0004057;C0085826
medication $nmbr$ $nmbr$ $nmbr$,C0013227;C3244316;C4284232
other nsaids,C0003211
antidiabetic medication,C0935929
any lipid lowering agent,C0086440
nitrates,C0028125
potassium supplement,C0304475
hormone replacement,C0282402
abbreviations bmi body mass index cabg coronary artery bypass graft nsaids nonsteroidal anti inflammatory drugs pci percutaneous coronary interventions values expressed as number percentage unless otherwise indicated percentages may not equal $nmbr$ due to rounding fhistory of or currently taking antidiabetic or lipid lowering medications ^history of or currently have elevated serum creatinine level but less than $nmbr$ mg dl_,C1881192;C0237753;C0439165;C1549488;C1561533;C0449788;C0242503;C0332490;C0521116;C0935929;C0023779;C0441994;C2003888;C1553893;C0600061;C0700225;C0439269
baseline subgroup,C1079230;C1515021
calcium antagonist strategy cas events n,C0006684;C0441471;C3541888
non calcium antagonist strategy ncas events n,C0006684;C0441471;C3541888
rr $nmbr$ cl,C4554402;C0596019
race ethnicity,C0015031;C0243103
us resident,C4698406
candesartan group n $nmbr$,C0717550;C0441848
control group n $nmbr$,C0441848
mean age y,C0444504;C0001779;C2347634;C2348143
ejection fraction,C0489482;C2700378
history of,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
smoking status,C1519386
exsmoker,C0337671;C4555205
arterial hypertension no,C0020538
type $nmbr$ diabetes no,C1320657
hypercholesterolemia no,C0020443;C1522133
prior myocardial infarction no,C0027051;C0428953;C2926063;C3810814;C4552959
prior aortocoronary bypass surgery no,C0455610;C0010055
angina class iii or iv no,C0264677;C0022326;C4265176
multivessel disease no,C0012634
duration of clopidogrel pretreatment hr median,C0449238;C2926735
$nmbr$ th $nmbr$ th percentiles,C0039725;C1264641;C0039738;C1420718;C4282123;C4285344
drug therapy at admission no aspirin,C0013216;C0013217;C0004057
calcium channel antagonists,C0006684;C2757014
statins,C0360714
group,C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
abciximab no total,C0288672;C0439175;C0439810
placebo no total,C0032042;C1696465;C1706408;C0439175;C0439810
all patients,C0030705
angina class iii or iv prior myocardial infarction,C0264677;C0027051;C0428953;C2926063;C3810814;C4552959
intervention in complex lesions,C1292781;C0221198
type of lipid lowering regimen,C0332307;C1547052;C0441994;C2003888;C0040808;C2945654
i moderate $nmbr$ mg of pravastatin n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
i intensive $nmbr$ mg of atorvastatin n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
mean sd $nmbr$ $nmbr$ $nmbr$ $nmbr$,C0444504;C2699239;C2347634;C2348143
cholesterol mg dl total,C0201950;C0543421
low density lipoprotein,C0023823
high density lipoprotein,C0023821
triglycerides mg dl,C0041004;C0439269
apolipoprotein b $nmbr$ mg dl,C0003593;C0439269
c reactive protein mg l,C0006560;C0439268;C1413716;C4048285
men n $nmbr$,C0025266
no $nmbr$ $nmbr$,
white n $nmbr$,C0007457;C0043157;C0220938
smoking status current smoker n $nmbr$,C1519386;C3173209;C3241966
past or nonsmoker n $nmbr$,C0337672;C0425293;C4554605
history of hypertension n $nmbr$,C0455527
prior statin use n $nmbr$,C0332152;C0042153;C0457083;C1947944;C2826257
history of diabetes mellitus n $nmbr$,C0455488
metabolic syndrome n $nmbr$,C0524620
subgroup,C1079230;C1515021
test for interaction p value,C0022885;C0039593;C0392366;C0456984;C1515976;C3831328;C4318744
gender,C0079399;C1522384
country,C0454664;C1511538
ethnic group,C0015031;C1879937
disease history,C0683519
mi,C3810814
ihd,C0151744
angina,C0002962
microalbuminuria,C0730345
ish,
alcohol intake,C0001948
exercise status,C0015259;C0449438;C1522704
bmi,C0578022
systolic bp,C0871470
diastolic bp,C0428883
ecg lvh cornell,C0232306
ecg lvh sokolow lyon,C0232306
a worldwide black and non black patients,C0005680;C0027567;C0085756;C0439541;C1829939
worldwide black patients,C0005680;C0030705;C0027567;C0085756;C0439541
crude rate,C0871208;C1521828
adjusted hazard ratio $nmbr$ ci,C0008107;C3259781
rate,C0871208;C1521828
composite,C0205199;C1547335
components of primary composite end point secondary end points,C1882460
mi fatal nonfatal,C1302234;C1705232
stroke fatal nonfatal,C0038454;C1302234;C1705232;C4554100
worldwide non black patients,C1829939;C0005680;C0027567;C0085756;C0439541
losartan n $nmbr$ $nmbr$,C0126174
atenolol n $nmbr$ $nmbr$,C0004147
b u s black and non black patients,C0005680;C0027567;C0085756;C0439541;C1829939
u s black patients,C0041703;C0030705
u s non black patients,C0041703;C1829939
monteiukast n $nmbr$,
sex no,C0009253;C0036864;C0079399;C0804628;C1314687;C1522384
race no,C0034510;C1706779;C3853635
patients receiving immunotherapy no,C0030705;C1514756;C0005525;C0021083
allergic rhinitis duration mean sd y,C1334103;C2607914;C4552864
baseline daytime nasal symptoms score mean sd,C0231918;C2699239
pollen exposure,C0274281;C0332157
patients included in analysis,C0030705;C0332257;C0002778;C0936012;C1524024
daytime nasal symptoms score change from baseline mean se,C0436315
ls mean difference $nmbr$ cl,C0023668;C0596019
monteiukast,
monteiukast vs placebo,C0032042;C1696465;C1706408
pollent $nmbr$,
$nmbr$ $nmbr$ $nmbr$ $nmbr$ to $nmbr$ $nmbr$,
pollent s $nmbr$,
$nmbr$ $nmbr$ $nmbr$ $nmbr$ to $nmbr$ $nmbr$ t,C2603360
first recorded event no and of patients,C0441471;C4019010;C0030705
hemispheric tia n $nmbr$,C0205139;C0007787;C0917805;C1054154
hemispheric stroke n $nmbr$,C0205139;C0038454;C4554100
myocardial infarction or angina,C0027051;C0428953;C2926063;C3810814;C4552959;C0002962
smoking in the past year,C0037369;C0453996;C1881674
$nmbr$ degree of ica stenosis,C0201519;C4034225
irregular or ulcerated ica p laque [,C0205271;C0041582;C0201519;C3887532
infarct on brain imaging,C0021308;C0203860
intracranial disease of major artery,C0852949;C0752138
iduration of symptoms $nmbr$ min,C0683368;C0702093;C1524029;C3813700;C1457887
factor,C1521761;C2827422
no of strokes no of patients in category and,C0038454;C0030705;C0683312;C3889287
hazard ratio and $nmbr$ ci,C2985465;C0008107;C3259781
factor present,C0150312;C0449450
factor absent,C1521761;C2827422;C0332197;C4285062
crude,
adjusted,C0456081
ica stenosis $nmbr$ $nmbr$ f,C0201519;C0016327
irregular or ulcerated ica plaquef,C0205271;C0041582;C0201519;C3887532
infarct on brain imaging^,C0021308;C0203860
intracranial disease of major artery disease t,C0752138
duration of symptoms $nmbr$ min,C0436359;C0702093;C1524029;C3813700
none n $nmbr$,C0369718;C0441922
$nmbr$ $nmbr$ week n $nmbr$,C0332174;C0439230
$nmbr$ $nmbr$ week n $nmbr$ $nmbr$ $nmbr$ week n $nmbr$,C0332174;C0439230
$nmbr$ week n $nmbr$,C0332174;C0439230
age years s d,C1510829
x $nmbr$ n,
female n,C0043210;C0086287;C1705497;C1705498
white n,C0007457;C0043157;C0220938
black n,C0005680;C0027567;C0085756;C0439541
hispanic n,C0086409
asian n,C0078988
other race n,C0034510;C1706779;C3853635
cigarette smoking n,C0239059;C0700219
previous smokers,C0337671
$nmbr$ $nmbr$ day,C0332173;C0439228;C0439505
$nmbr$ day,C0332173;C0439228;C0439505
exercise n,C0015259;C1522704
p $nmbr$ min twice week,C0332174;C0439230
$nmbr$ min twice week,C0332174;C0439230
enoxaparin n $nmbr$,C0206460
unfractionated heparin n $nmbr$,C0019134;C2825026
female sex no total,C0086287;C0439175;C0439810
region no total,C0017446;C0205147;C0439175;C0439810
austral ia new zealand,C0027978;C0324547
europe,C0015176
north america,C0028405
south america,C0037713
race no total,C0034510;C1706779;C3853635;C0439175;C0439810
american indian,C0002460
pacific islander,C0242191
clinical variables median iqr,C0205210;C0439828
medical history and risk factors no total,C0262926;C1704706;C0035648;C1553898;C0439175;C0439810
killip class $nmbr$,C1881332
prior angina,C0332152;C0002962;C2826257
prior infarction,C0332152;C0021308;C2826257
prior oabg surgery,C0455610
prior pci,C0332152;C4049621;C2826257
g $nmbr$ $nmbr$ $nmbr$ $nmbr$,C0439267
prior congestive heart failure,C0332152;C0018802;C2826257
history of peripheral vascular disease,C1881056
previous,C0205156;C1552607
family history of cad,C0241889;C1504769;C2239547;C3813548;C4284121
time from symptom onset to enrollment,C0449244;C1516879;C1696073;C3888021
median iqr h,C0033727;C0369286;C0441932;C0564385;C4528284
time from hospital admission to enrollment,C3854258;C3854259;C1516879;C1696073;C3888021
placebo $nmbr$ mg d of simvastatin n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761;C0073187;C0074554;C0332173;C4484261
simvastatin $nmbr$ $nmbr$ mg d n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761;C0369718;C0441922
age median $nmbr$ th $nmbr$ th percentiles y,C0001779;C0039725;C0039738;C1420718;C4282123;C4285344
men,C0025266
prior cardiovascular history,C0332152;C1880008;C2826257
percutaneous coronary intervention,C1532338
prior to index event,C0441471;C4019010
for treatment of index event,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
peripheral arterial disease,C0085096;C1704436
risk factors,C0035648;C1553898
current smoking,C0037369;C0453996;C1881674
premature cad among family members,C1504769;C2239547;C3813548;C4284121
qualifying event,C1514624;C0441471;C4019010
st segment elevation mi,C0520886;C3810814
non st segment elevation acs,C0520886;C0742343;C4318612
participation in phase a,C0679823;C0205390;C1710475
concomitant therapies at hospital discharge,C1707479;C0586003
primary end point kaplan meier rate,C0871208;C1521828
simvastatin $nmbr$ $nmbr$ mg d,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
placebo $nmbr$ mg d of simvastatin,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761;C0073187;C0074554;C0332173;C4484261
risk reduction,C1137094
ldl cholesterol mg dl,C0023824;C0439269;C0202117
hdl cholesterol mg dl,C0023822;C0439269;C0392885
index diagnosis,C0011900;C1704338;C1704656
pci for index event,C4049621;C0441471;C4019010
strategy,C0679199
verapamil sr no $nmbr$,C1527129
atenolol no $nmbr$,C0004147
mean age sd years,C0444504;C1510829;C2347634;C2348143
age $nmbr$ years,C1510829
mean bmi sd kg m $nmbr$,C0022718;C0439209;C4054209
previous ml or abnormal angiogram,C0439526;C1705224;C3887665;C0002978;C1548816;C3891555;C4255126
cabg or angioplasty,C0010055;C0162577;C1548817
stroke tia,C0007787;C0917805;C1054154
lvh,C0149721
unstable angina,C0002965
pvd,C0085096;C4521226
renal impairmentf,C0022646
cancert,
heart rate sd bpm blood pressure mm hg,C0428876;C0439475
sbp sd,C0085805;C2699239
dbp sd,C0536221;C2699239;C3813197;C4281799
antihypertensive medication,C0003364
mean no agents sd other medications,C0444504;C2347634;C2348143;C0450442;C2699239;C1254351;C1521826;C0013227;C0802604;C2598133;C4284232
aspirin or other antiplatelet agents,C0004057;C0085826
antidiabetic medications,C0935929
insulin,C0021641;C1533581;C1579433;C3714501
oral hypoglycemics hormone replacement,C0359086;C0282402
percentage of females,C0439165;C1549488;C1561533
percentage unless otherwise noted cabg indicates coronary artery bypass graft lvh left ventricular hypertrophy nsaids nonsteroidal antiinflammatory drugs pvd peripheral vascular disease tia transient ischemic attack history of hypercholesterolemia or reporting use of lipid lowering medications at baseline thistory of or currently have elevated serum creatinine level,C0439165;C1549488;C1561533;C4288581;C0010055;C1553893;C0020443;C1522133;C1524063;C0023779;C0441994;C2003888;C0013227;C0802604;C2598133;C4284232;C0521116;C0600061;C0700225
$nmbr$ cl,C0596019
verapamil sr n $nmbr$,C1527129
primary outcome,C0205225;C1274040;C0439612;C0439631
death all cause,C0011065;C1306577;C4082313;C4552775;C0015127;C1524003
nonfatal ml,C0439526;C1705224;C3887665
nonfatal stroke,C0038454;C4554100
cardiovascular death,C0011065;C1306577;C4082313;C4552775
cardiovascular hospitalization,C0007226;C0019993;C3887460
per $nmbr$ participant years composite of first occurrence death all cause nonfatal ml or nonfatal stroke cardiovascular death excluding those classified as unable to determine,C0205199;C1547335;C0439526;C1705224;C3887665;C0011065;C1306577;C4082313;C4552775;C0566415;C1299582;C4048706;C4321405
planned conservative therapy subgroup,C1079230;C1515021
overall a phase population,C0282416;C1561607;C0032659;C1257890
male gender,C0086582;C1706180
us site of enrollment,C0815353;C2945843;C3889164
angina past $nmbr$ weeks,C0002962;C0439230
coronary revascularisation,C0877341
bypass surgery,C1536078
percutaneous intervention,C0522523;C0184661;C0886296;C1273869
congestive heart failure chf in past $nmbr$ weeks,C0018802;C0439230
left ventricular dysfunction,C0242698
prior medications,C0013227;C0802604;C2598133;C4284232
angiotensin converting enzyme inhibitor,C0003015;C2757044;C3536837;C4541021
b blocker,
nitrate,C0028125;C0699857;C3848573
diuretic,C0012798
long term aspirin,C0443252;C0004057
unfractionated heparin before randomisation,C0019134;C2825026
low molecular weight lmw heparin before randomisation,C0019139;C3536766
neither uh or lmw heparin,C0019134;C0770546
investigator determined myocardial infarction,C0027051;C0428953;C2926063;C3810814;C4552959
st change $nmbr$ mm,C4330985;C4554674
enoxaparin,C0206460
ufh,
k m n,C0369637;C0441923
k m,C0369637;C0441923
overall effect,C1280500;C1518681;C2348382
males,C0086582
females,C0086287
$nmbr$ yea s,
non diabetics,C1518422;C0241863
diabetics,C0241863
no prior aspirin,C0332152;C0004057;C2826257
prior aspirin,C0332152;C0004057;C2826257
normal troponin,C0205307;C0041199;C0231683;C0439166;C2347086;C4553972
elevated troponin,C0205250;C0041199;C3163633
no st depression or elevation,C0520887;C0439775;C0702240
st depression or elevation,C0520887;C0439775;C0702240
timi risk score $nmbr$ $nmbr$,C0035647;C0449820;C4050231;C4552904
niacin n $nmbr$,C0027996;C1142562
male gender n,C0086582;C1706180
age mean sd,C0001779;C2699239
type $nmbr$ diabetes mellitus n,C1320657
hypertension n,C0020538;C1963138
tobacco use n,C0040335;C0543414;C0841002;C3853727
family history ot chd n,C0241889;C0280604;C3542407
metabolic syndrome n,C0524620
history ot chd n,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
ml,C0439526;C1705224;C3887665
angina with documented ischemia,C0002962;C0022116;C4321499
medications n,C0013227;C0802604;C2598133;C4284232
$nmbr$ blocker,
vitamin e,C0042874;C3714803
vitamin c,C0003968;C2349136;C3714687;C4522080
figure $nmbr$ change in imt across $nmbr$ months in patients treated with placebo and extended release niacin in presence or absence of metabolic syndrome or type $nmbr$ diabetes mellitus,C0392747;C0443172;C1705241;C4319952;C0439231;C0030705;C0332293;C0032042;C1696465;C1706408;C0027996;C1142562;C0332197;C1689985;C1320657
serum creatinine concentration and randomization to losartan,C0683149;C0034656;C0126174
or placebo treatment,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
lowest tertile range $nmbr$ $nmbr$ $nmbr$ $nmbr$ mg dl mean sd $nmbr$ $nmbr$ $nmbr$ $nmbr$ mg dl,C3539687
middle tertile range $nmbr$ $nmbr$ $nmbr$ $nmbr$ mg dl mean sd $nmbr$ $nmbr$ $nmbr$ $nmbr$ mg dl,C3539687
highest tertile range $nmbr$ $nmbr$ $nmbr$ $nmbr$ mg dl mean sd $nmbr$ $nmbr$ $nmbr$ $nmbr$ mg dl,C3539687
losartan,C0126174
nkf stage,C0205390;C1300072;C1306673
gfr ml min per $nmbr$ $nmbr$ nr,C0017654;C0439445;C1424601
esrd on losartan,C0022661;C0035078;C2316810
esrd on placebo,C0022661;C0035078;C2316810
risk reduction $nmbr$ ci,C0008107;C3259781
p losartan versus placebo,C0369773;C0126174;C2603361;C0032042;C1696465;C1706408
chf on losartan,C0018802;C0126174
chf on placebo,C0018802;C0032042;C1696465;C1706408
patients ft,C1881534;C3890579
asian black white hispanic other clinical parameters,C1533017;C1533018;C0205210;C0449381
$nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$,
stage i gfr $nmbr$ ml min per $nmbr$ $nmbr$ m $nmbr$ and stage v gfr,C0441766;C0439445;C0205390;C1300072;C1306673;C0017654;C1424601
systolic bp mmhg,C0871470;C0439475
heart failure ci confidence interval,C0018801;C0009667;C0018802;C4554158
diastolic bp mmhg,C0428883;C0439475
mean bp mmhg,C0037623;C0439475;C1415692;C1708288;C4318478
oral antidiabetic drugs insulin,C0021641;C1533581;C1579433;C3714501
smoking laboratory parameters,C0022877;C0449381;C3244292;C4283904
hbalc,
total cholesterol mg dl,C0201950;C0439269;C0543421
potassium meq l,C0032821;C0439375;C0202194;C0304475;C0597277;C3714637
uric acid mg dl creatinine clearance ml min per $nmbr$ $nmbr$ m $nmbr$,C0151280
mean sd,C0444504;C2699239;C2347634;C2348143
range,C1514721;C2348147;C3542016
$nmbr$ $nmbr$ ^ $nmbr$ $nmbr$,
median albumin creatinine ratio g mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
beta carotene n $nmbr$ $nmbr$,C0053396;C0696105
mean age yrs,C0444504;C0001779;C2347634;C2348143
reported hypertension,C0020538;C1963138
reported high cholesterol,C0020443;C1522133
reported diabetes mellitus,C0684224;C0011849;C0700287;C4319718
mean body mass index kg m $nmbr$,C0022718;C0439209;C4054209
parental history of mii,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
