CUI,matchedText,preferred,hasMSH,semTypes
C3714501,INSULIN,Insulin Drug Class,false,horm;phsu
C0549183,Median,Midline (qualifier value),false,spco
C0008377,CHOLESTEROL,Cholesterol,true,bacs;orch
C0876920,Median,Median Statistical Measurement,false,qnco
C2347635,Median,Population Median,false,qnco
C2348144,Median,Sample Median,false,qnco
C2939193,Median,Median (qualifier value),false,spco
C1532563,mmol/L,Millimole per Liter,false,qnco
C0027051,"Infarction, Myocardial",Myocardial Infarction,true,dsyn
C0428953,MYOCARDIAL INFARCTION,Electrocardiogram: myocardial infarction (finding),false,lbtr
C2926063,Myocardial infarction,Myocardial infarction:Finding:Point in time:^Patient:Ordinal,false,clna
C3810814,Myocardial Infarction,Myocardial Infarction ECG Assessment,false,diap
C4552959,Myocardial infarction,"Myocardial Infarction, CTCAE",false,fndg
C0205156,Previous,Previous,false,tmco
C0010055,CABG,Coronary Artery Bypass Surgery,true,topp
C1552607,previous,Act Relationship Subset - previous,false,tmco
C0475264,Localization,localization,false,ftcn
C1744691,localization,establishment and maintenance of localization,false,biof
C0205093,LATERAL,Lateral,false,spco
C1881332,Killip Class,Killip Class,false,fndg
C0021966,I-,Iodides,true,inch
C0221138,I NOS,Blood group antibody I,false,aapp;imft
C0439070,III,Roman Numeral III,false,inpr
C1705160,III,III (suffix),false,qlco
C0022326,IV,Ivory Coast,true,geoa
C4265176,IV #,IV number:ID:Pt:^Patient:Nom,false,clna
C1511726,Data,Data,false,idcn
C3245479,data,Data call receiving device,false,medd
C3714741,Data,Data (eukaryote),false,euka
C0488055,Systolic blood pressure,Intravascular systolic:Pressure:Point in time:Arterial system:Quantitative,false,clna
C0871470,Systolic Blood Pressure,Systolic Pressure,true,clna
C1306620,systolic blood pressure,Systolic blood pressure measurement,false,diap
C0439475,mmHG,mmHg,false,qnco
C0428883,Diastolic Blood Pressure,Diastolic blood pressure,true,clna
C1305849,diastolic blood pressure,Diastolic blood pressure measurement,false,diap
C0439385,beats/min,beats per minute,false,qnco
C3854258,Admission time,Admission time:ClockTime:Pt:^Patient:Qn,false,clna
C3854259,Admission time,Admission time,false,tmco
C0040223,TIME,Time,true,tmco
C3541383,Time,Time (foundation metadata concept),false,tmco
C0126174,LOSARTAN,Losartan,true,orch;phsu
C0004147,ATENOLOL,Atenolol,true,orch;phsu
C0011847,Diabetes,Diabetes,false,dsyn
C0011849,Diabetes,Diabetes Mellitus,true,dsyn
C0011847,Diabetes,Diabetes,false,dsyn
C0011849,Diabetes,Diabetes Mellitus,true,dsyn
C0011298,demographic,Demography,true,ocdi
C0683325,clinical characteristics,clinical aspects,false,clna
C0007457,WHITE,Caucasoid Race,true,popg
C0043157,WHITE,Caucasians,true,popg
C0220938,WHITE,White color,false,qlco
C0086409,HISPANIC,Hispanics,true,popg
C0078988,ASIAN,Asians,true,popg
C0018810,Heart Rate,heart rate,true,clna
C0022718,KG,Kyrgyzstan,true,geoa
C0439209,kg,Kilogram,false,qnco
C4054209,/kg,Per Kilogram,false,qnco
C0598352,Voltage,voltage,false,qnco
C0449238,Duration,Duration (temporal concept),false,tmco
C2926735,Duration,Duration,false,orch;phsu
C4330985,/mm,Per Millimeter,false,qnco
C4554674,MM,MM genotype,false,fndg
C0035647,Risk,Risk,true,idcn
C0449820,SCORE,Score,false,qnco
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false,clna
C4552904,risk,Subject Risk,false,cnce
C3173209,Current smoker,Current smoker:Finding:Point in time:^Patient:Ordinal,false,clna
C3241966,Current Smoker,Current Smoker,false,fndg
C0005847,Vascular,Blood Vessel,true,bpoc
C1558950,VASCULAR,Adverse Event Associated with Vascular,false,fndg
C1801960,Vascular,Vascular,false,qlco
C0010054,coronary heart disease,Coronary Arteriosclerosis,true,dsyn
C0010068,Coronary Heart Disease,Coronary heart disease,true,dsyn
C1956346,coronary heart disease,Coronary Artery Disease,true,dsyn
C0007820,CEREBROVASCULAR DISEASE,Cerebrovascular Disorders,true,dsyn
C0085096,PERIPHERAL VASCULAR DISEASE,Peripheral Vascular Diseases,true,dsyn
C0004238,ATRIAL FIBRILLATION,Atrial Fibrillation,true,dsyn
C0344434,Atrial Fibrillation,Atrial Fibrillation by ECG Finding,false,lbtr
C1963067,Atrial fibrillation,"Atrial Fibrillation, CTCAE",false,fndg
C0745133,isolated systolic hypertension,isolated systolic hypertension,false,fndg
C0070166,CLOPIDOGREL,clopidogrel,true,orch;phsu
C0040207,TICLOPIDINE,Ticlopidine,true,orch;phsu
C0043210,Women,Woman,true,popg
C0011847,Diabetes,Diabetes,false,dsyn
C0011849,Diabetes,Diabetes Mellitus,true,dsyn
C4505437,Smoking Habit,Smoking Habit,true,inbe
C0020443,HYPERCHOLESTEROLEMIA,Hypercholesterolemia,true,dsyn
C1522133,Hypercholesterolemia,Hypercholesterolemia result,false,fndg
C0020538,Systemic arterial hypertension,Hypertensive disease,true,dsyn
C0027051,"Infarction, Myocardial",Myocardial Infarction,true,dsyn
C0428953,MYOCARDIAL INFARCTION,Electrocardiogram: myocardial infarction (finding),false,lbtr
C2926063,Myocardial infarction,Myocardial infarction:Finding:Point in time:^Patient:Ordinal,false,clna
C3810814,Myocardial Infarction,Myocardial Infarction ECG Assessment,false,diap
C4552959,Myocardial infarction,"Myocardial Infarction, CTCAE",false,fndg
C0002996,"Angioplasty, Balloon","Angioplasty, Balloon",true,topp
C0002997,balloon angioplasty,"Angioplasty, Balloon, Coronary",true,topp
C0205156,Previous,Previous,false,tmco
C1536078,Bypass Surgery,Bypass Surgery,false,topp
C1552607,previous,Act Relationship Subset - previous,false,tmco
C0002965,"Angina, Unstable","Angina, Unstable",true,dsyn
C4330985,/mm,Per Millimeter,false,qnco
C4554674,MM,MM genotype,false,fndg
C0011298,Demographics,Demography,true,ocdi
C1704791,Demographics,Demographics Domain,false,idcn
C0074554,SIMVASTATIN,Simvastatin,true,orch;phsu
C0043210,Women,Woman,true,popg
C0025266,Men,Male population group,true,popg
C0872146,disease duration,disease length,false,tmco
C0439234,yr,year,false,tmco
C1552961,POINT,point - UnitsOfMeasure,false,qnco
C2347617,point,Point Name,false,qnco
C3714763,Point,Point,false,spco
C0449820,SCORE,Score,false,qnco
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false,clna
C1552961,POINT,point - UnitsOfMeasure,false,qnco
C2347617,point,Point Name,false,qnco
C3714763,Point,Point,false,spco
C0428474,Serum LDL Cholesterol,Serum LDL cholesterol measurement,false,lbpr
C0439269,mg dl,mg/dL,false,qnco
C3540512,CSF,Circumferential Supracrestal Fiberotomy,false,topp
C3889436,CSF,LAMC2 wt Allele,false,gngm
C0030266,PM,Panama,true,geoa
C4049155,PM,Infusion pump Alert priority PM,false,fndg
C0064673,Lathosterol,lathosterol,true,bacs;orch
C0023434,CLL,Chronic Lymphocytic Leukemia,true,neop
C3540512,CSF,Circumferential Supracrestal Fiberotomy,false,topp
C0008377,CHOLESTEROL,Cholesterol,true,bacs;orch
C3889436,CSF,LAMC2 wt Allele,false,gngm
C3889436,CSF,LAMC2 wt Allele,false,gngm
C3540512,CSF,Circumferential Supracrestal Fiberotomy,false,topp
C0700307,Hydroxy,hydroxyl group,false,inch
C0008377,CHOLESTEROL,Cholesterol,true,bacs;orch
C0439275,ng/mL,Microgram per Liter,false,qnco
C0451306,MMSE - Mini-mental state examination,Mini-mental state examination,true,diap
C1261322,Assessment,Evaluation procedure,false,hlca
C1516048,Assessment,Assessed,false,acty
C0205251,Low,low,false,qlco
C1550472,low,low confidentiality,false,inpr
C3890211,Low,Low Mitosis-Karyorrhexis Index,false,qnco
C4048187,low,low exposure,false,qlco
C4321351,Low,Low Level,false,inpr
C4522223,Low,IPSS Risk Category Low,false,inpr
C3540512,CSF,Circumferential Supracrestal Fiberotomy,false,topp
C3889436,CSF,LAMC2 wt Allele,false,gngm
C0007806,"Spinal Fluid, Cerebro",Cerebrospinal Fluid,true,bdsu
C0007807,cerebrospinal fluid,In Cerebrospinal Fluid,true,ftcn
C0451306,MMSE,Mini-mental state examination,true,diap
C0074554,SIMVASTATIN,Simvastatin,true,orch;phsu
C0079809,Measures,Measures,true,qnco
C1879489,Measures,Measures (attribute),false,ftcn
C0369718,N NOS,N not otherwise specified Antibody,false,aapp;imft
C0441922,N+,N+ (tumor staging),false,inpr
C0229671,SERUM,Serum,true,bdsu
C1546774,Serum,Specimen Source Codes - Serum,false,inpr
C1550100,Serum,Specimen Type - Serum,false,bdsu
C0008377,CHOLESTEROL,Cholesterol,true,bacs;orch
C3540512,CSF,Circumferential Supracrestal Fiberotomy,false,topp
C3889436,CSF,LAMC2 wt Allele,false,gngm
C0700307,Hydroxy,hydroxyl group,false,inch
C0008377,CHOLESTEROL,Cholesterol,true,bacs;orch
C0205090,R-,Right,false,spco
C0451306,MMSE,Mini-mental state examination,true,diap
C0684010,R.,Rabbi,true,prog
C2603358,R',R prime,false,clna
C0445542,Mini,Mini,false,orga
C0229992,mental,Psyche structure,false,menp
C0079809,Measures,Measures,true,qnco
C1301808,State,Geographic state,false,geoa
C1442792,State,State,false,ftcn
C3148680,State,US State,false,geoa
C1879489,Measures,Measures (attribute),false,ftcn
C0002778,Analysis,Analysis of substances,false,lbpr
C0936012,ANALYSIS,Analysis,false,resa
C1524024,analysis,analysis aspect,true,ftcn
C1707455,Compared,Comparison,false,acty
C0023823,LDL - Low density lipoprotein,Low-Density Lipoproteins,true,bacs;orch
C0039224,Table,Table - furniture,false,mnob
C0815172,patient characteristics,patient characteristics,false,clna
C1706074,Table,Data Table,true,inpr
C0332293,Treated with,Treated with,false,topp
C0126174,LOSARTAN,Losartan,true,orch;phsu
C0004147,ATENOLOL,Atenolol,true,orch;phsu
C0043210,Women,Woman,true,popg
C0015031,Ethnicity,Ethnic group,true,popg
C0243103,ethnicity,Ethnicity aspects,true,qlco
C0039155,Systolic,Systole,true,tmco
C2349943,Ms.,Ms. - Title,false,cnce
C3539704,MS,MTR wt Allele,false,gngm
C3713294,MS,"MTR protein, human",true,aapp;enzy
C0035647,Risk,Risk,true,idcn
C0439183,Arbitrary Unit,Arbitrary unit,false,qnco
C4552904,risk,Subject Risk,false,cnce
C3173209,Current smoker,Current smoker:Finding:Point in time:^Patient:Ordinal,false,clna
C3241966,Current Smoker,Current Smoker,false,fndg
C0262926,Medical History,Medical History,false,fndg
C1704706,Medical History,Medical History Domain,false,inpr
C0745133,isolated systolic hypertension,isolated systolic hypertension,false,fndg
C0011847,Diabetes,Diabetes,false,dsyn
C0011849,Diabetes,Diabetes Mellitus,true,dsyn
C0011847,Diabetes,Diabetes,false,dsyn
C0011849,Diabetes,Diabetes Mellitus,true,dsyn
C0221099,Impaired,Impaired,false,ftcn
C0015663,FASTING,Fasting,true,fndg
C0015663,FASTING,Fasting,true,fndg
C0369773,P NOS,P Blood group antibodies,false,aapp;imft
C2603361,P',P prime,false,clna
C0001779,AGE,Age,false,orga
C0444504,Mean,Statistical mean,false,qnco
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0034510,RACE,Racial group,true,popg
C1706779,RACE,AMACR wt Allele,false,gngm
C3853635,Race,Race,false,popg
C0521116,CURRENT,Current (present time),false,tmco
C1705970,Current,Electrical Current,false,npop
C0001948,drink alcohol,Alcohol consumption,true,inbe
C0556297,drink alcohol,Current drinker,false,inbe
C0332152,Prior,Before,false,tmco
C0027061,Myocardial,Myocardium,true,tisu
C1522564,Myocardial,Myocardial,false,spco
C2826257,PRIOR,Prior Medication Usage,false,evnt
C0038454,STROKE,Cerebrovascular accident,true,dsyn
C4554100,Stroke,"Stroke, CTCAE",false,fndg
C2936173,PTCA,Percutaneous Transluminal Coronary Angioplasty,true,topp
C0010055,CABG,Coronary Artery Bypass Surgery,true,topp
C2936173,PTCA,Percutaneous Transluminal Coronary Angioplasty,true,topp
C0010055,CABG,Coronary Artery Bypass Surgery,true,topp
C0240320,MEDICATION USE,medication use,false,fndg
C0004057,ASPIRIN,Aspirin,true,orch;phsu
C0003015,ACE Inhibitor,Angiotensin-Converting Enzyme Inhibitors,true,phsu
C4541021,ACE inhibitor,Angiotensin-converting enzyme inhibitor (disposition),false,qlco
C0450442,Agent,Agent,false,chvf
C1254351,Agent,Pharmacologic Substance,false,phsu
C1521826,Agent,Protocol Agent,false,inpr
C0006684,Calcium Channel Blocker,Calcium Channel Blockers,true,phsu
C3536851,Calcium Channel Blocker,Calcium Channel Blocker [EPC],false,phsu
C4521885,Calcium channel blocker,Calcium channel blocker (disposition),false,qlco
C0369773,P NOS,P Blood group antibodies,false,aapp;imft
C2603361,P',P prime,false,clna
C0444504,Mean,Statistical mean,false,qnco
C2699239,SD,"SD, Rat Strain",false,mamm
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C0455829,Waist Circumference,Waist Circumference,true,clna
C2699239,SD,"SD, Rat Strain",false,mamm
C0428886,blood Pressure mean,Mean blood pressure,true,fndg
C0439475,mmHG,mmHg,false,qnco
C0023779,Lipids,Lipids,true,orch
C0024671,MG,Mammography,true,diap
C0026410,MG,Mongolia,true,geoa
C0439269,mg%,mg/dL,false,qnco
C1960952,mg %,Milligram percent,false,qnco
C2346927,Mg++,Magnesium Cation,false,elii;phsu
C4321396,MG,MG,false,diap
C4521761,MG,United States Military Commissioned Officer O8,false,clas
C0041004,TRIGLYCERIDES,Triglycerides,true,bacs;orch
C0201950,Total Cholesterol,Cholesterol measurement test,false,lbpr
C0543421,Total cholesterol,Total cholesterol,false,lbtr
C0024671,MG,Mammography,true,diap
C0026410,MG,Mongolia,true,geoa
C0439269,mg%,mg/dL,false,qnco
C1960952,mg %,Milligram percent,false,qnco
C2346927,Mg++,Magnesium Cation,false,elii;phsu
C4321396,MG,MG,false,diap
C4521761,MG,United States Military Commissioned Officer O8,false,clas
C0444504,Mean,Statistical mean,false,qnco
C0018387,PU,Guinea-Bissau,true,geoa
C2347634,Mean,Population Mean,false,qnco
C2348143,Mean,Sample Mean,false,qnco
C1274040,Outcome,Result,false,ftcn
C0441889,Level,Levels (qualifier value),false,qlco
C0456079,Level,Disease classification level,false,clas
C1547707,Level,Floor - story of building,false,geoa
C2946261,Level,Level,false,inch;phsu
C0205195,Combined,Combined,false,qlco
C0444930,End,End,false,spco
C2746065,End,Stop (qualifier value),false,tmco
C0369773,P NOS,P Blood group antibodies,false,aapp;imft
C2603361,P',P prime,false,clna
C0011847,Diabetes,Diabetes,false,dsyn
C0011849,Diabetes,Diabetes Mellitus,true,dsyn
C0369773,P NOS,P Blood group antibodies,false,aapp;imft
C2603361,P',P prime,false,clna
C0021308,Infarction,Infarction,true,patf
C0011065,DEATH,Cessation of life,true,orgf
C1306577,Death,Death (finding),false,fndg
C4082313,Death NOS,Death Adverse Event Not Associated with More Specific CTCAE Term NOS,false,fndg
C4552775,Death NOS,"Death NOS, CTCAE",false,fndg
C0369773,P NOS,P Blood group antibodies,false,aapp;imft
C2603361,P',P prime,false,clna
C0038454,STROKE,Cerebrovascular accident,true,dsyn
C4554100,Stroke,"Stroke, CTCAE",false,fndg
C0027365,Name,Name,true,inpr
C1547383,Name,Person Name,false,inpr
C4522128,Name,Name (property) (qualifier value),false,qlco
C1635169,mL/L,Microliter/mL,false,qnco
C2985465,Hazard Ratio,Hazard Ratio,false,qnco
C0015663,FASTING,Fasting,true,fndg
C0857690,plasma insulin,plasma insulin,false,lbpr
C0282416,Overall,Overall Publication Type,true,inpr
C1561607,Overall,Overall,false,qlco
C0441848,Group N,Group N,false,inpr
C0441848,Group N,Group N,false,inpr
C0086287,FEMALE SEX,Females,true,orga
C0015031,Ethnic Group,Ethnic group,true,popg
C1879937,Ethnic Group,CDISC SDTM Patient Ethnic Group Terminology,false,inpr
C0011900,DIAGNOSIS,Diagnosis,true,diap
C1704338,diagnosis,diagnosis aspect,true,qlco
C1704656,DIAGNOSIS,Diagnosis Study,false,resa
C0852949,artery disease,Arteriopathic disease,false,dsyn
C0878544,CARDIOMYOPATHY,Cardiomyopathies,true,dsyn
C3258293,Valvular disease,Valvular disease,false,dsyn
C0750489,apparent,apparent,false,idcn
C0018799,"HEART DISEASE, NOS",Heart Diseases,true,dsyn
C0018802,CONGESTIVE HEART FAILURE,Congestive heart failure,true,dsyn
C0449238,Duration,Duration (temporal concept),false,tmco
C2926735,Duration,Duration,false,orch;phsu
C1514624,Qualifying,Qualifying,false,qlco
C0004238,ATRIAL FIBRILLATION,Atrial Fibrillation,true,dsyn
C0439228,DAYS,day,false,tmco
C0344434,Atrial Fibrillation,Atrial Fibrillation by ECG Finding,false,lbtr
C1963067,Atrial fibrillation,"Atrial Fibrillation, CTCAE",false,fndg
C0332189,Episode of,Episode of,false,tmco
C0439615,First episode,First episode,false,tmco
C0443287,Recurrent episode,Recurrent episode,false,tmco
C0016327,F-,Fluorides,true,inch;phsu
C0231174,FAILURE,Failure (biologic function),false,ftcn
C0680095,failure,Personal failure,false,inbe
C0225860,"Atrium, Left",Left atrial structure,true,bpoc
C0332506,Normal size,Normal size,false,qnco
C0428772,Left Ventricular Ejection Fraction,Left ventricular ejection fraction,false,clna
C0488728,Left ventricular Ejection fraction,Ejection fraction:Volume Fraction:Point in time:Heart.ventricle.left:Quantitative,false,clna
C0428772,Left Ventricular Ejection Fraction,Left ventricular ejection fraction,false,clna
C0488728,Left ventricular Ejection fraction,Ejection fraction:Volume Fraction:Point in time:Heart.ventricle.left:Quantitative,false,clna
C0679646,participants,Participant,false,popg
C0008294,Chlortalidone,Chlorthalidone,true,orch;phsu
C0051696,AMLODIPINE,Amlodipine,true,orch;phsu
C0021966,I-,Iodides,true,inch
C0065374,Lysinopril,Lisinopril,true,aapp;phsu
C0221138,I NOS,Blood group antibody I,false,aapp;imft
C0001779,AGE,Age,false,orga
C1514721,Range,Range,false,qnco
C2348147,Range,Sample Range,false,qnco
C3542016,Range,Concept model range (foundation metadata concept),false,inpr
C0015031,Ethnicity,Ethnic group,true,popg
C0243103,ethnicity,Ethnicity aspects,true,qlco
C1533020,"Hispanic, white",Hispanic white finding,false,fndg
C1533021,"Hispanic, white",Hispanic white racial group,false,popg
C0013621,Education,Knowledge acquisition,true,edac
C0013622,education,Educational aspects,true,clas
C0013658,"Education, NOS",Educational Status,true,fndg
C0039401,Education,Educational process of instructing,true,edac
C1514756,RECEIVING,Receive,false,qlco
C0003364,anti hypertensive,Antihypertensive Agents,true,phsu
C0039798,treatment,therapeutic aspects,true,ftcn
C0087111,Treatment,Therapeutic procedure,true,topp
C1522326,Treatment,Treating,false,ftcn
C1533734,Treatment,Administration procedure,false,topp
C1705169,Treatment,Biomaterial Treatment,false,cnce
C3538994,TREATMENT,Treatment Epoch,false,resa
C3887704,treatment,treatment - ActInformationManagementReason,false,hlca
