cn;concept;cuis;isdefault;cn_override;cleaned
1115;skull  and facial bone fractures;"C0015455;C0016658;C0037303;C2951888";FALSE;2028;skull and facial bone fractures
1115;wrist fracture;"C0435630;C4553927";FALSE;2029;wrist fracture
1115;fas;NA;FALSE; -10;fas
1119;contrast volume > $nmbr$ ( ml );"C0009924;C0439526;C0449468;C1690016;C1705102;C1705224;C1979874;C2700258;C3887665";FALSE;2030;contrast volume $nmbr$ ml
1119;contrast volume > $nmbr$ ml;"C0009924;C0439526;C0449468;C1690016;C1705102;C1705224;C1979874;C2700258;C3887665";FALSE;2030;contrast volume $nmbr$ ml
1112;stratification factors;C1514984;NA;NA;stratification factors
1111;temporary factors;"C0205374;C1521761;C1548539;C2827422;C3245481";NA;NA;temporary factors
1111;risk factor for venous thromboembolism  no . ( % );"C1521761;C2827422;C3495424;C3496592";NA;NA;risk factor for venous thromboembolism no
1111;hospital factor # $nmbr$;"C0019994;C1510665;C1521761;C2827422";NA;NA;hospital factor $nmbr$
1111;factors that confer a;"C1521761;C2827422";NA;NA;factors that confer a
1111;factor at baseline;"C0168634;C1442488;C1521761;C2827422";NA;NA;factor at baseline
1111;factor *;"C1521761;C2827422";NA;NA;factor
1111;factor;"C1521761;C2827422";NA;NA;factor
1111;baseline factor;"C0168634;C1442488;C1521761;C2827422";NA;NA;baseline factor
1110;patient characteristic;"C0030705;C1521970";NA;NA;patient characteristic
1110;medical characteristics;"C0199168;C0205476;C1521970";NA;NA;medical characteristics
1110;feature;"C1521970;C1706388;C2346469;C2348519";NA;NA;feature
1110;e ( characteristic n;C1521970;NA;NA;e characteristic n
1110;demographic characteristic;"C0011298;C1521970";NA;NA;demographic characteristic
1110;characteristics of pulmonary embolism at inclusion;"C0007637;C0034065;C1512693;C1521970";NA;NA;characteristics of pulmonary embolism at inclusion
1110;characteristics *;C1521970;NA;NA;characteristics
1110;characteristics;C1521970;NA;NA;characteristics
1110;characteristic †;C1521970;NA;NA;characteristic
1110;characteristic at baseline;"C0168634;C1442488;C1521970";NA;NA;characteristic at baseline
1110;characteristic ^;C1521970;NA;NA;characteristic
1110;characteristic *;C1521970;NA;NA;characteristic
1110;characteristic ( a );C1521970;NA;NA;characteristic a
1110;characteristic  no . ( % );C1521970;NA;NA;characteristic no
1110;characteristic;C1521970;NA;NA;characteristic
1110;baseline feature;"C0168634;C1442488;C1521970;C1706388;C2346469;C2348519";NA;NA;baseline feature
1110;baseline characteristic;"C0168634;C1442488;C1521970";NA;NA;baseline characteristic
1110;anthropometric characteristics;"C0003188;C1521970";NA;NA;anthropometric characteristics
1108;macce ( % ) abciximab placebo;"C0032042;C0288672;C1696465;C1706408";NA;NA;macce abciximab placebo
1108;macce ( % );NA;NA;NA;macce
1108;macce;NA;NA;NA;macce
1107;white race — no . { % ) t;"C0007457;C0034510;C0043157;C0220938;C1706779;C2603360;C3853635";NA;NA;white race no t
1107;racec  n ( % );C4287599;NA;NA;racec n
1107;race — no . { % ) - i -;"C0021966;C0034510;C0221138;C1706779;C3853635";NA;NA;race no i
1107;race — no . { % ) ' i ';"C0021966;C0034510;C0221138;C1706779;C3853635";NA;NA;race no i
1107;race — no . / total no . ( % ) f;"C0016327;C0034510;C0439175;C0439810;C1706779;C3853635";NA;NA;race no total no f
1107;race — no . ( % ) 卞;"C0034510;C1706779;C3853635";NA;NA;race no
1107;race — no . ( % ) |;"C0034510;C1706779;C3853635";NA;NA;race no
1107;race — no . ( % ) f;"C0016327;C0034510;C1706779;C3853635";NA;NA;race no f
1107;race — no . ( % ) : t;"C0034510;C1706779;C2603360;C3853635";NA;NA;race no t
1107;race — no . ( % ) : c;"C0034510;C1706779;C3853635";NA;NA;race no c
1107;race — no . ( % ) ' (;"C0034510;C1706779;C3853635";NA;NA;race no
1107;race — no . ( % );"C0034510;C1706779;C3853635";NA;NA;race no
1107;race §;"C0034510;C1706779;C3853635";NA;NA;race
1107;race white;"C0007457;C0034510;C0043157;C0220938;C1706779;C3853635";NA;NA;race white
1107;race or ethnic group — no . ( % ) : t;"C0015031;C0034510;C1706779;C1879937;C2603360;C3853635";NA;NA;race or ethnic group no t
1107;race or ethnic group  no . ( % );"C0015031;C0034510;C1706779;C1879937;C3853635";NA;NA;race or ethnic group no
1107;race or ethnic background — no . ( % ) f;"C0015031;C0016327;C0034510;C1706779;C3853635";NA;NA;race or ethnic background no f
1107;race nonwhitet;"C0034510;C1706779;C3853635";NA;NA;race nonwhitet
1107;race n ( % );"C0034510;C1706779;C3853635";NA;NA;race n
1107;race : white;"C0007457;C0034510;C0043157;C0220938;C1706779;C3853635";NA;NA;race white
1107;race : non - white;"C0007457;C0034510;C0043157;C0220938;C1518422;C1706779;C3853635";NA;NA;race non white
1107;race :;"C0034510;C1706779;C3853635";NA;NA;race
1107;race / ethnicity chinese;"C0008120;C0015031;C0034510;C0152035;C0243103;C1706779;C3853635";NA;NA;race ethnicity chinese
1107;race / ethnicity  zz ( % );"C0015031;C0034510;C0243103;C1706779;C2347310;C3853635";NA;NA;race ethnicity zz
1099;years with gout;"C0018099;C0439234";NA;NA;years with gout
1109;mace +;"C0349381;C0949745;C1445339";FALSE; 414;mace
1109;mae;"C0286540;C4085238";FALSE; 414;mae
1109;$nmbr$ - point mace;"C0349381;C0949745;C1445339;C1552961;C2347617;C3714763";FALSE; 414;$nmbr$ point mace
1109;mace category  n ( % ) [ ir ];"C0022065;C0022071;C0349381;C0683312;C0949745;C1445339;C1448132;C3889287";FALSE; 414;mace category n ir
1109;$nmbr$ - polnt mace;"C0349381;C0949745;C1445339";FALSE; 414;$nmbr$ polnt mace
1109;primary mace endpoint;"C0349381;C0949745;C1445339;C2986535";FALSE; 414;primary mace endpoint
1109;primary outcome ( $nmbr$ - point mace );"C0205225;C0349381;C0439612;C0439631;C0949745;C1274040;C1445339;C1552961;C2347617;C3714763";FALSE; 414;primary outcome $nmbr$ point mace
1109;secondary mace endpoint;"C0349381;C0949745;C1445339;C4528314";FALSE; 414;secondary mace endpoint
1109;three - point mace;"C0205449;C0349381;C0949745;C1445339;C1552961;C2347617;C3714763";FALSE; 414;three point mace
1110;characteristic age;"C0001779;C1521970";FALSE;2015;characteristic age
1110;characteristic age — yr;"C0001779;C0439234;C1521970";FALSE;2015;characteristic age yr
1110;infarct characteristics;"C0021308;C1521970";FALSE;2016;infarct characteristics
1110;surgical technique post - randomisation characteristic * *;"C0034656;C0683469;C0687676;C1521970;C1704687;C3469826";FALSE;2017;surgical technique post randomisation characteristic
1110;angiographic characteristics  no . ( % );"C0002978;C1521970";FALSE;2018;angiographic characteristics no
1110;angiographic features;"C0002978;C1521970;C1706388;C2346469;C2348519";FALSE;2018;angiographic features
1112;factor v leiden ( % );"C0380964;C0584960;C1414509;C3542419";FALSE;2019;factor v leiden
1054;lleocolon;NA;NA;NA;lleocolon
1112;factor v leiden or prothrombin mutation;"C0380964;C0584960;C1414509;C1610621;C3542419";FALSE;2019;factor v leiden or prothrombin mutation
1112;stratification factor : menopausal status  n ( % );"C1513126;C1514984";FALSE;2020;stratification factor menopausal status n
1112;factor xa inhibitor;"C2825027;C4553708";FALSE;2021;factor xa inhibitor
1112;predictive factor;C0683956;FALSE;2022;predictive factor
1113;prevalent vertebral fracture;"C0033105;C0080179;C0220900";FALSE;2023;prevalent vertebral fracture
1113;prevalent vertebral fracture status;"C0033105;C0080179;C0220900;C0449438";FALSE;2023;prevalent vertebral fracture status
1113;prevalent vertebral fracture  n ( % );"C0033105;C0080179;C0220900";FALSE;2023;prevalent vertebral fracture n
1113;number of prevalent vertebral fractures;"C0033105;C0080179;C0220900;C0237753;C0449788";FALSE;2023;number of prevalent vertebral fractures
1113;clinical vertebral fractures;"C0080179;C0205210";FALSE;2023;clinical vertebral fractures
1113;ankle fracture;"C0159877;C4552974";FALSE;2024;ankle fracture
1113;patella fracture;C0159849;FALSE;2025;patella fracture
1113;clavicle fracture;C0159658;FALSE;2024;clavicle fracture
1113;fibula fracture;C0149699;FALSE;2024;fibula fracture
1107;race / ethnicity;"C0015031;C0034510;C0243103;C1706779;C3853635";NA;NA;race ethnicity
1107;race - white ( n = $nmbr$  $nmbr$ );"C0007457;C0034510;C0043157;C0220938;C1706779;C3853635";NA;NA;race white n $nmbr$ $nmbr$
1107;race - non - white ( n = $nmbr$  $nmbr$ );"C0007457;C0034510;C0043157;C0220938;C1518422;C1706779;C3853635";NA;NA;race non white n $nmbr$ $nmbr$
1107;race - no . ( % );"C0034510;C1706779;C3853635";NA;NA;race no
1107;race - n ( % );"C0034510;C1706779;C3853635";NA;NA;race n
1107;race *;"C0034510;C1706779;C3853635";NA;NA;race
1107;race ( white  n [ % ] );"C0007457;C0034510;C0043157;C0220938;C1706779;C3853635";NA;NA;race white n
1107;race ( p = o - $nmbr$ );"C0034510;C1706779;C3853635";NA;NA;race p o $nmbr$
1107;race ( non - white ) ( % );"C0007457;C0034510;C0043157;C0220938;C1518422;C1706779;C3853635";NA;NA;race non white
1107;race ( % white );"C0007457;C0034510;C0043157;C0220938;C1706779;C3853635";NA;NA;race white
1107;race ( % ) white;"C0007457;C0034510;C0043157;C0220938;C1706779;C3853635";NA;NA;race white
1107;race ( % ) *;"C0034510;C1706779;C3853635";NA;NA;race
1107;race ( % ) ) ';"C0034510;C1706779;C3853635";NA;NA;race
1107;race ( % ) $;"C0034510;C1706779;C3853635";NA;NA;race $
1107;race ( % );"C0034510;C1706779;C3853635";NA;NA;race
1107;race $nmbr$;"C0034510;C1706779;C3853635";NA;NA;race $nmbr$
1107;race    n   ( % );"C0034510;C1706779;C3853635";NA;NA;race n
1107;race  zz ( % );"C0034510;C1706779;C2347310;C3853635";NA;NA;race zz
1107;race  white ( % );"C0007457;C0034510;C0043157;C0220938;C1706779;C3853635";NA;NA;race white
1107;race  white    n   ( % );"C0007457;C0034510;C0043157;C0220938;C1706779;C3853635";NA;NA;race white n
1107;race  white  n ( % );"C0007457;C0034510;C0043157;C0220938;C1706779;C3853635";NA;NA;race white n
1107;race  nonwhite;"C0034510;C1706779;C3853635";NA;NA;race nonwhite
1107;race  no . / total ( % );"C0034510;C0439175;C0439810;C1706779;C3853635";NA;NA;race no total
1107;race  no . ( % ) c;"C0034510;C1706779;C3853635";NA;NA;race no c
1107;race  no . ( % ) b;"C0034510;C1706779;C3853635";NA;NA;race no b
1107;race  no . ( % ) *;"C0034510;C1706779;C3853635";NA;NA;race no
1107;race  no . ( % );"C0034510;C1706779;C3853635";NA;NA;race no
1107;race  n ( % ];"C0034510;C1706779;C3853635";NA;NA;race n
1107;race  n ( % ) ’;"C0034510;C1706779;C3853635";NA;NA;race n
1107;race  n ( % ) y;"C0034510;C1706779;C3853635";NA;NA;race n y
1107;race  n ( % ) white;"C0007457;C0034510;C0043157;C0220938;C1706779;C3853635";NA;NA;race n white
1107;race  n ( % ) t;"C0034510;C1706779;C3853635";NA;NA;race n t
1107;race  n ( % ) b;"C0034510;C1706779;C3853635";NA;NA;race n b
1107;race  n ( % ) a;"C0034510;C1706779;C3853635";NA;NA;race n a
1107;race  n ( % ) :;"C0034510;C1706779;C3853635";NA;NA;race n
1107;race  n ( % ) +;"C0034510;C1706779;C3853635";NA;NA;race n
1107;race  n ( % ) *;"C0034510;C1706779;C3853635";NA;NA;race n
1107;race  n ( % );"C0034510;C1706779;C3853635";NA;NA;race n
1107;race  asian  n ( % );"C0034510;C0078988;C1706779;C3853635";NA;NA;race asian n
1107;race  * ’ n ( % );"C0034510;C1706779;C3853635";NA;NA;race n
1107;race  % white;"C0007457;C0034510;C0043157;C0220938;C1706779;C3853635";NA;NA;race white
1107;race  % of patients;"C0030705;C0034510;C1706779;C3853635";NA;NA;race of patients
1107;race  %;"C0034510;C1706779;C3853635";NA;NA;race
1107;race;"C0034510;C1706779;C3853635";NA;NA;race
1107;other race  n ( % );"C0034510;C1706779;C3853635";NA;NA;other race n
1107;other race;"C0034510;C1706779;C3853635";NA;NA;other race
1107;nonblack race — no . ( % ) f;"C0016327;C0034510;C1706779;C3853635";NA;NA;nonblack race no f
1107;nonblack race — no . ( % ) - j -;"C0034510;C1706779;C3853635";NA;NA;nonblack race no j
1107;$ race was determined by the investigator during the patient ' s interview .;"C0034510;C0035173;C0521095;C0683518;C1706779;C3853635";NA;NA;$ race was determined by the investigator during the patient s interview
1106;number and % of participants with events  and incidence rate per $nmbr$ person - year;"C0027361;C0237753;C0439234;C0439508;C0441471;C0449788;C0679646;C1708485;C2347489;C3541888";NA;NA;number and of participants with events and incidence rate per $nmbr$ person year
1106;no . ( % ) with event [ incidence rate per $nmbr$ patient - y ];"C0030705;C0441471;C1708485;C4019010";NA;NA;no with event incidence rate per $nmbr$ patient y
1106;incidence rate *;C1708485;NA;NA;incidence rate
1106;incidence rate ( per $nmbr$ person - yr );"C0027361;C0439234;C1708485;C2347489";NA;NA;incidence rate per $nmbr$ person yr
1106;incidence rate ( n ) a;C1708485;NA;NA;incidence rate n a
1106;incidence rate ( n );C1708485;NA;NA;incidence rate n
1106;incidence rate;C1708485;NA;NA;incidence rate
1106;$nmbr$ - y incidence rate ( se ) per $nmbr$ participants;"C0036919;C0679646;C1708485";NA;NA;$nmbr$ y incidence rate se per $nmbr$ participants
1105;preoperative heart rate ( beats per minute );"C0018810;C0439385;C0445204";NA;NA;preoperative heart rate beats per minute
1105;heart rate — bpm;C0018810;NA;NA;heart rate bpm
1105;heart rate ( bpm ) *;C0018810;NA;NA;heart rate bpm
1105;heart rate ( bpm );C0018810;NA;NA;heart rate bpm
1105;heart rate ( bpm $nmbr$ ) *  * *;C0018810;NA;NA;heart rate bpm $nmbr$
1105;heart rate ( beats per minute );"C0018810;C0439385";NA;NA;heart rate beats per minute
1105;heart rate ( beats per min );"C0018810;C0439385";NA;NA;heart rate beats per min
1105;heart rate ( b . p . m . );"C0018810;C0369637;C0441923";NA;NA;heart rate b p m
1105;heart rate  beats per minute;"C0018810;C0439385";NA;NA;heart rate beats per minute
1105;heart rate  beats per min;"C0018810;C0439385";NA;NA;heart rate beats per min
1105;heart rate;C0018810;NA;NA;heart rate
1105;baseline heart rate ( beats / min );"C0018810;C0168634;C0702093;C1442488;C1524029;C3813700";NA;NA;baseline heart rate beats min
1105;baseline heart rate;"C0018810;C0168634;C1442488";NA;NA;baseline heart rate
1104;rales  n ( % );"C0034642;C0240859";NA;NA;rales n
1104;rales  ( % );"C0034642;C0240859";NA;NA;rales
1104;rales;"C0034642;C0240859";NA;NA;rales
1104;pulmonary rales  n ( % );C0034642;NA;NA;pulmonary rales n
1104;pulmonary rales;C0034642;NA;NA;pulmonary rales
1103;rate per $nmbr$ patient - years;"C0030705;C0439234;C0871208;C1521828";FALSE;2009;rate per $nmbr$ patient years
1103;rates;"C0871208;C1521828";FALSE;2009;rates
1103;rates per $nmbr$ patient - years;"C0030705;C0439234;C0871208;C1521828";FALSE;2009;rates per $nmbr$ patient years
1103;vhd event rate / year ( n );"C0439234;C0439508;C0441471;C0871208;C1521828;C4019010";FALSE;2011;vhd event rate year n
1103;w event ( rate );"C0441471;C0871208;C1521828;C4019010";FALSE;2011;w event rate
1104;ramus;C3538818;FALSE;2013;ramus
1107;female  n ( % ) race  n ( % );"C0034510;C0043210;C0086287;C1705497;C1705498;C1706779;C3853635";FALSE;2014;female n race n
1107;female race / ethnicity;"C0015031;C0034510;C0043210;C0086287;C0243103;C1705497;C1705498;C1706779;C3853635";FALSE;2014;female race ethnicity
1103;rate of sares;"C0871208;C1521828";NA;NA;rate of sares
1103;ranotazine vs . placebo km failure rate;"C0032042;C0231174;C0680095;C0871208;C1521828;C1696465;C1706408;C3887676";NA;NA;ranotazine vs placebo km failure rate
1103;k ( rate );"C0597277;C0871208;C1521828;C1708601";NA;NA;k rate
1103;health - care use rate ( peryear );"C0814514;C0871208;C1521828";NA;NA;health care use rate peryear
1103;> $nmbr$ % responder rate  n ( % );"C0871208;C1521828";NA;NA;$nmbr$ responder rate n
1103;* rate is number of events per $nmbr$ patient - years of follow - up . fthe p value for number of patients from log - rank  for total number of hospitalizations from permutation test . ^ by treatment comparing the;"C0022885;C0030705;C0039593;C0039798;C0087111;C0392366;C0439175;C0439234;C0439810;C0456984;C0589120;C0667477;C0699794;C0871208;C1515976;C1521828;C1522326;C1522577;C1533734;C1704685;C1705169;C1707455;C1708728;C1709380;C1882348;C2360800;C2986775;C3274571;C3538994;C3831328;C3887704;C4086639;C4318744;C4330837";NA;NA;rate is number of events per $nmbr$ patient years of follow up fthe p value for number of patients from log rank for total number of hospitalizations from permutation test by treatment comparing the
1102;respiratory rate ( breaths / min );"C0231832;C0439386;C0489258";NA;NA;respiratory rate breaths min
1102;respiratory rate  breaths / min;"C0231832;C0439386;C0489258";NA;NA;respiratory rate breaths min
1101;raee;NA;NA;NA;raee
1100;racey  z;NA;NA;NA;racey z
1100;racea;NA;NA;NA;racea
1099;赛 $nmbr$ years;C0439234;NA;NA;$nmbr$ years
1099;〉 $nmbr$ years;C0439234;NA;NA;$nmbr$ years
1099;■ $nmbr$ years;C0439234;NA;NA;$nmbr$ years
1099;≥ $nmbr$ years;C0439234;NA;NA;$nmbr$ years
1099;≥ $nmbr$ to < $nmbr$ years;C0439234;NA;NA;$nmbr$ to $nmbr$ years
1099;≥ $nmbr$ . $nmbr$ years;C0439234;NA;NA;$nmbr$ $nmbr$ years
1099;≥ $nmbr$ . $nmbr$ to < $nmbr$ . $nmbr$ years;C0439234;NA;NA;$nmbr$ $nmbr$ to $nmbr$ $nmbr$ years
1099;≤ $nmbr$   year;"C0439234;C0439508";NA;NA;$nmbr$ year
1099;≤ $nmbr$ years;C0439234;NA;NA;$nmbr$ years
1099;» $nmbr$ yr;C0439234;NA;NA;$nmbr$ yr
1099;» $nmbr$ years;C0439234;NA;NA;$nmbr$ years
1099;£ $nmbr$ yr;C0439234;NA;NA;$nmbr$ yr
1099;£ $nmbr$ years;C0439234;NA;NA;$nmbr$ years
1099;£ $nmbr$ to < $nmbr$ years;C0439234;NA;NA;$nmbr$ to $nmbr$ years
1099;years with gouty arthritis;"C0003868;C0439234";NA;NA;years with gouty arthritis
1099;years with gout  mean ± sd;"C0018099;C0439234;C0444504;C2347634;C2348143;C2699239";NA;NA;years with gout mean sd
1100;racea white;"C0007457;C0043157;C0220938";FALSE;2004;racea white
1101;glomerular filtration rate §;"C0017654;C1561549";FALSE; 592;glomerular filtration rate
1101;glomerular filtration rate ( ml / min / $nmbr$ . $nmbr$ ma;"C0017654;C0024443;C0439445;C1561549;C3887485";FALSE; 592;glomerular filtration rate ml min $nmbr$ $nmbr$ ma
1102;breakfastb;NA;FALSE; -10;breakfastb
1103;adjusted exacerbation rate ( per patient peryear );"C0030705;C0456081;C0871208;C1521828;C4086268";FALSE;2005;adjusted exacerbation rate per patient peryear
1103;exacerbation rate in the previous year ( range );"C0205156;C0439234;C0439508;C0871208;C1514721;C1521828;C1552607;C2348147;C3542016;C4086268";FALSE;2006;exacerbation rate in the previous year range
1103;exacerbation rate per year;"C0439234;C0439508;C0871208;C1521828;C4086268";FALSE;2006;exacerbation rate per year
1103;event rate ( % / year );"C0439234;C0439508;C0441471;C0871208;C1521828;C4019010";FALSE;2007;event rate year
1103;event rate ( % / vr );"C0441471;C0871208;C1521828;C3476815;C4019010";FALSE;2007;event rate vr
1103;event rates per $nmbr$ patient - years ( $nmbr$ % ci );"C0008107;C0030705;C0439234;C0441471;C0871208;C1521828;C3259781;C4019010";FALSE;2007;event rates per $nmbr$ patient years $nmbr$ ci
1103;event rates  %;"C0441471;C0871208;C1521828;C4019010";FALSE;2007;event rates
1103;event rate ( per $nmbr$;"C0441471;C0871208;C1521828;C4019010";FALSE;2007;event rate per $nmbr$
1103;event rate ( % ) of primary endpoints;"C0441471;C0871208;C1521828;C2986535;C4019010";FALSE;2007;event rate of primary endpoints
1103;event rate;"C0441471;C0871208;C1521828;C4019010";FALSE;2007;event rate
1103;kaplan - meier rates  %;"C0871208;C1521828";FALSE;2008;kaplan meier rates
