Text,CUIS
$nmbr$ $nmbr$ $nmbr$ $nmbr$ to $nmbr$ $nmbr$,
daytime nasal symptoms score change from baseline mean se,C0436315
pollent s $nmbr$,
ls mean difference $nmbr$ cl,C0023668;C0596019
$nmbr$ $nmbr$ $nmbr$ $nmbr$ to $nmbr$ $nmbr$ t,C2603360
monteiukast,
factor,C1521761;C2827422
monteiukast vs placebo,C0032042;C1696465;C1706408
no of strokes no of patients in category and,C0038454;C0030705;C0683312;C3889287
pollent $nmbr$,
hazard ratio and $nmbr$ ci,C2985465;C0008107;C3259781
$nmbr$ $nmbr$ $nmbr$ $nmbr$ to $nmbr$ $nmbr$,
factor present,C0150312;C0449450
pollent s $nmbr$,
factor absent,C1521761;C2827422;C0332197;C4285062
$nmbr$ $nmbr$ $nmbr$ $nmbr$ to $nmbr$ $nmbr$ t,C2603360
crude,
factor,C1521761;C2827422
adjusted,C0456081
no of strokes no of patients in category and,C0038454;C0030705;C0683312;C3889287
diabetes mellitus,C0011849
hazard ratio and $nmbr$ ci,C2985465;C0008107;C3259781
myocardial infarction or angina,C0027051;C0428953;C2926063;C3810814;C4552959;C0002962
factor present,C0150312;C0449450
smoking in the past year,C0037369;C0453996;C1881674
factor absent,C1521761;C2827422;C0332197;C4285062
ica stenosis $nmbr$ $nmbr$ f,C0201519;C0016327
crude,
irregular or ulcerated ica plaquef,C0205271;C0041582;C0201519;C3887532
adjusted,C0456081
infarct on brain imaging^,C0021308;C0203860
diabetes mellitus,C0011849
intracranial disease of major artery disease t,C0752138
myocardial infarction or angina,C0027051;C0428953;C2926063;C3810814;C4552959;C0002962
duration of symptoms $nmbr$ min,C0436359;C0702093;C1524029;C3813700
smoking in the past year,C0037369;C0453996;C1881674
none n $nmbr$,C0369718;C0441922
ica stenosis $nmbr$ $nmbr$ f,C0201519;C0016327
$nmbr$ $nmbr$ week n $nmbr$,C0332174;C0439230
irregular or ulcerated ica plaquef,C0205271;C0041582;C0201519;C3887532
$nmbr$ $nmbr$ week n $nmbr$ $nmbr$ $nmbr$ week n $nmbr$,C0332174;C0439230
infarct on brain imaging^,C0021308;C0203860
$nmbr$ week n $nmbr$,C0332174;C0439230
intracranial disease of major artery disease t,C0752138
age years s d,C1510829
duration of symptoms $nmbr$ min,C0436359;C0702093;C1524029;C3813700
x $nmbr$ n,
none n $nmbr$,C0369718;C0441922
female n,C0043210;C0086287;C1705497;C1705498
$nmbr$ $nmbr$ week n $nmbr$,C0332174;C0439230
white n,C0007457;C0043157;C0220938
$nmbr$ $nmbr$ week n $nmbr$ $nmbr$ $nmbr$ week n $nmbr$,C0332174;C0439230
black n,C0005680;C0027567;C0085756;C0439541
$nmbr$ week n $nmbr$,C0332174;C0439230
hispanic n,C0086409
age years s d,C1510829
asian n,C0078988
x $nmbr$ n,
other race n,C0034510;C1706779;C3853635
female n,C0043210;C0086287;C1705497;C1705498
cigarette smoking n,C0239059;C0700219
white n,C0007457;C0043157;C0220938
never,C2003901
black n,C0005680;C0027567;C0085756;C0439541
previous smokers,C0337671
hispanic n,C0086409
$nmbr$ $nmbr$ day,C0332173;C0439228;C0439505
asian n,C0078988
$nmbr$ day,C0332173;C0439228;C0439505
other race n,C0034510;C1706779;C3853635
exercise n,C0015259;C1522704
cigarette smoking n,C0239059;C0700219
none,
never,C2003901
p $nmbr$ min twice week,C0332174;C0439230
previous smokers,C0337671
$nmbr$ min twice week,C0332174;C0439230
$nmbr$ $nmbr$ day,C0332173;C0439228;C0439505
enoxaparin n $nmbr$,C0206460
$nmbr$ day,C0332173;C0439228;C0439505
unfractionated heparin n $nmbr$,C0019134;C2825026
exercise n,C0015259;C1522704
age median iqr y,C0001779;C0549183;C0876920;C2347635;C2348144;C2939193
none,
female sex no total,C0086287;C0439175;C0439810
p $nmbr$ min twice week,C0332174;C0439230
region no total,C0017446;C0205147;C0439175;C0439810
$nmbr$ min twice week,C0332174;C0439230
austral ia new zealand,C0027978;C0324547
enoxaparin n $nmbr$,C0206460
europe,C0015176
unfractionated heparin n $nmbr$,C0019134;C2825026
north america,C0028405
age median iqr y,C0001779;C0549183;C0876920;C2347635;C2348144;C2939193
south america,C0037713
female sex no total,C0086287;C0439175;C0439810
race no total,C0034510;C1706779;C3853635;C0439175;C0439810
region no total,C0017446;C0205147;C0439175;C0439810
american indian,C0002460
austral ia new zealand,C0027978;C0324547
pacific islander,C0242191
europe,C0015176
clinical variables median iqr,C0205210;C0439828
north america,C0028405
medical history and risk factors no total,C0262926;C1704706;C0035648;C1553898;C0439175;C0439810
south america,C0037713
killip class $nmbr$,C1881332
race no total,C0034510;C1706779;C3853635;C0439175;C0439810
ii,
american indian,C0002460
iii,C0439070;C1705160
pacific islander,C0242191
iv,C0022326;C4265176
clinical variables median iqr,C0205210;C0439828
prior angina,C0332152;C0002962;C2826257
medical history and risk factors no total,C0262926;C1704706;C0035648;C1553898;C0439175;C0439810
prior infarction,C0332152;C0021308;C2826257
killip class $nmbr$,C1881332
prior oabg surgery,C0455610
ii,
prior pci,C0332152;C4049621;C2826257
iii,C0439070;C1705160
g $nmbr$ $nmbr$ $nmbr$ $nmbr$,C0439267
iv,C0022326;C4265176
prior congestive heart failure,C0332152;C0018802;C2826257
prior angina,C0332152;C0002962;C2826257
prior stroke,C0038454;C4554100
prior infarction,C0332152;C0021308;C2826257
prior oabg surgery,C0455610
history of peripheral vascular disease,C1881056
current,C0521116;C1705970
prior pci,C0332152;C4049621;C2826257
previous,C0205156;C1552607
g $nmbr$ $nmbr$ $nmbr$ $nmbr$,C0439267
prior congestive heart failure,C0332152;C0018802;C2826257
family history of cad,C0241889;C1504769;C2239547;C3813548;C4284121
prior stroke,C0038454;C4554100
time from symptom onset to enrollment,C0449244;C1516879;C1696073;C3888021
median iqr h,C0033727;C0369286;C0441932;C0564385;C4528284
history of peripheral vascular disease,C1881056
time from hospital admission to enrollment,C3854258;C3854259;C1516879;C1696073;C3888021
current,C0521116;C1705970
niacin n $nmbr$,C0027996;C1142562
previous,C0205156;C1552607
p,C0369773;C2603361
family history of cad,C0241889;C1504769;C2239547;C3813548;C4284121
male gender n,C0086582;C1706180
time from symptom onset to enrollment,C0449244;C1516879;C1696073;C3888021
age mean sd,C0001779;C2699239
median iqr h,C0033727;C0369286;C0441932;C0564385;C4528284
type $nmbr$ diabetes mellitus n,C1320657
time from hospital admission to enrollment,C3854258;C3854259;C1516879;C1696073;C3888021
hypertension n,C0020538;C1963138
niacin n $nmbr$,C0027996;C1142562
tobacco use n,C0040335;C0543414;C0841002;C3853727
p,C0369773;C2603361
family history ot chd n,C0241889;C0280604;C3542407
male gender n,C0086582;C1706180
metabolic syndrome n,C0524620
age mean sd,C0001779;C2699239
history ot chd n,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
type $nmbr$ diabetes mellitus n,C1320657
ml,C0439526;C1705224;C3887665
hypertension n,C0020538;C1963138
percutaneous coronary revascularization,C1532338
tobacco use n,C0040335;C0543414;C0841002;C3853727
cabg,C0010055
family history ot chd n,C0241889;C0280604;C3542407
angina with documented ischemia,C0002962;C0022116;C4321499
metabolic syndrome n,C0524620
medications n,C0013227;C0802604;C2598133;C4284232
history ot chd n,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
$nmbr$ blocker,
ml,C0439526;C1705224;C3887665
angiotensin converting enzyme inhibitor,C0003015;C2757044;C3536837;C4541021
percutaneous coronary revascularization,C1532338
vitamin e,C0042874;C3714803
cabg,C0010055
vitamin c,C0003968;C2349136;C3714687;C4522080
angina with documented ischemia,C0002962;C0022116;C4321499
medications n,C0013227;C0802604;C2598133;C4284232
figure $nmbr$ change in imt across $nmbr$ months in patients treated with placebo and extended release niacin in presence or absence of metabolic syndrome or type $nmbr$ diabetes mellitus,C0392747;C0443172;C1705241;C4319952;C0439231;C0030705;C0332293;C0032042;C1696465;C1706408;C0027996;C1142562;C0332197;C1689985;C1320657
$nmbr$ blocker,
angiotensin converting enzyme inhibitor,C0003015;C2757044;C3536837;C4541021
figure $nmbr$ mean percent change $nmbr$ cis from baseline to end point in plasma concentration of low density lipoprotein cho lesterol ldl c for pooled ezetimibe simvastatin eze simva and pooled simvastatin simva presented by sub group numbers in parentheses indicate numbers for the pooled simva and pooled eze simva groups respec tively ht hypertension dm diabetes mellitus bmi body mass index ldl c low density lipoprotein cholesterol chd coronary heart disease tg triglycerides hdl c high density lipoprotein cholesterol,C1504308;C1742862;C2349179;C2826544;C1709595;C1532737;C2349200;C4522255;C0074554;C0449450;C2985777;C0237753;C0449788;C0552369
vitamin e,C0042874;C3714803
normal or increased gfr $nmbr$ ml mln per $nmbr$ $nmbr$ m^,C0205307;C0231683;C0439166;C2347086;C4553972;C1417190;C3815103
vitamin c,C0003968;C2349136;C3714687;C4522080
mild decrease in gfr $nmbr$ $nmbr$ ml mln per $nmbr$ $nmbr$ m^,C0392756;C0547047
figure $nmbr$ change in imt across $nmbr$ months in patients treated with placebo and extended release niacin in presence or absence of metabolic syndrome or type $nmbr$ diabetes mellitus,C0392747;C0443172;C1705241;C4319952;C0439231;C0030705;C0332293;C0032042;C1696465;C1706408;C0027996;C1142562;C0332197;C1689985;C1320657
moderate or severe decrease in gfr,C0205081;C1881878;C4049705;C4049706;C4085643;C4321335;C0392756;C0547047
$nmbr$ chlorthalidone,C0008294
amlodipine,C0051696
figure $nmbr$ mean percent change $nmbr$ cis from baseline to end point in plasma concentration of low density lipoprotein cho lesterol ldl c for pooled ezetimibe simvastatin eze simva and pooled simvastatin simva presented by sub group numbers in parentheses indicate numbers for the pooled simva and pooled eze simva groups respec tively ht hypertension dm diabetes mellitus bmi body mass index ldl c low density lipoprotein cholesterol chd coronary heart disease tg triglycerides hdl c high density lipoprotein cholesterol,C1504308;C1742862;C2349179;C2826544;C1709595;C1532737;C2349200;C4522255;C0074554;C0449450;C2985777;C0237753;C0449788;C0552369
ii lisinopril i,C0021966;C0221138
normal or increased gfr $nmbr$ ml mln per $nmbr$ $nmbr$ m^,C0205307;C0231683;C0439166;C2347086;C4553972;C1417190;C3815103
chlorthalidone,C0008294
mild decrease in gfr $nmbr$ $nmbr$ ml mln per $nmbr$ $nmbr$ m^,C0392756;C0547047
ii lisinopril,C1710602;C0065374;C4082587
moderate or severe decrease in gfr,C0205081;C1881878;C4049705;C4049706;C4085643;C4321335;C0392756;C0547047
$nmbr$ lisinopril,C0065374
$nmbr$ chlorthalidone,C0008294
no randomized,C0034656;C3815594
amlodipine,C0051696
age mean sd y ethnicity no,C0015031;C0243103
ii lisinopril i,C0021966;C0221138
biack non hispanic,C1518424
chlorthalidone,C0008294
biack hispanic,C0086409
ii lisinopril,C1710602;C0065374;C4082587
bmi mean sd,C0444504;C2699239;C2347634;C2348143
$nmbr$ lisinopril,C0065374
no randomized,C0034656;C3815594
baseline systolic blood pressure mean sd mm hg,C4274438;C0439475
age mean sd y ethnicity no,C0015031;C0243103
baseline diastolic blood pressure mean sd mm hg,C4274392;C0439475
biack non hispanic,C1518424
history of coronary heart disease no,C0683519;C0730226;C0850708;C0944983
biack hispanic,C0086409
estimated gfr mean sd mlvmin per $nmbr$ $nmbr$ m^,C0017654;C0444504;C2347634;C2348143;C1424601
bmi mean sd,C0444504;C2699239;C2347634;C2348143
eligibility risk factors no t,C0035648;C1553898;C2603360
baseline systolic blood pressure mean sd mm hg,C4274438;C0439475
current cigarette smoking,C0239059;C0700219
baseline diastolic blood pressure mean sd mm hg,C4274392;C0439475
atherosclerotic cardiovascular disease,C0004153
history of coronary heart disease no,C0683519;C0730226;C0850708;C0944983
history of coronary revascularization,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
estimated gfr mean sd mlvmin per $nmbr$ $nmbr$ m^,C0017654;C0444504;C2347634;C2348143;C1424601
st segment depression or t wave inversion on ecg,C0520887;C0520888
eligibility risk factors no t,C0035648;C1553898;C2603360
type $nmbr$ diabetes meiiitus,C1320657
current cigarette smoking,C0239059;C0700219
low hdl c,C0151691
atherosclerotic cardiovascular disease,C0004153
lvh by ecg,C0232306
history of coronary revascularization,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
lvh by echocardiography,C0149721;C0013516
st segment depression or t wave inversion on ecg,C0520887;C0520888
total no of events total no of participants,C0439175;C0439810;C0679646
type $nmbr$ diabetes meiiitus,C1320657
mean se $nmbr$ year rates per $nmbr$ population,C0871208;C1521828
low hdl c,C0151691
rr $nmbr$ cl [ value],C4554402;C0596019;C1522609
$nmbr$ chlorthalidone amlodipine,C0008294;C0051696
lvh by ecg,C0232306
lisinopril,C0065374
lvh by echocardiography,C0149721;C0013516
ii chiorthaiidone amiodipine,C1710602;C4082587
total no of events total no of participants,C0439175;C0439810;C0679646
ii $nmbr$ amlodipine lisinopril chlorthalidone chlorthalidone,C0051696;C0008294
mean se $nmbr$ year rates per $nmbr$ population,C0871208;C1521828
total by baseline diabetic status,C0439175;C0439810
rr $nmbr$ cl [ value],C4554402;C0596019;C1522609
$nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ ] $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ ],
$nmbr$ chlorthalidone amlodipine,C0008294;C0051696
diabetic participants,C0241863;C0679646
lisinopril,C0065374
nondiabetic participants,C0679646
ii chiorthaiidone amiodipine,C1710602;C4082587
by gfr stratum for all participants ml min per $nmbr$ $nmbr$ m,C0017654;C0439445;C1424601
ii $nmbr$ amlodipine lisinopril chlorthalidone chlorthalidone,C0051696;C0008294
$nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ ] $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ ],
total by baseline diabetic status,C0439175;C0439810
by gfr stratum for diabetic participants mt min per $nmbr$ $nmbr$ m,C0017654;C0241863;C1424601
$nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ ] $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ ],
$nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ ] $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ ],
diabetic participants,C0241863;C0679646
total no of events of participants total no of participants,C0439175;C0439810;C0679646
nondiabetic participants,C0679646
rr $nmbr$ aci [p value],C0814206;C1510682;C2346870;C4050575;C1709380
by gfr stratum for all participants ml min per $nmbr$ $nmbr$ m,C0017654;C0439445;C1424601
$nmbr$ amlodipine chlorthalidone,C0051696;C0008294
$nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ ] $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ ],
$nmbr$ lisinopril chlorthalidone,C0065374;C0008294
by gfr stratum for diabetic participants mt min per $nmbr$ $nmbr$ m,C0017654;C0241863;C1424601
total,C0439175;C0439810
$nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ ] $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ ],
$nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ ],
total no of events of participants total no of participants,C0439175;C0439810;C0679646
by baseline diabetic status,C0168634;C0449438;C1442488
rr $nmbr$ aci [p value],C0814206;C1510682;C2346870;C4050575;C1709380
by gfr stratum tor all participants ml min per $nmbr$ $nmbr$ m^,C0076836;C1199517;C1419603;C3539732;C0679646;C0439445
$nmbr$ amlodipine chlorthalidone,C0051696;C0008294
by gfr stratum tor diabetic participants ml min per $nmbr$ $nmbr$ m,C0017654;C0439445;C1424601
$nmbr$ lisinopril chlorthalidone,C0065374;C0008294
vertebral fracture and or t score s $nmbr$ $nmbr$,C0080179;C0718146
total,C0439175;C0439810
$nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ [ $nmbr$ ],
vertebral fracture and or t score $nmbr$ $nmbr$,C0080179;C3854607
alendronate n $nmbr$,C0102118
by baseline diabetic status,C0168634;C0449438;C1442488
mean age years,C0444504;C1510829;C2347634;C2348143
by gfr stratum tor all participants ml min per $nmbr$ $nmbr$ m^,C0076836;C1199517;C1419603;C3539732;C0679646;C0439445
mean years since menopause,C0439234;C0025320;C0567312
by gfr stratum tor diabetic participants ml min per $nmbr$ $nmbr$ m,C0017654;C0439445;C1424601
mean femoral neck t score,C3533236;C0015815
vertebral fracture and or t score s $nmbr$ $nmbr$,C0080179;C0718146
mean lumbar spine t score,C3533236;C0024091;C3887615
vertebral fracture and or t score $nmbr$ $nmbr$,C0080179;C3854607
$nmbr$ $nmbr$ q $nmbr$,
alendronate n $nmbr$,C0102118
number of prevalent vertebral fractures,C0237753;C0449788
mean age years,C0444504;C1510829;C2347634;C2348143
$nmbr$ or more,
mean years since menopause,C0439234;C0025320;C0567312
history of falls in year before randomization,C1561668;C2919132;C0439234;C0439508
mean femoral neck t score,C3533236;C0015815
prior clinical fracture since age $nmbr$,C0016658;C0001779
mean lumbar spine t score,C3533236;C0024091;C3887615
age group,C0027362;C2348001
$nmbr$ $nmbr$ q $nmbr$,
hip,C0019552;C0022122;C1505163;C3538851;C4284725
number of prevalent vertebral fractures,C0237753;C0449788
spine,C0037949;C2752558
$nmbr$ or more,
wrist,C0043262;C1322271
history of falls in year before randomization,C1561668;C2919132;C0439234;C0439508
hip wrist or spine,C0043262;C1322271;C0037949;C2752558
prior clinical fracture since age $nmbr$,C0016658;C0001779
