CUI,matchedText,preferred,hasMSH
C1963067,Atrial fibrillation,"Atrial Fibrillation, CTCAE",false
C0262926,Medical History,Medical History,false
C1704706,Medical History,Medical History Domain,false
C0745133,isolated systolic hypertension,isolated systolic hypertension,false
C0005847,Vascular,Blood Vessel,true
C1558950,VASCULAR,Adverse Event Associated with Vascular,false
C1801960,Vascular,Vascular,false
C0039224,Table,Table - furniture,false
C0815172,patient characteristics,patient characteristics,false
C1706074,Table,Data Table,true
C0332293,Treated with,Treated with,false
C0126174,LOSARTAN,Losartan,true
C0004147,ATENOLOL,Atenolol,true
C0010068,Coronary Heart Disease,Coronary heart disease,true
C0010054,coronary heart disease,Coronary Arteriosclerosis,true
C1956346,coronary heart disease,Coronary Artery Disease,true
C0043210,Women,Woman,true
C0007820,CEREBROVASCULAR DISEASE,Cerebrovascular Disorders,true
C0015031,Ethnicity,Ethnic group,true
C0243103,ethnicity,Ethnicity aspects,true
C0085096,PERIPHERAL VASCULAR DISEASE,Peripheral Vascular Diseases,true
C0007457,WHITE,Caucasoid Race,true
C0043157,WHITE,Caucasians,true
C0220938,WHITE,White color,false
C0004238,ATRIAL FIBRILLATION,Atrial Fibrillation,true
C0344434,Atrial Fibrillation,Atrial Fibrillation by ECG Finding,false
C1963067,Atrial fibrillation,"Atrial Fibrillation, CTCAE",false
C0039155,Systolic,Systole,true
C0745133,isolated systolic hypertension,isolated systolic hypertension,false
C0439385,beats/min,beats per minute,false
C0815172,patient characteristics,patient characteristics,false
C0039224,Table,Table - furniture,false
C1706074,Table,Data Table,true
C0332293,Treated with,Treated with,false
C0126174,LOSARTAN,Losartan,true
C0004147,ATENOLOL,Atenolol,true
C0022718,KG,Kyrgyzstan,true
C0439209,kg,Kilogram,false
C4054209,/kg,Per Kilogram,false
C0043210,Women,Woman,true
C2349943,Ms.,Ms. - Title,false
C3539704,MS,MTR wt Allele,false
C3713294,MS,"MTR protein, human",true
C0015031,Ethnicity,Ethnic group,true
C0243103,ethnicity,Ethnicity aspects,true
C0035647,Risk,Risk,true
C0439183,Arbitrary Unit,Arbitrary unit,false
C4552904,risk,Subject Risk,false
C0007457,WHITE,Caucasoid Race,true
C0043157,WHITE,Caucasians,true
C0220938,WHITE,White color,false
C3173209,Current smoker,Current smoker:Finding:Point in time:^Patient:Ordinal,false
C3241966,Current Smoker,Current Smoker,false
C0039155,Systolic,Systole,true
C0262926,Medical History,Medical History,false
C1704706,Medical History,Medical History Domain,false
C0439385,beats/min,beats per minute,false
C0745133,isolated systolic hypertension,isolated systolic hypertension,false
C0022718,KG,Kyrgyzstan,true
C0439209,kg,Kilogram,false
C4054209,/kg,Per Kilogram,false
C0282416,Overall,Overall Publication Type,true
C1561607,Overall,Overall,false
C2349943,Ms.,Ms. - Title,false
C3539704,MS,MTR wt Allele,false
C3713294,MS,"MTR protein, human",true
C0441848,Group N,Group N,false
C0035647,Risk,Risk,true
C0439183,Arbitrary Unit,Arbitrary unit,false
C4552904,risk,Subject Risk,false
C0441848,Group N,Group N,false
C3173209,Current smoker,Current smoker:Finding:Point in time:^Patient:Ordinal,false
C3241966,Current Smoker,Current Smoker,false
C0086287,FEMALE SEX,Females,true
C0262926,Medical History,Medical History,false
C1704706,Medical History,Medical History Domain,false
C0015031,Ethnic Group,Ethnic group,true
C1879937,Ethnic Group,CDISC SDTM Patient Ethnic Group Terminology,false
C0745133,isolated systolic hypertension,isolated systolic hypertension,false
C0011900,DIAGNOSIS,Diagnosis,true
C1704338,diagnosis,diagnosis aspect,true
C1704656,DIAGNOSIS,Diagnosis Study,false
C0282416,Overall,Overall Publication Type,true
C1561607,Overall,Overall,false
C0852949,artery disease,Arteriopathic disease,false
C0441848,Group N,Group N,false
C0878544,CARDIOMYOPATHY,Cardiomyopathies,true
C0441848,Group N,Group N,false
C3258293,Valvular disease,Valvular disease,false
C0086287,FEMALE SEX,Females,true
C0750489,apparent,apparent,false
C0018799,"HEART DISEASE, NOS",Heart Diseases,true
C0015031,Ethnic Group,Ethnic group,true
C1879937,Ethnic Group,CDISC SDTM Patient Ethnic Group Terminology,false
C0018802,CONGESTIVE HEART FAILURE,Congestive heart failure,true
C0011900,DIAGNOSIS,Diagnosis,true
C1704338,diagnosis,diagnosis aspect,true
C1704656,DIAGNOSIS,Diagnosis Study,false
C2926735,Duration,Duration,false
C0449238,Duration,Duration (temporal concept),false
C1514624,Qualifying,Qualifying,false
C0004238,ATRIAL FIBRILLATION,Atrial Fibrillation,true
C0439228,DAYS,day,false
C0344434,Atrial Fibrillation,Atrial Fibrillation by ECG Finding,false
C1963067,Atrial fibrillation,"Atrial Fibrillation, CTCAE",false
C0852949,artery disease,Arteriopathic disease,false
C0332189,Episode of,Episode of,false
C0439615,First episode,First episode,false
C0443287,Recurrent episode,Recurrent episode,false
C0016327,F-,Fluorides,true
C0878544,CARDIOMYOPATHY,Cardiomyopathies,true
C3258293,Valvular disease,Valvular disease,false
C0231174,FAILURE,Failure (biologic function),false
C0680095,failure,Personal failure,false
C0750489,apparent,apparent,false
C0018799,"HEART DISEASE, NOS",Heart Diseases,true
C0225860,"Atrium, Left",Left atrial structure,true
C0332506,Normal size,Normal size,false
C0018802,CONGESTIVE HEART FAILURE,Congestive heart failure,true
C0488728,Left ventricular Ejection fraction,Ejection fraction:Volume Fraction:Point in time:Heart.ventricle.left:Quantitative,false
C0428772,Left Ventricular Ejection Fraction,Left ventricular ejection fraction,false
C0449238,Duration,Duration (temporal concept),false
C2926735,Duration,Duration,false
C1514624,Qualifying,Qualifying,false
C0004238,ATRIAL FIBRILLATION,Atrial Fibrillation,true
C0439228,DAYS,day,false
C0344434,Atrial Fibrillation,Atrial Fibrillation by ECG Finding,false
C1963067,Atrial fibrillation,"Atrial Fibrillation, CTCAE",false
C0332189,Episode of,Episode of,false
C0439615,First episode,First episode,false
C0016327,F-,Fluorides,true
C0443287,Recurrent episode,Recurrent episode,false
C0428772,Left Ventricular Ejection Fraction,Left ventricular ejection fraction,false
C0488728,Left ventricular Ejection fraction,Ejection fraction:Volume Fraction:Point in time:Heart.ventricle.left:Quantitative,false
C0679646,participants,Participant,false
C0231174,FAILURE,Failure (biologic function),false
C0680095,failure,Personal failure,false
C0008294,Chlortalidone,Chlorthalidone,true
C0225860,"Atrium, Left",Left atrial structure,true
C0332506,Normal size,Normal size,false
C0051696,AMLODIPINE,Amlodipine,true
C0428772,Left Ventricular Ejection Fraction,Left ventricular ejection fraction,false
C0488728,Left ventricular Ejection fraction,Ejection fraction:Volume Fraction:Point in time:Heart.ventricle.left:Quantitative,false
C0021966,I-,Iodides,true
C0065374,Lysinopril,Lisinopril,true
C0221138,I NOS,Blood group antibody I,false
C0001779,AGE,Age,false
C0444504,Mean,Statistical mean,false
C2347634,Mean,Population Mean,false
C2348143,Mean,Sample Mean,false
C0428772,Left Ventricular Ejection Fraction,Left ventricular ejection fraction,false
C0488728,Left ventricular Ejection fraction,Ejection fraction:Volume Fraction:Point in time:Heart.ventricle.left:Quantitative,false
C0001779,AGE,Age,false
C1514721,Range,Range,false
C2348147,Range,Sample Range,false
C3542016,Range,Concept model range (foundation metadata concept),false
C0679646,participants,Participant,false
C0008294,Chlortalidone,Chlorthalidone,true
C0015031,Ethnicity,Ethnic group,true
C0243103,ethnicity,Ethnicity aspects,true
C0051696,AMLODIPINE,Amlodipine,true
C1533020,"Hispanic, white",Hispanic white finding,false
C1533021,"Hispanic, white",Hispanic white racial group,false
C0021966,I-,Iodides,true
C0065374,Lysinopril,Lisinopril,true
C0221138,I NOS,Blood group antibody I,false
C0013621,Education,Knowledge acquisition,true
C0013622,education,Educational aspects,true
C0013658,"Education, NOS",Educational Status,true
C0039401,Education,Educational process of instructing,true
C0001779,AGE,Age,false
C2347634,Mean,Population Mean,false
C0444504,Mean,Statistical mean,false
C2348143,Mean,Sample Mean,false
C1514756,RECEIVING,Receive,false
C0003364,anti hypertensive,Antihypertensive Agents,true
C0001779,AGE,Age,false
C1514721,Range,Range,false
C2348147,Range,Sample Range,false
C3542016,Range,Concept model range (foundation metadata concept),false
C0087111,Treatment,Therapeutic procedure,true
C0039798,treatment,therapeutic aspects,true
C1522326,Treatment,Treating,false
C1533734,Treatment,Administration procedure,false
C1705169,Treatment,Biomaterial Treatment,false
C3538994,TREATMENT,Treatment Epoch,false
C3887704,treatment,treatment - ActInformationManagementReason,false
C0015031,Ethnicity,Ethnic group,true
C0243103,ethnicity,Ethnicity aspects,true
C0428886,blood Pressure mean,Mean blood pressure,true
C0439475,mmHG,mmHg,false
C1522326,Treated,Treating,false
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C1533020,"Hispanic, white",Hispanic white finding,false
C1533021,"Hispanic, white",Hispanic white racial group,false
C0332155,untreated,Did not receive therapy or drug for,false
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0013621,Education,Knowledge acquisition,true
C0013622,education,Educational aspects,true
C0013658,"Education, NOS",Educational Status,true
C0039401,Education,Educational process of instructing,true
C1514756,RECEIVING,Receive,false
C0003364,anti hypertensive,Antihypertensive Agents,true
C0035648,Risk Factors,risk factors,true
C1553898,risk factors,risk factors - observation list,false
C0087111,Treatment,Therapeutic procedure,true
C0039798,treatment,therapeutic aspects,true
C1522326,Treatment,Treating,false
C1533734,Treatment,Administration procedure,false
C1705169,Treatment,Biomaterial Treatment,false
C3538994,TREATMENT,Treatment Epoch,false
C3887704,treatment,treatment - ActInformationManagementReason,false
C0337667,Cigarette Smoker,Cigarette smoker (finding),false
C0439475,mmHG,mmHg,false
C0428886,blood Pressure mean,Mean blood pressure,true
C0333482,Atherosclerotic,atherosclerotic,false
C1522326,Treated,Treating,false
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0019664,History,History,true
C0019665,history,Historical aspects qualifier,true
C0262512,"History, NOS",History of present illness,false
C0262926,History,Medical History,false
C1705255,History,Concept History,false
C2004062,History,History of previous events,false
C0038454,STROKE,Cerebrovascular accident,true
C4554100,Stroke,"Stroke, CTCAE",false
C0332155,untreated,Did not receive therapy or drug for,false
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0019664,History,History,true
C0019665,history,Historical aspects qualifier,true
C0262512,"History, NOS",History of present illness,false
C1705255,History,Concept History,false
C2004062,History,History of previous events,false
C0262926,History,Medical History,false
C0581603,Revascularization,Revascularization - action,false
C0035648,Risk Factors,risk factors,true
C1553898,risk factors,risk factors - observation list,false
C0333482,Atherosclerotic,atherosclerotic,false
C0007222,"CVD, NOS",Cardiovascular Diseases,true
C0337667,Cigarette Smoker,Cigarette smoker (finding),false
C0041696,Major Depression,Unipolar Depression,true
C1269683,MAJOR DEPRESSION,Major Depressive Disorder,true
C0333482,Atherosclerotic,atherosclerotic,false
C0520888,T Wave Inversion,Inverted T wave,false
C0019664,History,History,true
C0019665,history,Historical aspects qualifier,true
C0262512,"History, NOS",History of present illness,false
C0262926,History,Medical History,false
C1705255,History,Concept History,false
C2004062,History,History of previous events,false
C0038454,STROKE,Cerebrovascular accident,true
C4554100,Stroke,"Stroke, CTCAE",false
C0149721,LVH,Left Ventricular Hypertrophy,true
C0013798,Electrocardiogram,Electrocardiogram,true
C1547122,Electro-Cardiogram,Electro-Cardiogram,false
C1623258,Electrocardiogram,Electrocardiography,true
C0019664,History,History,true
C0019665,history,Historical aspects qualifier,true
C0262512,"History, NOS",History of present illness,false
C0262926,History,Medical History,false
C1705255,History,Concept History,false
C2004062,History,History of previous events,false
C0149721,LVH,Left Ventricular Hypertrophy,true
C0013516,Echocardiogram,Echocardiography,true
C2243117,Echocardiogram,Echocardiogram (image),false
C0581603,Revascularization,Revascularization - action,false
C0333482,Atherosclerotic,atherosclerotic,false
C0007222,"CVD, NOS",Cardiovascular Diseases,true
C0019664,History,History,true
C0019665,history,Historical aspects qualifier,true
C0262512,"History, NOS",History of present illness,false
C0262926,History,Medical History,false
C1705255,History,Concept History,false
C2004062,History,History of previous events,false
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C0041696,Major Depression,Unipolar Depression,true
C1269683,MAJOR DEPRESSION,Major Depressive Disorder,true
C0005893,Body mass index,Body mass index procedure,false
C2699239,SD,"SD, Rat Strain",false
C0578022,Body Mass Index,Finding of body mass index,false
C1305855,BODY MASS INDEX,Body mass index,true
C0520888,T Wave Inversion,Inverted T wave,false
C0240320,MEDICATION USE,medication use,false
C0004057,ASPIRIN,Aspirin,true
C0013798,Electrocardiogram,Electrocardiogram,true
C1547122,Electro-Cardiogram,Electro-Cardiogram,false
C1623258,Electrocardiogram,Electrocardiography,true
C0149721,LVH,Left Ventricular Hypertrophy,true
C0014939,"Oestrogen, NOS",Estrogens,true
C0242297,Supplementation,Dietary Supplementation,false
C2936882,Estrogen,Estrogen [EPC],false
C4542544,Estrogen,Estrogen (disposition),false
C0149721,LVH,Left Ventricular Hypertrophy,true
C0013516,Echocardiogram,Echocardiography,true
C2243117,Echocardiogram,Echocardiogram (image),false
C0043210,Women,Woman,true
C0019664,History,History,true
C0019665,history,Historical aspects qualifier,true
C0262512,"History, NOS",History of present illness,false
C0262926,History,Medical History,false
C1705255,History,Concept History,false
C2004062,History,History of previous events,false
C0168634,baseline,BaseLine dental cement,true
C1442488,Baseline,Baseline,false
C1997894,Trial participant,Clinical trial participant (person),false
C2242969,Trial participant,clinical trial participant (history),false
C0005893,Body mass index,Body mass index procedure,false
C2699239,SD,"SD, Rat Strain",false
C0578022,Body Mass Index,Finding of body mass index,false
C1305855,BODY MASS INDEX,Body mass index,true
C0030705,Patients,Patients,true
C0332293,Treated with,Treated with,false
C0126174,LOSARTAN,Losartan,true
C0240320,MEDICATION USE,medication use,false
C0030705,Patients,Patients,true
C0332293,Treated with,Treated with,false
C0004057,ASPIRIN,Aspirin,true
C1424250,AII,NLRP3 gene,false
C0030705,Patients,Patients,true
C2698414,AII,NLRP3 wt Allele,false
C0014939,"Oestrogen, NOS",Estrogens,true
C0242297,Supplementation,Dietary Supplementation,false
C2936882,Estrogen,Estrogen [EPC],false
C4542544,Estrogen,Estrogen (disposition),false
C0001779,AGE,Age,false
C0043210,Women,Woman,true
C0043210,Women,Woman,true
C1997894,Trial participant,Clinical trial participant (person),false
C2242969,Trial participant,clinical trial participant (history),false
C0015031,Ethnicity,Ethnic group,true
C0243103,ethnicity,Ethnicity aspects,true
C0030705,Patients,Patients,true
C0332293,Treated with,Treated with,false
C0126174,LOSARTAN,Losartan,true
C0332293,Treated with,Treated with,false
C0030705,Patients,Patients,true
C0022718,KG,Kyrgyzstan,true
C0439209,kg,Kilogram,false
C4054209,/kg,Per Kilogram,false
C0030705,Patients,Patients,true
C2698414,AII,NLRP3 wt Allele,false
C1424250,AII,NLRP3 gene,false
C2349943,Ms.,Ms. - Title,false
C3539704,MS,MTR wt Allele,false
C3713294,MS,"MTR protein, human",true
C0001779,AGE,Age,false
C4330985,/mm,Per Millimeter,false
C4554674,MM,MM genotype,false
C0043210,Women,Woman,true
C3173209,Current smoker,Current smoker:Finding:Point in time:^Patient:Ordinal,false
C3241966,Current Smoker,Current Smoker,false
C0015031,Ethnicity,Ethnic group,true
C0243103,ethnicity,Ethnicity aspects,true
C0344434,Atrial Fibrillation,Atrial Fibrillation by ECG Finding,false
C0004238,ATRIAL FIBRILLATION,Atrial Fibrillation,true
C1963067,Atrial fibrillation,"Atrial Fibrillation, CTCAE",false
C0745133,isolated systolic hypertension,isolated systolic hypertension,false
C0022718,KG,Kyrgyzstan,true
C0439209,kg,Kilogram,false
C4054209,/kg,Per Kilogram,false
C0011847,Diabetes,Diabetes,false
C0011849,Diabetes,Diabetes Mellitus,true
C2349943,Ms.,Ms. - Title,false
C3539704,MS,MTR wt Allele,false
