,descriptor,terms
456,measures,% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr-n nmbr-( % ) nmbr - nmbr-n nmbr-% nmbr - nmbr-% nmbr - nmbr
457,characteristic_name,"region enrollment-region enrollment-region enrollment-region enrollment-region enrollment-region enrollment-region enrollment-region enrollment-region enrollment-region enrollment-region enrollment-age , yrs-age , yrs-age , yrs-bmi , kg / mnmbr-bmi , kg / mnmbr-bmi , kg / mnmbr-female-female-female-diabetes-diabetes-diabetes-history mi-history mi-history mi-history cerebrovascular disease-history cerebrovascular disease-history cerebrovascular disease-history stroke-history stroke-history stroke-history hypertension-history hypertension-history hypertension-history pad-history pad-history pad-history impaired renal function-history impaired renal function-history impaired renal function-history hf-history hf-history hf-previous coronary revascularization-previous coronary revascularization-previous coronary revascularization-hf lvef < nmbr % associated index event-hf lvef < nmbr % associated index event-hf lvef < nmbr % associated index event-index acs event-index acs event-index acs event-index acs event-index acs event-index acs event-index acs event-index acs event-index acs event-index acs event-index acs event-index acs event-index acs event-index acs event-index acs event-index acs event-selected baseline medications-selected baseline medications-selected baseline medications-selected baseline medications-selected baseline medications-selected baseline medications-selected baseline medications-selected baseline medications-selected baseline medications-selected baseline medications-selected baseline medications-selected baseline medications-selected baseline medications-selected baseline medications-selected baseline medications"
458,characteristic_level,asia / pacific-asia / pacific-eastern europe-eastern europe-north america-north america-south america-south america-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-western europe-type event-st - segment elevation mi-st - segment elevation mi-non - st - segment elevation mi-non - st - segment elevation mi-unstable angina-unstable angina-elevated cardiac markers-elevated cardiac markers-elevated cardiac markers-coronary angiography-coronary angiography-coronary angiography-use parenteral antithrombotic-use parenteral antithrombotic-use parenteral antithrombotic-ace inhibitors-ace inhibitors-ace inhibitors-angiotensin - receptor blocker-angiotensin - receptor blocker-angiotensin - receptor blocker-beta - blocker-beta - blocker-beta - blocker-statin-statin-statin-proton - pump inhibitor-proton - pump inhibitor-proton - pump inhibitor
460,measures,. patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events-no . patients / . events
463,arms,female subgroup-female subgroup-p value-female subgroup-female subgroup-p value-female subgroup-female subgroup-p value-female subgroup-female subgroup-p value-female subgroup-female subgroup-p value-female subgroup-female subgroup-p value-female subgroup-female subgroup-p value-female subgroup-female subgroup-p value-female subgroup-female subgroup-p value-female subgroup-female subgroup-p value-female subgroup-female subgroup-p value-female subgroup-female subgroup-p value-female subgroup-female subgroup-p value-female subgroup-female subgroup-p value-female subgroup-female subgroup-p value-female subgroup-female subgroup-p value
464,outcomes,nace ( primary endpoint )-nace ( primary endpoint )-nace ( primary endpoint )-macce-macce-macce-all - cause death-all - cause death-all - cause death-cardiac death-cardiac death-cardiac death-reinfarction-reinfarction-reinfarction-stroke-stroke-stroke-ischemic tvr-ischemic tvr-ischemic tvr-all bleeding-all bleeding-all bleeding-barc nmbr - nmbr-barc nmbr - nmbr-barc nmbr - nmbr-barc nmbr - nmbr-barc nmbr - nmbr-barc nmbr - nmbr-thrombocytopenia-thrombocytopenia-thrombocytopenia-stent thrombosis *-stent thrombosis *-stent thrombosis *-definite-definite-definite-probable-probable-probable-acute ( < nmbr hr )-acute ( < nmbr hr )-acute ( < nmbr hr )-subacute ( nmbr - nmbr days )-subacute ( nmbr - nmbr days )-subacute ( nmbr - nmbr days )
467,outcomes,"primary end point-primary end point-primary end point-primary end point-primary end point-primary end point-primary end point-primary end point-primary end point-stent thrombosis-stent thrombosis-stent thrombosis-stent thrombosis-stent thrombosis-stent thrombosis-stent thrombosis-stent thrombosis-stent thrombosis-mi-mi-mi-mi-mi-mi-mi-mi-mi-q wave mi-q wave mi-q wave mi-q wave mi-q wave mi-q wave mi-q wave mi-q wave mi-q wave mi-ischemia - driven revascularization-ischemia - driven revascularization-ischemia - driven revascularization-ischemia - driven revascularization-ischemia - driven revascularization-ischemia - driven revascularization-ischemia - driven revascularization-ischemia - driven revascularization-ischemia - driven revascularization-death cause-death cause-death cause-death cause-death cause-death cause-death cause-death cause-death cause-cv death-cv death-cv death-cv death-cv death-cv death-cv death-cv death-cv death-death stent thrombosis-death stent thrombosis-death stent thrombosis-death stent thrombosis-death stent thrombosis-death stent thrombosis-death stent thrombosis-death stent thrombosis-death stent thrombosis-death , q wave mi ischemia - driven revasc-death , q wave mi ischemia - driven revasc-death , q wave mi ischemia - driven revasc-death , q wave mi ischemia - driven revasc-death , q wave mi ischemia - driven revasc-death , q wave mi ischemia - driven revasc-death , q wave mi ischemia - driven revasc-death , q wave mi ischemia - driven revasc-death , q wave mi ischemia - driven revasc-primary + gusto severe bleeding-primary + gusto severe bleeding-primary + gusto severe bleeding-primary + gusto severe bleeding-primary + gusto severe bleeding-primary + gusto severe bleeding-primary + gusto severe bleeding-primary + gusto severe bleeding-primary + gusto severe bleeding-primary + gusto moderate severe bleeding-primary + gusto moderate severe bleeding-primary + gusto moderate severe bleeding-primary + gusto moderate severe bleeding-primary + gusto moderate severe bleeding-primary + gusto moderate severe bleeding-primary + gusto moderate severe bleeding-primary + gusto moderate severe bleeding-primary + gusto moderate severe bleeding"
469,characteristic_name,ethnic origin-ethnic origin-ethnic origin-ethnic origin-ethnic origin-ethnic origin-ethnic origin-ethnic origin-ethnic origin-ethnic origin-ethnic origin-ethnic origin-ethnic origin-ethnic origin-ethnic origin-ethnic origin-renal parameters-renal parameters-renal parameters-renal parameters-renal parameters-renal parameters-renal parameters-renal parameters-renal parameters-renal parameters-renal parameters-renal parameters-renal parameters-renal parameters-renal parameters-renal parameters-renal parameters-renal parameters-renal parameters-renal parameters-other risk factors-other risk factors-other risk factors-other risk factors-other risk factors-other risk factors-other risk factors-other risk factors-other risk factors-other risk factors-other risk factors-other risk factors-concomitant drug treatment-concomitant drug treatment-concomitant drug treatment-concomitant drug treatment-concomitant drug treatment-concomitant drug treatment-concomitant drug treatment-concomitant drug treatment-concomitant drug treatment-concomitant drug treatment-concomitant drug treatment-concomitant drug treatment-concomitant drug treatment-concomitant drug treatment-concomitant drug treatment-concomitant drug treatment
470,characteristic_level,"female-female-white-white-black-black-asian-asian-native american-native american-pacific islander-pacific islander-other-other-systolic blood pressure ( mm hg )-systolic blood pressure ( mm hg )-diastolic blood pressure ( mm hg )-diastolic blood pressure ( mm hg )-egfr ( ml / min / nmbr - nmbr mz )-egfr ( ml / min / nmbr - nmbr mz )-egfr < nmbr-egfr < nmbr-u » c » ( mg / g )-u » c » ( mg / g )-< nmbr-< nmbr-> nmbr < nmbr-> nmbr < nmbr-> nmbr-> nmbr-haemoglobin ( mmol / l )-haemoglobin ( mmol / l )-potassium ( mmol / l )-potassium ( mmol / l )-calcium ( mmol / l )-calcium ( mmol / l )-phosphate ( mmol / l )-phosphate ( mmol / l )-bmi ( kg / mnmbr )-bmi ( kg / mnmbr )-hba „ ( % )-hba „ ( % )-hba]c ( mmol / mol )-hba]c ( mmol / mol )-ldl cholesterol ( mmol / l )-ldl cholesterol ( mmol / l )-hdl cholesterol , ( mmol / l )-hdl cholesterol , ( mmol / l )-history cardiovascular disease-history cardiovascular disease-ace inhibitor-ace inhibitor-angiotensin receptor blocker-angiotensin receptor blocker-diuretic-diuretic-( nmbr blocker-( nmbr blocker-calcium - channel blocker-calcium - channel blocker-metformin-metformin-sulfonylurea-sulfonylurea-insulin-insulin-age ( years )-age ( years )"
471,arms,placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )-placebo ( n = nmbr )-aliskiren ( n = nmbr )
472,characteristic_name,albuminuria-albuminuria-albuminuria-albuminuria-albuminuria-albuminuria-albuminuria-albuminuria-albuminuria-albuminuria-albuminuria-egfr-egfr-egfr-egfr-egfr-egfr-egfr-egfr-egfr-egfr-egfr-egfr > nmbr ml / min / nmbr - nmbr mnmbr-egfr > nmbr ml / min / nmbr - nmbr mnmbr-egfr > nmbr ml / min / nmbr - nmbr mnmbr-egfr > nmbr ml / min / nmbr - nmbr mnmbr-egfr > nmbr ml / min / nmbr - nmbr mnmbr-egfr > nmbr ml / min / nmbr - nmbr mnmbr-egfr > nmbr ml / min / nmbr - nmbr mnmbr-egfr > nmbr ml / min / nmbr - nmbr mnmbr-egfr > nmbr ml / min / nmbr - nmbr mnmbr-egfr > nmbr ml / min / nmbr - nmbr mnmbr-egfr > nmbr ml / min / nmbr - nmbr mnmbr-egfr < nmbr ml / min / nmbr - nmbr mnmbr-egfr < nmbr ml / min / nmbr - nmbr mnmbr-egfr < nmbr ml / min / nmbr - nmbr mnmbr-egfr < nmbr ml / min / nmbr - nmbr mnmbr-egfr < nmbr ml / min / nmbr - nmbr mnmbr-egfr < nmbr ml / min / nmbr - nmbr mnmbr-egfr < nmbr ml / min / nmbr - nmbr mnmbr-egfr < nmbr ml / min / nmbr - nmbr mnmbr-egfr < nmbr ml / min / nmbr - nmbr mnmbr-egfr < nmbr ml / min / nmbr - nmbr mnmbr
474,measures,events-event rate-events-event rate-event rate-events-event rate-events-event rate-event rate-event rate-events-event rate-events-event rate-event rate-events-event rate-events-event rate-event rate-event rate-events-event rate-events-event rate-event rate-events-event rate-events-event rate-event rate-event rate-events-event rate-events-event rate-event rate-events-event rate-events-event rate-event rate-events-event rate-events-event rate-event rate-events-event rate-events-event rate-event rate-event rate
476,arms,aliskiren-placebo-placebo-placebo-aliskiren-placebo-placebo-aliskiren-placebo-placebo-placebo-aliskiren-placebo-placebo-aliskiren-placebo-placebo-placebo-aliskiren-placebo-placebo-aliskiren-placebo-placebo-placebo-aliskiren-placebo-placebo-aliskiren-placebo-placebo-aliskiren-placebo-placebo-placebo-aliskiren-placebo-placebo-aliskiren-placebo-placebo-placebo-aliskiren-placebo-placebo-aliskiren-placebo-placebo-placebo-aliskiren-placebo-placebo-aliskiren-placebo-placebo-placebo-aliskiren-placebo-placebo-aliskiren-placebo-placebo-placebo-aliskiren-placebo-placebo-aliskiren-placebo-placebo-placebo-aliskiren-placebo-placebo-aliskiren-placebo-placebo-placebo-aliskiren-placebo-placebo-aliskiren-placebo-placebo-placebo-aliskiren-placebo-placebo
477,characteristic_name,age ( years )-age ( years )-age ( years )-age ( years )-age ( years )-age ( years )-age ( years )-sex-sex-sex-sex-sex-sex-sex-bmi-bmi-bmi-bmi-bmi-bmi-bmi-systolic blood pressure ( mm hg )-systolic blood pressure ( mm hg )-systolic blood pressure ( mm hg )-systolic blood pressure ( mm hg )-systolic blood pressure ( mm hg )-systolic blood pressure ( mm hg )-systolic blood pressure ( mm hg )-systolic blood pressure ( mm hg )-systolic blood pressure ( mm hg )-systolic blood pressure ( mm hg )-serum potassium ( mmol / l )-serum potassium ( mmol / l )-serum potassium ( mmol / l )-serum potassium ( mmol / l )-serum potassium ( mmol / l )-serum potassium ( mmol / l )-serum potassium ( mmol / l )-cardiovascular disease history-cardiovascular disease history-cardiovascular disease history-cardiovascular disease history-cardiovascular disease history-cardiovascular disease history-cardiovascular disease history-loop diuretics-loop diuretics-loop diuretics-loop diuretics-loop diuretics-loop diuretics-loop diuretics-calcium - channel blockers-calcium - channel blockers-calcium - channel blockers-calcium - channel blockers-calcium - channel blockers-calcium - channel blockers-calcium - channel blockers-insulin-insulin-insulin-insulin-insulin-insulin-insulin-biguanides-biguanides-biguanides-biguanides-biguanides-biguanides-biguanides-sulfonylurea derivatives-sulfonylurea derivatives-sulfonylurea derivatives-sulfonylurea derivatives-sulfonylurea derivatives-sulfonylurea derivatives-sulfonylurea derivatives-statins-statins-statins-statins-statins-statins-statins
478,characteristic_level,< nmbr-< nmbr-< nmbr-< nmbr-> nmbr-> nmbr-> nmbr-male-male-male-male-female-female-female-< nmbr kg / mnmbr-< nmbr kg / mnmbr-< nmbr kg / mnmbr-< nmbr kg / mnmbr-> nmbr kg / mnmbr-> nmbr kg / mnmbr-> nmbr kg / mnmbr-< nmbr-< nmbr-< nmbr-< nmbr-nmbr - nmbr-nmbr - nmbr-nmbr - nmbr-> nmbr-> nmbr-> nmbr-< nmbr - nmbr-< nmbr - nmbr-< nmbr - nmbr-< nmbr - nmbr-> nmbr - nmbr-> nmbr - nmbr-> nmbr - nmbr-no-no-no-no-yes-yes-yes-no-no-no-no-yes-yes-yes-no-no-no-no-yes-yes-yes-no-no-no-no-yes-yes-yes-no-no-no-no-yes-yes-yes-no-no-no-no-yes-yes-yes-no-no-no-no-yes-yes-yes
480,characteristic_name,"race , n ( % )-race , n ( % )-race , n ( % )-race , n ( % )-race , n ( % )-race , n ( % )-race , n ( % )-race , n ( % )-region , n ( % )-region , n ( % )-region , n ( % )-region , n ( % )-region , n ( % )-region , n ( % )-region , n ( % )-region , n ( % )-region , n ( % )-region , n ( % )-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years-duration , mean ( sd ) , years"
