cluster,term
-1,"ischaemic , n ( % )"
-1,atenolol n = nmbr no . ( % )
-1,vascular disordersb
-1,"adjusted mean change from baseline ( nmbr % ci ) , % [mmol / mol]"
-1,< nmbr . nmbr mmol / liter triglyceride level
-1,previous myocardial infarction — no . ( % )
-1,"time since diagnosis of diabetesa , n ( % )"
-1,"fevnmbr / fvc , % , mean ( sd ) nmbr"
-1,> nmbr . nmbrmmol / l ( n = nmbr )
-1,"serum albumin , g / dl"
-1,"classification of af , no . ( % )"
-1,age at screening
-1,change in sbp ( nmbr months )
-1,bronchitis
-1,"left ventricular ef , mean ( sd ) , %"
-1,pdenmbr inhibitor monotherapy
-1,"ischemic heart disease , %"
-1,neither pbo + statin eze + statin
-1,impaired fasting glucose level ( n = nmbr )
-1,cancer ( n = nmbr )
-1,"selected clinical characteristics , n ( % )"
-1,lumbar spine
-1,reversibility of fevnmbr ( % )
-1,missing data — no . / total no . ( % )
-1,insulin ( pmol / l ) t vital signs
-1,glucose - lowering therapies
-1,baseline heart failure severity nyha class i
-1,selected baseline medications
-1,endovascular — no . ( % )
-1,"aspirin - erdp ( n = nmbr , nmbr )"
-1,previous treatment with tnf antagonist — no . ( % ) §
-1,zotarolimus - eluting
-1,change in nt - probnp at nmbr months ( log - transformed )
-1,low - molecular - weight
-1,"heart rate ( b . p . m . ) , mean ± sd"
-1,vorapaxar group ( n = nmbr )
-1,glucose test
-1,"number of concomitant aeds , n ( % )"
-1,mean number of exacerbations ( per patient - year [nmbr % ci] )
-1,use nmbr - asa compounds
-1,glycemic drugs
-1,balloon angioplasty — no . ( % )
-1,"prior history of cardiovascular disease , n ( % )"
-1,"accp bleeding risk at inclusion , no . ( % ) f"
-1,angina pectoris — no . ( % )
-1,history of systemic hypertension
-1,angiography — no . ( % )
-1,prasugrel
-1,cardiovascular disease
-1,prior congestive heart failure
-1,post - bronchodilator reversibility fevnmbr ( % ) mean ( sd )
-1,"diabetes therapy , n ( % )"
-1,low - dose aspirin use at baseline yes
-1,medication at enrollment — no . ( % )
-1,"age , yrs , median ( nmbrth , nmbrth )"
-1,no . of predictors of cardiovascular risk
-1,"mean ( s . d . ) free pcsknmbr , ng / ml"
-1,enrollment in lmwh
-1,coronary angiography during the index hospital stay
-1,primary pci ( n = nmbr )
-1,versus tiotropium + olodaterol nmbr . nmbr / nmbr pg
-1,long - acting or short - acting nitrates
-1,cardiovascular and respiratory
-1,hispanic ethnic group — no . ( % ) f
-1,"placebo , n ( rate )"
-1,"calcium antagonists , n ( % )"
-1,"egfr , ml / min / mnmbr"
-1,lipid lowering medication use
-1,"opg , ( ng / ml )"
-1,final timi flow
-1,"patient ' s global assessment of disease activity , mean ( sd )"
-1,with revascularisation
-1,antihypertensive medication or
-1,level nmbr immobility § | |
-1,"serum creatinine , limo nmbr nmbr"
-1,central / eastern europe / russia
-1,role physical
-1,"hbanmbrc category , n ( % )"
-1,not reported in ecrf
-1,"beta - blockers ( all ) , n ( % )"
-1,laba users
-1,creatinine clearance at admission ( ml / min )
-1,"egfr nmbr - nmbr ml / min / nmbr . nmbr mnmbr ( n = nmbr , nmbr )"
-1,other anticoagulant
-1,severe impairment ( < nmbr )
-1,pre - bronchodilator fevnmbr ( % predicted normal )
-1,insulin + oad
-1,clopidogrel ( n = nmbr )
-1,first - generation stentt
-1,"crp , mg / l : median ( range )"
-1,least square mean ( se )
-1,preoperative heart rate ( beats per minute )
-1,angiography during index hospitalization
-1,allhat - llt
-1,prior cardiovascular event — no . ( % ) - j -
-1,baseline killip class
-1,score on modified rankin scale — no . ( % ) §
-1,energy / fatigue
-1,atrial flutter
-1,subjects randomized
-1,active a
-1,rec . ischemia leading to hasp
-1,"history of cabg surgery , n ( % )"
-1,western europe and other
-1,qualifying mi type
-1,potassium - sparing at last follow - up
-1,"congestive heart failure , n ( % )"
-1,score distribution : < nmbr
-1,candesartan nmbr / nmbr
-1,planned treatment strategy
-1,/ ’ - valuenmbr ’
-1,parental history of myocardial infarction before nmbr yr of age ( % )
-1,"hbanmbrc distribution at baseline , n ( % )"
-1,change in haq - di ( mean ) t
-1,normoalbuminuria at baseline ( nmbr % of patients treated )
-1,previous deep - vein thrombosis or pulmonary embolism
-1,placebo mean ( n )
-1,previous coronary revascularization — no . ( % )
-1,medical history and risk factors — no . ( % )
-1,rankin grade
-1,previous heart failure
-1,ptca or pci
-1,inflammatory disease
-1,exacerbations
-1,statin ( open )
-1,glyburide ( n = nmbr )
-1,history of cardiovascular disease — no . ( % ) ^ |
-1,heart failure — no . ( % )
-1,normoglycemicnmbr
-1,"fevi , % predicted , mean ( sd ) nmbr"
-1,"cardiac failure , n ( % )"
-1,previous vascular disease
-1,"ethnic origin , n ( % )"
-1,abatacept monotherapy ( n = nmbr )
-1,"calcium channel antagonists , n ( % )"
-1,high potencyc
-1,ra symptom duration — year
-1,previous myocardial infarction ( % )
-1,post - bronchodilator fvc ( l ) a
-1,moderate risk
-1,< nmbr . nmbr mm hg diastolic blood pressure
-1,nmbr mg cohort
-1,"exercise times per week , ( minimum"
-1,other ( nmbr . nmbr % ) t
-1,"medical conditions , no . ( % )"
-1,"smoking status at screening , n ( % )"
-1,low - dose rivaroxaban + aspirin ( n / n )
-1,revascularization
-1,"hoehn and yahr stage ( range , nmbr - nmbr )"
-1,blood leukocyte count ( nmbr cells per l )
-1,low risk and fewer symptoms ( group a )
-1,alt and / or ast > nmbr times uln consecutive #
-1,nmbr yr km % ( n )
-1,history of symptomatic
-1,time of symptom onset to balloon inflation ( hrs )
-1,"statin potency stratum , n ( % )"
-1,no dysglycaemia or mets
-1,"weight $ nmbr . nmbr kg , < nmbr . nmbr kg , n"
-1,race or ethnic group
-1,moderate impairment ( nmbr to < nmbr )
-1,ascvd including tia
-1,receiving concomitant corticosteroids
-1,laba + ics ( free or fixed - dose combination )
-1,"fc - ldl - c , friedewald - calculated"
-1,egfr nmbr - nmbr ml / min / nmbr . nmbrmnmbr n = nmbr ( nmbr . nmbr % )
-1,"receptor blockers , n ( % ) baseline lipid and apolipoprotein levels"
-1,hyperkalemia ( > nmbr . nmbr meq / l )
-1,"region of enrollment , no . ( % )"
-1,mean score on haq - di §
-1,medications at randomization
-1,"nmbr , nmbr / nmbr , nmbr ( nmbr . nmbr )"
-1,history of cardiovascular disease
-1,> nmbr yr warfarin experience
-1,intervention in complex lesions
-1,"peak creatine kinase - mb , u / l"
-1,secondary ( change in total updrs score from baseline to final visit in phase nmbr )
-1,leflunomide ( mean dose : nmbr . nmbr mg / day )
-1,"antithrombotic agents , n ( % )"
-1,leisure
-1,angiotensin receptor blocker and / or ace
-1,"type of treatment , n ( % )"
-1,pancreatic cancer
-1,mean iglar dose ± sd ( u / day )
-1,int . p *
-1,hawaiian / pacific
-1,aspirin at any dose
-1,"baseline fpg ,"
-1,crp ( mg / l ) : < nmbr
-1,large - artery atherosclerosis
-1,antihyperglycemic medication usage
-1,carotid
-1,"western european includinq australia , israel , and south africa"
-1,"low density lipoprotein cholesterol , mg / dl * *"
-1,blood eosinophil count ( nmbr cells per l )
-1,egfr < nmbr ml / min / nmbr . nmbr mnmbr ( mdrd )
-1,placebo n = nmbr subjects
-1,treatment with candesartan
-1,hbanmbrc nmbr - < = nmbr %
-1,eze / simva nmbr / nmbr mg ( n = nmbr )
-1,pulmonary rales
-1,loop at last follow - up
-1,modified rankin scale score
-1,qualifying event — no . ( % )
-1,claudication ( fontaine class > nmbr )
-1,"steroid use at baseline , n ( % )"
-1,metabolic syndrome ( > nmbr of nmbr characteristics )
-1,killip class
-1,respiratory medication ( % )
-1,"concomitant lipid - lowering therapy , n ( % )"
-1,duration of tnmbrdm
-1,"egfr , ml min nmbr nmbr . nmbr m nmbr"
-1,smoking status ( % )
-1,bare - metal stent — no . ( % )
-1,rate / nmbr patient - years
-1,> nmbr servings / wk ( n = nmbr )
-1,key secondary end point : st
-1,no . of risk factors ( % ) | |
-1,"prior antihypertensive medication , n ( % )"
-1,mean yearly decline
-1,standard therapy
-1,"phosphorus , mmol nmbr nmbr"
-1,lipid levels — mg / dl
-1,"smoking habit , n ( % )"
-1,open triple ( n = nmbr )
-1,"no prior hf hospitalization ( n = nmbr , nmbr )"
-1,glyburide
-1,"mean ( sd ) extent of exposure , days"
-1,"triple therapy use at screening , n ( % )"
-1,europe nmbr ( n = nmbr )
-1,ankle - brachial index < nmbr . nmbr — no . ( % )
-1,number of subjects
-1,fasting insulin
-1,ace - i or arb use
-1,pfo closure group ( n = nmbr )
-1,"median ( qnmbr : qnmbr ) duration of insulin use , years"
-1,control group ( n = nmbr )
-1,normal troponin
-1,ind / glynmbr / nmbr pg o . d . n = nmbr
-1,traditional chinese medicine for respiratory disease — no . ( % )
-1,"baseline copd exacerbation history , * n ( % )"
-1,european union
-1,blood pressure - lowering treatment
-1,ezetimibe
-1,fish oil
-1,cardiovascular inclusion criteriat
-1,median duration of study - drug administration
-1,psoriasis body surface area > nmbr %
-1,exenatide
-1,cardiovascular risk factors — no . / total no . ( % )
-1,( nmbr % ci ) p value
-1,time from symptom onset to randomization
-1,percentage difference ( nmbr % cl )
-1,"fpg ( mmol / l ) , mean ( sd ) 、"
-1,apo anmbr ( g / l )
-1,fibrinolysis ( n = nmbr )
-1,ticagrelor nmbr mg vs . placebo hr ( nmbr % ci )
-1,combined n = nmbr
-1,simplified disease activity index
-1,ratio of ldl to hdl
-1,st ( arc definite only )
-1,"duration of diabetes mellitus , y"
-1,"sex , male / female , %"
-1,"total study population ( n = nmbr , nmbr )"
-1,sita / pio nmbr / nmbr
-1,blood eosinophils count
-1,who / idf ifg
-1,cardiovascular history 一 no . ( % )
-1,ace inhibitor at last follow - up
-1,"prior cardiac surgery , n ( % )"
-1,"ischemic aetiology , n ( % )"
-1,placebo nmbr year km ( % )
-1,vorapaxar n = nmbr
-1,"postmenopausal , never or past hormone therapy use"
-1,"difference vs placebo , % [nmbr % cl] , p"
-1,urinary albumin - to - creatinine ratio^
-1,percent change
-1,standard care ( n = nmbr )
-1,"cerebrovascular disorders , n ( % )"
-1,ace inhibitor — no . ( % )
-1,location of treatment center
-1,indacaterol nmbr ug ( n = nmbr )
-1,history of peripheral arterial disease ( % )
-1,"creatinine , mean ( sd ) , mg / dl"
-1,sfnmbr - pcs
-1,randomization groups nmbr and nmbr
-1,"presence of honeycombing , nmbr n ( % )"
-1,very severe n z nmbr
-1,years since pah diagnosis
-1,partial mayo score $ | |
-1,rosuvastain + fenofibric acid nmbr = nmbr
-1,severity n ( % )
-1,history of hypercholesterolemia
-1,> nmbr years education
-1,"angiographic complications , site - reported — no . / total no . ( % )"
-1,acute coronary syndrome nmbr
-1,"asastoppedat randomization , n"
-1,"mean blood pressure , mmhg ( s . d . j"
-1,baseline lipids ; mean ± sd ( mmol / l )
-1,philippines
-1,"active cancer at randomization , n ( % )"
-1,"current ( , nmbr cigs / day )"
-1,aspirin and ppi
-1,screening % reversibility fevnmbr
-1,prior pci or cabg surgery
-1,lower - limb arterial — no . ( % )
-1,baseline disease and quality - of - life scores
-1,"index event , %"
-1,endoscopy subscore
-1,intended clopidogrel dose nmbr mg
-1,placebo + mtx
-1,celecoxib ( n = nmbr )
-1,oral hypoglycemic agent
-1,"death , mi , idr , or st"
-1,unacceptable adverse events
-1,tolal choleslerol - lo - hdl choleslerol ralio
-1,median ( days )
-1,ldl particle size ( week nmbr )
-1,gold nmbr groups
-1,parameter
-1,vascular intervention
-1,anmbr + ezio anmbr ( n = nmbr ) ( n = nmbr )
-1,amlodipine / vaisartan ( n = nmbr )
-1,ldl cholesterol — mg / dl | |
-1,"week nmbr ( geometric mean , cv )"
-1,triglycerides ( week nmbr ) a
-1,cause of heart failure
-1,copd or asthma
-1,latin and north america
-1,comorbid diseasesa diabetesb
-1,cardiac rhythm
-1,proactive intervention ( n = nmbra )
-1,nmbr = minor symptoms ; no limitations
-1,"patients ' characteristics age ( years ) , mean + sd"
-1,"history of hypercholesterolemia , n ( % )"
-1,"acc / aha lesion class bnmbr or c , n ( % )"
-1,enact - nmbr trial
-1,fasting insulin — / tiu / ml §
-1,"biomarker low ( periostin < nmbr ng / ml or blood eosinophils < nmbr cells per pl ) , na"
-1,"age , mean years , [sd]"
-1,lipoprotein ( a ) ( mg / dl )
-1,any pulmonary medication
-1,non - study ppi use
-1,> nmbr : obese class iii
-1,acute dvt study
-1,high subgroup
-1,"mean ( sd ) body mass index , kg / mnmbr"
-1,diuretic drugs
-1,gallbladder - related aes
-1,rivastigmine ( n = nmbr )
-1,vitamin e
-1,jvp > nmbrcm
-1,family history of venous thromboembolism ( % )
-1,post - bronchodilator fevnmbr ( % predicted * )
-1,creatinine clearance by c - g ( ml / min )
-1,associated with hiv infection
-1,muscle spasms
-1,copd severity ( gold stage )
-1,rivaroxaban nmbr mg
-1,baseline cardiac biomarkers elevated
-1,mental component score ( mcs )
-1,combined end points
-1,"death , large mi"
-1,"race , white , n ( % )"
-1,elevated tg
-1,"baseline scales , median ( range )"
-1,"formal education , years"
-1,tiotropium nmbr gg qd
-1,thrombocytopenia
-1,presence of mets
-1,treatment at randomization — no . ( % )
-1,other biologic agent
-1,hdl < nmbr / nmbr mg / dl ( nmbr . nmbr / nmbr . nmbr mmol / l ) for men / women
-1,baseline systolic bp
-1,angina class iii or iv prior myocardial infarction
-1,mucolytic agent
-1,acenocoumaroi
-1,multiple
-1,emotional well - being
-1,nmbr ( fevnmbr < nmbr % pred )
-1,rec . ischemia due worsening angina
-1,current ( nmbr + cigs / day )
-1,prior surgery : no
-1,carotid stenosis
-1,"smoking history , pack - years , mean ( sd )"
-1,ever smoked ( current / former )
-1,"estimated gfr , ml min - nmbr nmbr . nmbr m - nmbr ( sd ) a"
-1,"isolated systolic hypertension , n ( % ) “"
-1,feno placebo ( lsm )
-1,no . of prior tnfi
-1,non - fatal myocardial infarction
-1,"involved intestinal area , n ( % )"
-1,normal fasting glucose level ( n = nmbr )
-1,saxa + dapa + met n = nmbr
-1,joint damage outcomes ( mitt population )
-1,discontinuations teaes
-1,aldosterone inhibitor
-1,adverse outcome
-1,etoricoxib nmbr mg n = nmbr n ( % )
-1,asia - pacific hr ( nmbr % cl )
-1,left bundle - branch block
-1,any prior anti - tnf treatment failure
-1,pioglitazone pts / n ( % )
-1,central / eastern europe and russia hr ( nmbr % cl )
-1,copd - rosuvastatin ( n = nmbr )
-1,abatacept / open - label abatacept
-1,nonblack race — no . ( % ) - j -
-1,prior ischemic stroke
-1,"ff / vi nmbr / nmbr gg ( n = nmbr , nmbr )"
-1,baseline nihss score ( % ) #
-1,free fatty acids ( mmol / l )
-1,laba or lama ’ versus ind / gly lsm difference ( nmbr % cl )
-1,change from baseline in hbanmbrc ( % )
-1,aspirin group ( n = nmbr nmbr ) ( nmbr nmbr person years )
-1,angiogenin ( ng / ml )
-1,weight ; mean ± sd ( kg )
-1,"race / ethnicity , %"
-1,etanercept ( n = nmbr )
-1,serum creatinine — pmol / liter
-1,prior carotid intervention
-1,abx - facil . pci
-1,antiplatelet — no . / total no . ( % )
-1,"other lipid - modifying drug use at study entry , n ( % )"
-1,without dm ( n = nmbrinmbr * )
-1,potassium
-1,difference ( tiotropium - placebo ) ml ( nmbr % ci )
-1,any relevant infarct
-1,"baricitinib , nmbr mg daily ( n = nmbr )"
-1,ls mean % change from baseline _ se
-1,established ascvd or > nmbr cv risk factors
-1,"fasting plasma glucose , mg / dl , mean ( sd ) b"
-1,enmbr + anmbr -
-1,filtration rate nmbr - nmbr
-1,placebo secukinumab nmbr mg
-1,sf - nmbr physical component summaryjj
-1,angiographic data
-1,community hospital ( % )
-1,death or absolute fvc decrease > nmbr %
-1,indacaterol nmbr mg[n z nmbr]
-1,other statin
-1,"median ( iqr ) age , years"
-1,estimated glomerular filtration rate < nmbr ml / min / nmbr . nmbr mnmbr : i : §
-1,"homa_ % b tx difference vs pbo , median change from baseline ( se ) nmbr"
-1,tim nmbr nsk score
-1,indication for pci
-1,"percutaneous coronary intervention or coronary artery bypass graft surgery , n ( % )"
-1,"nmbr - aminosalicylates ’ i "" i ‘"
-1,native latin
-1,"left atrial diameter , mm ( sd )"
-1,patient history of disease
-1,copd severity : severe / very severe
-1,"mean platelet volume , fl"
-1,"in ibdq total score at week nmbr , mean [se]"
-1,baseline ezetimibe usec
-1,"ics use at screening , n ( % )"
-1,"mdi / hfa , n"
-1,moderate or severe exacerbations in the previous year ( range )
-1,mixed chronic bronchitis and emphysema
-1,"triple - vessel disease , n ( % )"
-1,"mean ( sd ) crp , mg / l *"
-1,epa / aa ratio
-1,one or more requiring hospitalization in nmbr mo before screening — no . ( % ) nmbr
-1,"health state index score , uk algorithm"
-1,"time from onset of pain to randomization , median ( iqr ) , h"
-1,"homajr tx difference vs pbo , median change from baseline ( se ) nmbr lipid parameters"
-1,"ticagrelor , nmbr mg ( n = nmbr )"
-1,dpp - nmbr inhibitor therapy
-1,median cardiac troponin t ( iqr ) — pg / ml
-1,> nmbr ( ml ) additional angiography
-1,sbp < nmbr mmhg and dbp < nmbr mmhg
-1,insulin and oral hypoglycemic drugs
-1,other antiplatelet
-1,use of ics
-1,"mean hscrp , mg / l ( sd )"
-1,carotid revascularization
-1,"time from onset to randomization , h , mean ± sd"
-1,beta - adrenergic blocker
-1,class l / ll heart failure
-1,rerandomization to placebo ( n = nmbr ) f
-1,triglycerides > nmbr mg / dl
-1,history of cabg surgery
-1,vomiting
-1,thoracic cage fractures
-1,baseline sgrq score
-1,usa and canada
-1,obesity ( body mass index > nmbr kg / mnmbr )
-1,clopidogrel plus aspirin ( n = nmbr )
-1,"intent of early invasive strategy , %"
-1,"mean fevnmbr , l ( sd )"
-1,heavy calcification
-1,"cardiovascular medications , %"
-1,only peripheral artery disease
-1,inhaled anticholinergic §
-1,nmbr - h plasma glucose during ogtt ( mmol / l )
-1,"uacra , mg / g , n ( % )"
-1,western europe and israel
-1,sglt - nmbr inhibitors^
-1,myocardial infarction — no . ( % )
-1,united states
-1,"number of antidiabetes drugs at screening , n ( % )"
-1,"any type , according to daily dose * *"
-1,glucocorticoids plus immunosuppressive agents
-1,"left anterior descending artery , n ( % )"
