,descriptor,terms
200,arms,"etanercept ( n = nmbr )-etanercept ( n = nmbr ) ""-placebo ( n = nmbr )"
201,characteristic_name,"intestinal area involved , n ( % ) $ ""-concomitant medication , n ( % )-antibodies infliximab , n ( % ) * *-intestinal area involved , n ( % ) $"
202,arms,"adalimumab group ( n = nmbr ) ""-adalimumab group ( n = nmbr ) t-placebo group ( n = nmbr )"
203,other,"atorvastatin factorial study-pooled simvastatin factorial studies-pooled simvastatin factorial studies """
204,arms,"simvastatin monotherapy ( n = nmbr , nmbr * )-ezetimibe + simvastatin ( n = nmbr * )-ezetimibe nmbr mg ( n = nmbr * ) ""-ezetimibe nmbr mg ( n = nmbr * )-placebo ( n = nmbr * )-ezetimibe + simvastatin ( n = nmbr , nmbr * )-atorvastatin monotherapy ( n = nmbr * )"
206,characteristic_name,"major risk factors-blood pressure control ""-previous vascular disease-blood pressure control"
207,characteristic_level,"serum creatinine ( pmol / l ) , mean ( sd )-history currently treated hypertension , n ( % )-history macroalbuminuriat , n ( % )-serum hdl cholesterol ( mmol / l ) , mean ( sd )-current smokers , n ( % )-serum total cholesterol ( mmol / l ) , mean ( sd )-diastolic blood pressure ( mm hg ) , mean ( sd )-urinary albumin : creatinine ratio ( pg / mg ) , median ( iqr )-history microvascular eye disease < u + nmbrc > , n ( % )-history myocardial infarction , n ( % )-history major macrovascular disease , n ( % )-microalbuminuria , n ( % )-body - mass index ( kg / mnmbr ) , mean ( sd )-history stroke , n ( % )-systolic blood pressure ( mm hg ) , mean ( sd )-serum haemoglobin anmbrc concentration ( % ) , mean ( sd )-diastolic blood pressure ( mm hg ) , mean ( sd ) ""-history major microvascular disease , n ( % )"
208,other,"randomised treatment-randomised treatment """
209,arms,"placebo ( n = nmbr ) ""-active ( n = nmbr )-placebo ( n = nmbr )"
210,characteristic_name,"treatment anti - platelet drugs-sbp ( mm hg )-treatment statins-history hypertension *-treatment open - label perindopril ""-treatment bp lowering drugs-history macrovascular disease-hbanmbrc ( % )-sex-age ( years )-treatment open - label perindopril-history microvascular disease"
211,characteristic_level,"^nmbr - nmbr-men-women-> nmbr - nmbr-< nmbr-no-yes ""-yes-> nmbr-combined macro + micro"
212,measures,"relative risk reduction ( nmbr % cl )-number ( % ) patients event ""-number ( % ) patients event"
213,arms,"placebo ( n = nmbr ) ""-pctindopnl - indapamide ( n = nmbr )-placebo ( n = nmbr )"
214,arms,"rosuvastatin ""-rosuvastatin-placebo"
215,measures,"( n = nmbr )-( n = nmbr ) """
216,characteristic_name,"anticoagulants-age-previous myocardial infarction-bmi-previous hypertension-cardiac rhythm-cardiac rhythm ""-systolic blood pressure"
217,characteristic_level,"atrial fibrillation ldl cholesterol level-> nmbr mm hg-< nmbr-> nmbr . nmbr pmol / liter hscrp level-no-> nmbr . nmbr mmol / liter-> nmbr . nmbr mmol / liter ""-< nmbr . nmbr mmol / liter triglyceride level-male nyha class-< nmbr . nmbr bpm-> nmbr yr sex-< nmbr . nmbr mg / liter-iii iv ejection fraction-> nmbr . nmbr mg / liter antiplatelet agents-> nmbr . nmbr mm hg-> nmbr-< nmbr ml / min / nmbr . nmbr mnmbr nt - pro - bnp-< nmbr . nmbr mmol / liter estimated gfr-> nmbr . nmbr hdl cholesterol level-> nmbr ml / min / nmbr . nmbr mnmbr-female-< nmbr . nmbr mm hg diastolic blood pressure-all patients-> nmbr . nmbr bpm current smoker-no diabetes-yes-ii-< nmbr yr-< nmbr mm hg heart rate-sinus rhythm-< nmbr . nmbr mmol / liter apob : apoa - l ratio-> nmbr . nmbr-yes previous revascularization-< nmbr . nmbr-< nmbr . nmbr pmol / liter"
218,arms,"placebo . events / .-rosuvastatin patients ( rate ) ""-rosuvastatin patients ( rate )"
219,characteristic_name,"race ethnicity , n ( % )-race ethnicity , n ( % ) """
220,characteristic_level,"phosphorus , mmol nmbr nmbr-systolic bp , mm hg-white-triglycerides , mmoltnmbr ( gm * )-age , years-egfr , ml min nmbr nmbr . nmbr nmbr-serum creatinine , limo nmbr nmbr-hispanic-female , n ( % )-other ""-uacr , mgg nmbr ( gm )-asian-black-calcium , mmol nmbr nmbr-hemoglobin , g nmbr nmbr-serum albumin , g nmbr nmbr-other-diastolic bp , mm hg-male , n ( % )"
221,characteristic_level,"baseline hb < nmbr g nmbr nmbr n = nmbr ""-baseline hb nmbrg nmbr n = nmbr-combined n = nmbr-baseline hb < nmbr g nmbr nmbr n = nmbr"
222,arms,"losartan n = nmbr-nmbr placebo n = nmbr-placebo n = nmbr-nmbr placebo n = nmbr """
223,outcomes,"esrd ""-esrd-esrd death"
224,characteristic_level,"cox bsl onlyc-cox bsl + yr nmbr hbd ""-cox bsl + yr nmbr hbd"
226,measures,"k ( rate )-n ""-n"
227,characteristic_name,"age-age """
228,characteristic_level,"tg , median ( interquartile range )-mean ( sd ) , y-bmi indicates body mass index ; sbp , systolic blood pressure ; dbp , lipoprotein ( ) . ldl - c calculated friedewald formula . ' hypertension diabetes based physician diagnosis . ! smoker includes current past smokers .-smoker , ! n ( % )-tc , mean ( sd )-< nmbr , n ( % )-hdl - c , mean ( sd )-ldl - c , mean ( sd ) ""-diabetes , * n ( % )-lp ( ) , mean ( sd )-dbp , mean ( sd ) , mm hg-hypertension , * n ( % )-drinking , n ( % ) lipid values , mmol / l-bmi , mean ( sd ) , kg / mnmbr-> nmbr , n ( % )-ldl - c , mean ( sd )-sbp , mean ( sd ) , mm hg"
229,characteristic_level,"men , total ( n = nmbr ) ""-men , total ( n = nmbr )-women"
230,arms,"diet ( n = nmbr )-total ( n = nmbr ) ""-diet - - pravastatin ( n = nmbr )-total ( n = nmbr )"
231,outcomes,"total mortality-chd + cerebrovascular disease men nmbr / nmbr ( nmbr . nmbr )-stroke-total mortality """
232,characteristic_level,"nmbr / nmbr ( nmbr . nmbr )-nmbr / nmbr ( nmbr . nmbr ) """
234,outcomes,"total mortality-chd + cerebral infarction-stroke ""-stroke"
235,characteristic_level,"""-all-> nmbr years-> nmbr years nmbr / nmbr ( nmbr . nmbr )"
236,measures,"incidence rate . ( / nmbrperson - years ) ""-p value f-hazard ratiof ( nmbr % ci )-incidence rate . ( / nmbrperson - years )"
237,arms,"diet-diet ""-diet + pravastatin"
238,characteristic_name,"serum cholesterol , mg / dld-blood pressure , mmhg-sex , . ( % )-laboratory variables-race ethnic group , . ( % ) ""-known duration diabetes , yr-medical history , . ( % )-race ethnic group , . ( % )"
239,characteristic_level,"glomerular filtration rate , nmbr ml / min / nmbr . nmbr mnmbr-urinary albumin / creatinine ratio , median mg / g ( range )-serum triglycerides , mg / dle-hemoglobin , g / dlf-myocardial infarction-lipid disorder-white-total-neuropathy-diastolic-hispanic-systolic-serum creatinine , mg / dlb-retinopathy-amputation-hdl-asian-female-black-serum albumin , g / dl-use antihypertensive drugs-hispanic ""-age , yr-< nmbr yr-coronary revascularization procedure-glycosylated hemoglobin , %-other-current smoking-stroke-male-ldl-> nmbr yr-angina pectoris-not available-body mass indexnmbr"
241,arms,"ii ( n = nmbr )-id ( n = nmbr )-id ( n = nmbr ) ""-dd ( n = nmbr )"
242,outcomes,"death ""-death-esrd-doubling serum creatinine-esrd death"
243,characteristic_level,"dd-ii-id ""-id-composite endpoint doubling serum creatinine , esrd ,"
245,characteristic_name,"time since diagnosis diabetes-time since diagnosis diabetes """
246,characteristic_level,"> nmbr years-bmi ( kg / mnmbr )-calcium supplements-age ( years )-fasting plasma glucose ( mg / dl )-n-fasting plasma glucose ( mg / dl ) ""-thiazide diuretics-glucocorticoids *-anmbrc ( % )-waist circumference ( cm )-systolic blood pressure ( mmhg )-fasting insulin ( pmol / l )-diastolic blood pressure ( mmhg )-< nmbr year-bisphosphonates-waist - - hip ratio-loop diuretics-postmenopausal-estrogen - containing hormones-nmbr - nmbr years"
247,characteristic_level,"women ""-men-women"
248,arms,"metformin-rosiglitazone-glyburide-metformin """
249,outcomes,"tibia fracture-fractures ( site specified )-radius fracture-lower limb fractures-number patients fractures-spinal fractures-skull , facial bone fractures-lower limb fracture-fibula fracture-upper limb fracture-foot fracture-ankle fracture-humerus fracture-hand fracture-wrist fracture-thoracic cage fractures-others ""-others-clavicle fracture-femur fracture-upper limb fractures-patella fracture-hip fracture"
250,arms,"metformin-rosiglitazone-glyburide-metformin """
251,measures,"( n = nmbr ,-( n = nmbr , """
252,measures,"py = nmbr . nmbr )-py = nmbr . nmbr ) """
253,measures,"py *-n ""-%-n"
254,outcomes,"tibia fracture-fractures ( site specified )-radius fracture-lower limb fractures-number patients fractures-forearm fracture-wrist fracture ""-spinal fractures-skull , facial bone fractures-lower limb fracture-fibula fracture-upper limb fracture-foot fracture-ankle fracture-humerus fracture-hand fracture-wrist fracture-thoracic cage fractures-pelvic fractures-others-clavicle fracture-femur fracture-upper limb fractures-patella fracture-hip fracture"
255,arms,"metformin-rosiglitazone-glyburide-metformin """
256,measures,"( n = nmbr ,-( n = nmbr , """
257,measures,"py = nmbr . nmbr )-py = nmbr ) ""-py = nmbr )"
258,measures,"py *-%-n-% """
259,characteristic_name,"severity hypertensionb-age category-diabetic status-prior treatment ""-sex-race-prior treatment"
260,characteristic_level,"diuretic-sitting pulse , bpma-white-p - blocker-diabetic-acei-< nmbr y-> nmbr y-ccb-less severe-female-arb-black-more severe-other-nondiabetic-msdbp , mm hga-diuretic ""-male-age , ya-mssbp , mm hga"
262,characteristic_name,"alcohol consumption ( % )-postmenopausal hormone use-smoking status ( % )-exercise ( % )-exercise ( % ) """
263,characteristic_level,"current ( nmbr + cigs / day )-bmi > nmbr kg / mnmbr ( % )-nmbr - nmbr / month-history hypertension ( % )-past-current ( , nmbr cigs / day )-> nmbr / day-current-nmbr - nmbr / week-mean ( sd ) age ( years )-postmenopausal-> nmbr / week-mean ( sd ) bmi ( kg / mnmbr )-, nmbr / week ""-rarely-, nmbr / week-never-history diabetes ( % )"
265,characteristic_level,"exercise ""-exercise-postmenopausal hormone use-bmi ( kg / mnmbr )-vitamin e-age ( years )-smoking status"
266,characteristic_name,"stratified analyses-stratified analyses """
268,characteristic_level,"prior mi-prior mi-prior mi """
269,measures,"n-death-non - fatal mi ""-non - fatal stroke-non - fatal mi-adverse outcome"
272,characteristic_name,"femoral neck-total body ( without head )-trochanter-one - third radius "" ; na-one - third radius-total hip-lumbar spine"
273,characteristic_level,"< nmbr yr since menopause-overall-> nmbr yr since menopause-> nmbr yr since menopause "" ; na"
274,arms,"denosumab ""-denosumab-placebo"
275,measures,"difference baselinea-difference placeboa-difference baselinea """
276,measures,"( ci ) b-ls mean-( ci ) b ""-p value c"
277,characteristic_name,"aspirin use ( > nmbr mg )-cardiac-diabetes therapy-cholesterol ( mg / dl )-carotid-cardiac "" ; na"
278,characteristic_level,"imt ( mm )-lv mass-insulin plus oral-lv ejection fraction "" ; na-lv ejection fraction-systolic blood pressure ( mm hg )-crp ( mg / dl ) * *-former-age ( years )-never-total-ale-egfr-gender , women n , % )-smoking-lifestyle-hdl-triglycerides ( mg / dl ) * *-plaque score ( nmbr - nmbr )-plaque ( n , % )-yes-oral hypoglycemics-lv mass index ( g / mnmbr - nmbr )-arterial area ( mmnmbr )-body mass index ( bmi ) , kg / mnmbr-ldl-waist ( cm )-non - hdl-insulin-diastolic blood pressure ( mm hg )-current"
280,measures,"group dif . ( nmbr )-group dif . ( nmbr ) ""-lvmi ( nmbr-imt ( nmbr )-aggressive ( nmbr )-p - val . ( nmbr )-standard ( nmbr )"
281,measures,"mean ( sd ) ""-mean ( sd )-n-inter ."
282,characteristic_level,"cerebral hemorrhage-unknown-unknown "" ; na-subarachnoid hemorrhage-cerebral thrombosis-cerebral embolism-tia"
283,characteristic_name,"sbp , mm hg-coronary artery disease-hdl cholesterol , mmol / l-hypertension-epa / aa ratio-aa , mol %-antihypertensive agents-smoker-age , y-dbp , mm hg-diabetes-antiplatelet agents-ldl cholesterol , mmol / l-stroke ""-stroke-male-triglyceride , mmol / l-total cholesterol , mmol / l-bmi , kg / mnmbr-epa , mol %-sbp indicates systolic blood pressure ; dbp , diastolic blood pressure ; aa , arachidonic acid ; epa , eicosapentaenoic acid . values age , bmi , total cholesterol , ldl cholesterol , hdl cholesterol , sbp , dbp , aa , epa , epa / aa ratio represent mean values represent median ( interquartile range ) . p values differences epa epa groups ."
284,characteristic_level,"secondary prevention subgroup-secondary prevention subgroup ""-primary prevention subgroup"
286,characteristic_name,"secondary prevention subgroup-secondary prevention subgroup ""-primary prevention subgroup"
288,characteristic_name,"cardiovascular risk factors-anaesthesia / analgesia ""-surgery-anaesthesia / analgesia-pre - operative cardiac medications *"
289,characteristic_level,"diuretic-general andthoracic epidural-statin-preoperative heart rate ( beats per minute )-coronary artery disease-intraperitoneal-current smoker-age ( years )-aspirin-vascular-preoperative serum creatinine > nmbr pmol / l-general-three seven risk factors-history hypertension-low - molecular weight heparin intravenous unfractionated heparin-lumbar epidural ""-ace inhibitor arb-intrathoracic intraperitoneal surgery-regional anaesthesia-sex ( female )-preoperative blood pressure ( mm hg ) patients fulfilling eligibility criteria-general lumbar epidural-hospitalisation chf within nmbr years randomisation-diabetes currently oral hypoglycaemic agent orinsulin-lumbar epidural-age > nmbr years-other-spinal-peripheral arterial disease-any history congestive heart failure-orthopaedic-calcium channel blocker-history transient ischaemic attack-undergoing major vascular surgery-emergent / urgent surgery-stroke thought due atherothrombotic disease"
291,characteristic_name,"< nmbr-aspirin-never-white-overweight ( nmbr < nmbr kg / mnmbr )-obese ( > nmbr kg / mnmbr )-past-lean ( < nmbr kg / mnmbr )-hispanic-diastolic-> nmbr-systolic-statins-female-black-oral contraceptives-other-male-hormone therapy-systolic ""-current"
292,measures,"blood pressure , mean ( sd ) , mm hg-body mass index category , . ( % ) l-age , median ( interquartile range ) , y-smoking status , . ( % )-age group , . ( % ) , y-sex , . ( % )-blood pressure , mean ( sd ) , mm hg ""-diabetes , . ( % )-hctz = hydrochlorothiazide . * based wilcoxon nmbr - sample rank - sum tests age body mass index , tests systolic diastolic blood ' / nmbr tests categorical variables . data missing patients .-race , . ( % )-weight , median ( interquartile range ) , kg-concomitant therapy , . ( % )"
294,characteristic_level,"men-white-women-overweight ( nmbr < nmbr kg / mnmbr )-obese ( > nmbr kg / mnmbr )-obese ( > nmbr kg / mnmbr ) ""-< nmbr-current nonsmokers-black-current smokers-> nmbr-lean ( < nmbr kg / mnmbr )-hispanic"
295,characteristic_name,"body mass index +-age , y-race-body mass index + ""-sex-smoking status"
297,characteristic_level,"men-white-diabetic-women-overweight ( nmbr < nmbr kg / mnmbr )-obese ( > nmbr kg / mnmbr )-nondiabetic-< nmbr-black-current nonsmoker-current smoker ""-current smoker-> nmbr-lean ( < nmbr kg / mnmbr )-hispanic"
298,characteristic_name,"age , y-race-smoking status ""-diabetes status-body mass index *-sex-smoking status"
301,characteristic_name,"treatment antiplatelet drugs-treatment statins-body - mass index-age-glycated hemoglobin-history macrovascular disease-sex-lowering drugs-history microvascular disease-lowering drugs ""-blood glucose-systolic blood pressure"
302,characteristic_level,"overall-< nmbr yr-< nmbr . nmbr mmol / liter-> nmbr mm hg-< nmbr-male-female-no-yes ""-< nmbr mm hg-> nmbr yr-> nmbr . nmbr mmol / liter-< nmbr . nmbr %-yes-> nmbr-> nmbr . nmbr %"
304,characteristic_name,"> nmbr years-diabetes mellitus-white-mean age , years ( sd )-serum creatinine , mean ( sd ) , pmol / l-mssbp , mmhg ( sd )-pacific islander ""-< nmbr years-mean bmi , kg / mnmbr ( sd )-female-asian-black-no . patients-msdbp , mmhg ( sd )-mean weight , kg ( sd )-pacific islander-other-male-native american"
305,arms,"valsartan , n ( % ) ""-v alsartan / hctz , n ( % )-valsartan , n ( % )"
306,characteristic_name,"severity-age-age ""-race"
307,characteristic_name,"blood pressure-race / ethnicity , . ( % )-medications , . ( % )-medical history , . ( % ) ""-medical history , . ( % )-demographic"
308,arms,"atenolol strategy ( n = nmbr , nmbr )-verapamil sr strategy ( n = nmbr , nmbr )-verapamil sr strategy ( n = nmbr , nmbr ) """
309,outcomes,"- cause mortality "" ; na-nonfatal ml-nonfatal stroke-all - cause mortality-primary outcome"
310,characteristic_level,"nmbr-nmbr """
311,arms,"verapamil sr-verapamil sr ""-atenolol *"
312,measures,"hazard ratio ( nmbr % confidence interval ) *-p-incidence * ""-incidence *"
313,arms,"rerapamil - sr strategy ( n = nmbr )-p-v total ( n = nmbr )-atenolol strategy ( n = nmbr )-v total ( n = nmbr ) """
