,descriptor,terms
200,arms,"placebo ( n = nmbr )-etanercept ( n = nmbr ) ""-etanercept ( n = nmbr )"
201,characteristic_name,"intestinal area involved , n ( % ) $ ""-intestinal area involved , n ( % ) $-concomitant medication , n ( % )-antibodies infliximab , n ( % ) * *"
202,arms,"placebo group ( n = nmbr )-adalimumab group ( n = nmbr ) ""-adalimumab group ( n = nmbr )"
203,other,"atorvastatin factorial study-pooled simvastatin factorial studies-pooled simvastatin factorial studies """
204,arms,"ezetimibe + simvastatin ( n = nmbr , nmbr * )-ezetimibe + simvastatin ( n = nmbr * )-placebo ( n = nmbr * )-simvastatin monotherapy ( n = nmbr , nmbr * )-atorvastatin monotherapy ( n = nmbr * )-ezetimibe nmbr mg ( n = nmbr * )-ezetimibe nmbr mg ( n = nmbr * ) """
206,characteristic_name,"major risk factors-blood pressure control-blood pressure control ""-previous vascular disease"
207,characteristic_level,"serum total cholesterol ( mmol / l ) , mean ( sd )-systolic blood pressure ( mm hg ) , mean ( sd )-serum hdl cholesterol ( mmol / l ) , mean ( sd )-urinary albumin : creatinine ratio ( pg / mg ) , median ( iqr )-history stroke , n ( % )-history major macrovascular disease , n ( % )-serum creatinine ( pmol / l ) , mean ( sd )-current smokers , n ( % )-history macroalbuminuriat , n ( % )-diastolic blood pressure ( mm hg ) , mean ( sd ) ""-history major microvascular disease , n ( % )-diastolic blood pressure ( mm hg ) , mean ( sd )-microalbuminuria , n ( % )-history myocardial infarction , n ( % )-history currently treated hypertension , n ( % )-body - mass index ( kg / mnmbr ) , mean ( sd )-serum haemoglobin anmbrc concentration ( % ) , mean ( sd )-history microvascular eye disease < u + nmbrc > , n ( % )"
208,other,"randomised treatment-randomised treatment """
209,arms,"placebo ( n = nmbr )-active ( n = nmbr )-placebo ( n = nmbr ) """
210,characteristic_name,"treatment bp lowering drugs-sbp ( mm hg )-treatment anti - platelet drugs-age ( years )-history hypertension *-treatment open - label perindopril ""-history macrovascular disease-treatment statins-hbanmbrc ( % )-treatment open - label perindopril-history microvascular disease-sex"
211,characteristic_level,"no-^nmbr - nmbr-yes ""-yes-> nmbr - nmbr-women-> nmbr-combined macro + micro-men-< nmbr"
212,measures,"relative risk reduction ( nmbr % cl )-number ( % ) patients event ""-number ( % ) patients event"
213,arms,"placebo ( n = nmbr )-pctindopnl - indapamide ( n = nmbr )-placebo ( n = nmbr ) """
214,arms,"placebo-rosuvastatin-rosuvastatin """
215,measures,"( n = nmbr )-( n = nmbr ) """
216,characteristic_name,"systolic blood pressure-previous myocardial infarction-age-previous hypertension-bmi-cardiac rhythm ""-anticoagulants-cardiac rhythm"
217,characteristic_level,"< nmbr . nmbr bpm-all patients-> nmbr-> nmbr mm hg-iii iv ejection fraction-< nmbr . nmbr mmol / liter estimated gfr-< nmbr ml / min / nmbr . nmbr mnmbr nt - pro - bnp-< nmbr mm hg heart rate-> nmbr . nmbr-> nmbr . nmbr mmol / liter-yes previous revascularization-atrial fibrillation ldl cholesterol level-< nmbr . nmbr pmol / liter-yes-> nmbr . nmbr pmol / liter hscrp level-< nmbr yr-sinus rhythm-> nmbr yr sex-< nmbr . nmbr mg / liter-no diabetes-no-> nmbr . nmbr hdl cholesterol level-< nmbr . nmbr-female-> nmbr . nmbr mg / liter antiplatelet agents-< nmbr . nmbr mmol / liter apob : apoa - l ratio-< nmbr . nmbr mmol / liter triglyceride level-male nyha class-> nmbr . nmbr mm hg-> nmbr ml / min / nmbr . nmbr mnmbr-> nmbr . nmbr bpm current smoker-< nmbr . nmbr mm hg diastolic blood pressure-ii-< nmbr-> nmbr . nmbr mmol / liter """
218,arms,"rosuvastatin patients ( rate ) ""-placebo . events / .-rosuvastatin patients ( rate )"
219,characteristic_name,"race ethnicity , n ( % ) ""-race ethnicity , n ( % )"
220,characteristic_level,"age , years-uacr , mgg nmbr ( gm )-male , n ( % )-other-hemoglobin , g nmbr nmbr-hispanic-white-serum creatinine , limo nmbr nmbr-serum albumin , g nmbr nmbr-phosphorus , mmol nmbr nmbr-other ""-black-diastolic bp , mm hg-asian-egfr , ml min nmbr nmbr . nmbr nmbr-systolic bp , mm hg-triglycerides , mmoltnmbr ( gm * )-calcium , mmol nmbr nmbr-female , n ( % )"
221,characteristic_level,"baseline hb nmbrg nmbr n = nmbr-combined n = nmbr-baseline hb < nmbr g nmbr nmbr n = nmbr-baseline hb < nmbr g nmbr nmbr n = nmbr """
222,arms,"nmbr placebo n = nmbr ""-losartan n = nmbr-nmbr placebo n = nmbr-placebo n = nmbr"
223,outcomes,"esrd-esrd ""-esrd death"
224,characteristic_level,"cox bsl onlyc-cox bsl + yr nmbr hbd ""-cox bsl + yr nmbr hbd"
226,measures,"k ( rate )-n ""-n"
227,characteristic_name,"age-age """
228,characteristic_level,"tg , median ( interquartile range )-mean ( sd ) , y-tc , mean ( sd )-< nmbr , n ( % )-bmi , mean ( sd ) , kg / mnmbr-smoker , ! n ( % )-ldl - c , mean ( sd )-dbp , mean ( sd ) , mm hg-bmi indicates body mass index ; sbp , systolic blood pressure ; dbp , lipoprotein ( ) . ldl - c calculated friedewald formula . ' hypertension diabetes based physician diagnosis . ! smoker includes current past smokers .-> nmbr , n ( % )-diabetes , * n ( % )-hypertension , * n ( % )-lp ( ) , mean ( sd )-drinking , n ( % ) lipid values , mmol / l-hdl - c , mean ( sd )-sbp , mean ( sd ) , mm hg-ldl - c , mean ( sd ) """
229,characteristic_level,"women-men , total ( n = nmbr )-men , total ( n = nmbr ) """
230,arms,"diet ( n = nmbr )-total ( n = nmbr )-total ( n = nmbr ) ""-diet - - pravastatin ( n = nmbr )"
231,outcomes,"total mortality ""-total mortality-chd + cerebrovascular disease men nmbr / nmbr ( nmbr . nmbr )-stroke"
232,characteristic_level,"nmbr / nmbr ( nmbr . nmbr ) ""-nmbr / nmbr ( nmbr . nmbr )"
234,outcomes,"chd + cerebral infarction-total mortality-stroke ""-stroke"
235,characteristic_level,"""-> nmbr years-all-> nmbr years nmbr / nmbr ( nmbr . nmbr )"
236,measures,"incidence rate . ( / nmbrperson - years )-incidence rate . ( / nmbrperson - years ) ""-hazard ratiof ( nmbr % ci )-p value f"
237,arms,"diet ""-diet + pravastatin-diet"
238,characteristic_name,"laboratory variables-race ethnic group , . ( % ) ""-sex , . ( % )-serum cholesterol , mg / dld-known duration diabetes , yr-medical history , . ( % )-race ethnic group , . ( % )-blood pressure , mmhg"
239,characteristic_level,"age , yr-other-body mass indexnmbr-hispanic-use antihypertensive drugs-glomerular filtration rate , nmbr ml / min / nmbr . nmbr mnmbr-serum albumin , g / dl-urinary albumin / creatinine ratio , median mg / g ( range )-glycosylated hemoglobin , %-male-amputation-coronary revascularization procedure-angina pectoris-< nmbr yr-white-hemoglobin , g / dlf-total-serum creatinine , mg / dlb-stroke-retinopathy-hdl-serum triglycerides , mg / dle-> nmbr yr-ldl-diastolic-lipid disorder-female-not available-systolic-black-asian-neuropathy-myocardial infarction-hispanic ""-current smoking"
241,arms,"ii ( n = nmbr )-dd ( n = nmbr )-id ( n = nmbr )-id ( n = nmbr ) """
242,outcomes,"doubling serum creatinine-death-death ""-esrd death-esrd"
243,characteristic_level,"id ""-id-dd-ii-composite endpoint doubling serum creatinine , esrd ,"
245,characteristic_name,"time since diagnosis diabetes ""-time since diagnosis diabetes"
246,characteristic_level,"thiazide diuretics-waist - - hip ratio-anmbrc ( % )-loop diuretics-postmenopausal-> nmbr years-< nmbr year-glucocorticoids *-nmbr - nmbr years-estrogen - containing hormones-bmi ( kg / mnmbr )-fasting plasma glucose ( mg / dl ) ""-systolic blood pressure ( mmhg )-age ( years )-diastolic blood pressure ( mmhg )-waist circumference ( cm )-n-fasting plasma glucose ( mg / dl )-bisphosphonates-calcium supplements-fasting insulin ( pmol / l )"
247,characteristic_level,"women ""-women-men"
248,arms,"metformin-metformin ""-glyburide-rosiglitazone"
249,outcomes,"skull , facial bone fractures-radius fracture-fractures ( site specified )-others ""-tibia fracture-humerus fracture-femur fracture-wrist fracture-spinal fractures-upper limb fracture-others-ankle fracture-thoracic cage fractures-lower limb fractures-lower limb fracture-hip fracture-clavicle fracture-upper limb fractures-number patients fractures-foot fracture-fibula fracture-hand fracture-patella fracture"
250,arms,"metformin-metformin ""-glyburide-rosiglitazone"
251,measures,"( n = nmbr , ""-( n = nmbr ,"
252,measures,"py = nmbr . nmbr )-py = nmbr . nmbr ) """
253,measures,"%-py *-n ""-n"
254,outcomes,"skull , facial bone fractures-radius fracture-forearm fracture-fractures ( site specified )-tibia fracture-humerus fracture-femur fracture-wrist fracture-spinal fractures-upper limb fracture-wrist fracture ""-others-ankle fracture-pelvic fractures-thoracic cage fractures-lower limb fractures-lower limb fracture-hip fracture-clavicle fracture-upper limb fractures-number patients fractures-foot fracture-fibula fracture-hand fracture-patella fracture"
255,arms,"metformin-metformin ""-glyburide-rosiglitazone"
256,measures,"( n = nmbr , ""-( n = nmbr ,"
257,measures,"py = nmbr . nmbr )-py = nmbr ) ""-py = nmbr )"
258,measures,"% ""-%-py *-n"
259,characteristic_name,"prior treatment-diabetic status-severity hypertensionb-age category-prior treatment ""-race-sex"
260,characteristic_level,"other-arb-p - blocker-male-age , ya-< nmbr y-white-less severe-ccb-diuretic-mssbp , mm hga-more severe-nondiabetic-female-acei-black-diuretic ""-sitting pulse , bpma-diabetic-msdbp , mm hga-> nmbr"
262,characteristic_name,"alcohol consumption ( % )-exercise ( % ) ""-postmenopausal hormone use-exercise ( % )-smoking status ( % )"
263,characteristic_level,"nmbr - nmbr / week-current-postmenopausal-past-> nmbr / week-bmi > nmbr kg / mnmbr ( % )-history hypertension ( % )-history diabetes ( % )-, nmbr / week-mean ( sd ) age ( years )-, nmbr / week ""-current ( , nmbr cigs / day )-nmbr - nmbr / month-> nmbr / day-current ( nmbr + cigs / day )-rarely-mean ( sd ) bmi ( kg / mnmbr )-never"
265,characteristic_level,"exercise-bmi ( kg / mnmbr )-smoking status-exercise ""-vitamin e-age ( years )-postmenopausal hormone use"
266,characteristic_name,"stratified analyses-stratified analyses """
268,characteristic_level,"prior mi ""-no prior mi-prior mi"
269,measures,"non - fatal mi ""-death-non - fatal mi-non - fatal stroke-adverse outcome-n"
272,characteristic_name,"total body ( without head )-lumbar spine-one - third radius "" ; na-trochanter-one - third radius-total hip-femoral neck"
273,characteristic_level,"< nmbr yr since menopause-> nmbr yr since menopause "" ; na-> nmbr yr since menopause-overall"
274,arms,"placebo-denosumab ""-denosumab"
275,measures,"difference baselinea ""-difference baselinea-difference placeboa"
276,measures,"( ci ) b-ls mean-( ci ) b ""-p value c"
277,characteristic_name,"cardiac "" ; na-carotid-aspirin use ( > nmbr mg )-diabetes therapy-cardiac-cholesterol ( mg / dl )"
278,characteristic_level,"body mass index ( bmi ) , kg / mnmbr-lifestyle-lv mass index ( g / mnmbr - nmbr )-lv ejection fraction "" ; na-insulin plus oral-egfr-plaque ( n , % )-lv mass-yes-systolic blood pressure ( mm hg )-imt ( mm )-insulin-waist ( cm )-total-arterial area ( mmnmbr )-non - hdl-lv ejection fraction-hdl-ale-current-ldl-oral hypoglycemics-former-age ( years )-triglycerides ( mg / dl ) * *-plaque score ( nmbr - nmbr )-crp ( mg / dl ) * *-gender , women n , % )-diastolic blood pressure ( mm hg )-smoking-never"
280,measures,"aggressive ( nmbr )-p - val . ( nmbr )-standard ( nmbr )-imt ( nmbr )-group dif . ( nmbr ) ""-group dif . ( nmbr )-lvmi ( nmbr"
281,measures,"mean ( sd )-inter .-mean ( sd ) ""-n"
282,characteristic_level,"cerebral thrombosis-unknown "" ; na-cerebral hemorrhage-unknown-cerebral embolism-subarachnoid hemorrhage-tia"
283,characteristic_name,"antiplatelet agents-sbp indicates systolic blood pressure ; dbp , diastolic blood pressure ; aa , arachidonic acid ; epa , eicosapentaenoic acid . values age , bmi , total cholesterol , ldl cholesterol , hdl cholesterol , sbp , dbp , aa , epa , epa / aa ratio represent mean values represent median ( interquartile range ) . p values differences epa epa groups .-male-smoker-epa , mol %-stroke-dbp , mm hg-hdl cholesterol , mmol / l-aa , mol %-sbp , mm hg-total cholesterol , mmol / l-antihypertensive agents-coronary artery disease-bmi , kg / mnmbr-ldl cholesterol , mmol / l-age , y-diabetes-stroke ""-epa / aa ratio-triglyceride , mmol / l-hypertension"
284,characteristic_level,"secondary prevention subgroup-secondary prevention subgroup ""-primary prevention subgroup"
286,characteristic_name,"secondary prevention subgroup-secondary prevention subgroup ""-primary prevention subgroup"
288,characteristic_name,"surgery-anaesthesia / analgesia ""-pre - operative cardiac medications *-anaesthesia / analgesia-other cardiovascular risk factors"
289,characteristic_level,"lumbar epidural ""-intraperitoneal-other-aspirin-statin-orthopaedic-history hypertension-sex ( female )-any history congestive heart failure-age > nmbr years-regional anaesthesia-vascular-general andthoracic epidural-preoperative serum creatinine > nmbr pmol / l-calcium channel blocker-lumbar epidural-stroke thought due atherothrombotic disease-spinal-preoperative heart rate ( beats per minute )-general-hospitalisation chf within nmbr years randomisation-general lumbar epidural-history transient ischaemic attack-intrathoracic intraperitoneal surgery-emergent / urgent surgery-current smoker-diuretic-age ( years )-peripheral arterial disease-low - molecular weight heparin intravenous unfractionated heparin-coronary artery disease-preoperative blood pressure ( mm hg ) patients fulfilling eligibility criteria-ace inhibitor arb-three seven risk factors-undergoing major vascular surgery-diabetes currently oral hypoglycaemic agent orinsulin"
291,characteristic_name,"other-aspirin-> nmbr-hispanic-hormone therapy-oral contraceptives-male-overweight ( nmbr < nmbr kg / mnmbr )-past-white-obese ( > nmbr kg / mnmbr )-current-diastolic-female-systolic-systolic ""-black-lean ( < nmbr kg / mnmbr )-statins-< nmbr-never"
292,measures,"hctz = hydrochlorothiazide . * based wilcoxon nmbr - sample rank - sum tests age body mass index , tests systolic diastolic blood ' / nmbr tests categorical variables . data missing patients .-sex , . ( % )-body mass index category , . ( % ) l-race , . ( % )-weight , median ( interquartile range ) , kg-blood pressure , mean ( sd ) , mm hg-smoking status , . ( % )-age , median ( interquartile range ) , y-age group , . ( % ) , y-blood pressure , mean ( sd ) , mm hg ""-concomitant therapy , . ( % )-diabetes , . ( % )"
294,characteristic_level,"current nonsmokers-overweight ( nmbr < nmbr kg / mnmbr )-women-> nmbr-white-hispanic-lean ( < nmbr kg / mnmbr )-obese ( > nmbr kg / mnmbr ) ""-obese ( > nmbr kg / mnmbr )-current smokers-men-black-< nmbr"
295,characteristic_name,"race-smoking status-body mass index + ""-age , y-body mass index +-sex"
297,characteristic_level,"current smoker ""-overweight ( nmbr < nmbr kg / mnmbr )-current nonsmoker-diabetic-women-current smoker-> nmbr-white-hispanic-nondiabetic-lean ( < nmbr kg / mnmbr )-obese ( > nmbr kg / mnmbr )-men-black-< nmbr"
298,characteristic_name,"smoking status-body mass index *-diabetes status-age , y-race-smoking status ""-sex"
301,characteristic_name,"lowering drugs ""-body - mass index-lowering drugs-systolic blood pressure-glycated hemoglobin-age-history macrovascular disease-blood glucose-treatment statins-treatment antiplatelet drugs-history microvascular disease-sex"
302,characteristic_level,"male-no-yes ""-yes-< nmbr yr-overall-> nmbr yr-< nmbr . nmbr mmol / liter-< nmbr . nmbr %-> nmbr mm hg-> nmbr-female-< nmbr-> nmbr . nmbr mmol / liter-< nmbr mm hg-> nmbr . nmbr %"
304,characteristic_name,"other-> nmbr years-male-mssbp , mmhg ( sd )-mean weight , kg ( sd )-white-diabetes mellitus-native american-mean age , years ( sd )-< nmbr years-pacific islander-female-black-asian-no . patients-serum creatinine , mean ( sd ) , pmol / l-mean bmi , kg / mnmbr ( sd )-msdbp , mmhg ( sd )-pacific islander """
305,arms,"v alsartan / hctz , n ( % )-valsartan , n ( % ) ""-valsartan , n ( % )"
306,characteristic_name,"age-age ""-race-severity"
307,characteristic_name,"demographic-medications , . ( % )-medical history , . ( % )-medical history , . ( % ) ""-race / ethnicity , . ( % )-blood pressure"
308,arms,"atenolol strategy ( n = nmbr , nmbr )-verapamil sr strategy ( n = nmbr , nmbr ) ""-verapamil sr strategy ( n = nmbr , nmbr )"
309,outcomes,"- cause mortality "" ; na-all - cause mortality-nonfatal ml-primary outcome-nonfatal stroke"
310,characteristic_level,"nmbr-nmbr """
311,arms,"verapamil sr-atenolol *-verapamil sr """
312,measures,"hazard ratio ( nmbr % confidence interval ) *-p-incidence *-incidence * """
313,arms,"p-atenolol strategy ( n = nmbr )-v total ( n = nmbr ) ""-rerapamil - sr strategy ( n = nmbr )-v total ( n = nmbr )"
