descriptor,terms
subgroup_level, age 65 years n4031 65 years n2474 male n4970 female n1535 pblocker intake randomisation n685 pblocker intake randomisation n582o nonischaemic n2o87 ischaemic n44l8 nyha class ii n3l69 nyha class iii iv n3334 history diabetes n4526 history diabetes n1979 history hypertension n2191 history hypertension n4314 77 bpm n3144 77 bpm n3357
subgroup_level, diabeticb nondiabetic
subgroup_level, overall population baseline triglycerides 150 mg dl baseline trig 150 millycerides g dl
subgroup_level, 335 years 6575 years 75 years 570 kg 7090 kg 90 kg wssng mae female 280rrmnl 5080 nlmw 50nwrrtn cardiac disease ns cardiac cisease 3 mortis 5 mentis 12 months ns yes scoitarojs dvtpe secondary dvtfe known tiromtcchc ccndifeon known frtrontxtfufoc cond aon extensive nonextensive msng adk e cancer ac tve cancer immobazaton immomtedion warfarin acenocoumaroi western friroce eastern europe austrafca new zealand sonti amenca north america asia israel sou ti africa
subgroup_level, 65 years 6575 years 75 years 570 kg 7096 kg 96 kg missing mate female sd ml min 5080 mvmin 50 ml min 3 months 6 months 12 montlts yes active cancer active cancer available white black asian american indian hispanic uncodable
subgroup_level, adjusted change baseline mean se difference vs pbof mean se moderate renal impairment severe renal impairment esrd baseline hba1c mean se week 12 hba1c mean se
subgroup_level, moderate renal impairment severe renal impairment esrd saxa 25 mg n 15 pbo n 18
subgroup_level, north america united states ukraine russia romania poland new zealand latvia italy israel hungary estonia germany czech republic canada brazil belgium austria australia rest world europe zone 2 europe zone 1
subgroup_level, migraine aura migraine without aura prior migraine
subgroup_level, history migraine migraine aura migraine without aura prior migraine p
subgroup_level, age years mean sd female male caucasian asian african america weight kg mean sd bmi kg m2 mean sd duration diabetes hbalc mean sd fpg mmol l mean sd u+3001 past current priorbone disease current bone disease priorother predefined medical conditions priorother predefined medical conditions current predefined medical conditions currentother notpredefined medical conditions condition osteoporosis hip fracture current n former n years mean sd yes n units per week mean sd
subgroup_level, overall male female premenopausal postmenopausal
subgroup_level, single stemi nonstemi ua pci cabg none 5 mg bid 25 mg bid asia pacific eastern europe north america south america western europe 65 6574 75 female male white black african american asian s28 kg m2 2933 kg m2 34 kg m2 severe moderate mild normal s2 2 yes antiplatelet therapy dual
subgroup_level, 79 79 70 69 82 80 67 68 84 81 65 67 88 80 61 68 86 77 63 71 63 60 86 88 55 58 27 22 42 48 25 20 47 52 35 28
subgroup_level, 65 65 male female white black asian yes 15 15
subgroup_level, 8 8 9 9 65 65 male female 30 30 3 3 6 6
subgroup_level, 75 75 men women 60kg 60kg mi pad stroke yes 60 60 north america europe europe ii latin america australia nz asia
subgroup_level, overall 26352 75 women 60kg stroke yes 60
subgroup_level, crohns disease ulcerative colitis
subgroup_level, patients ra psa n 280 patients without ra psa n 18 609
subgroup_level, baseline 39 meq l eos 39 meq l baseline 39 meq l eos 39 meq l baseline 39 meq l eos 39 39 meq l
subgroup_level, black nonblack
subgroup_level, 600 without dm n 8i7
subgroup_level, without diabetes diabetes
subgroup_level, male female 75 yr 75 yr 60 kg 60 kg yes 60 60 stemi nstemi unknown north america europe 1 europe 2 latin america australia nz asia overall
subgroup_level, gold ii gold iiiiv
subgroup_level, moderate copdb n z 207 severe copdc n z 140
subgroup_level, median median pvalue
subgroup_level, coronary bypass n valve surgery n cardiac surgery n atrial fibrillation supraventricular tachycardia ventricular tachycardia fibrillation ii iii iv available aspirin clopidogrel ticlopidine others warfarin heparin
subgroup_level, 70 years n556 female n422 italy n728 usa n446 yes n756 yes n1135 yes n362 418mmol l n730 42 mm n555 50 n1208 2 servings wk n127 4 n323 1 n34 2 n640 3 n286 4 n137 5 n385 yes n1060 yes n966 yes n160 yes n861 l36hrsmin n742 111 hrsmin n739
subgroup_level, current smoker systolic diastolic americas europe asia duration diabetes mellitus previous metformin use metformin dose mg hba1c glucose mmol l insulin pmol l homair ldlc mmol l hdlc mmol l nonhdlc mmol l triglyceride mmol l hscrp mg l il6 ng l fibrinogen g l age female body mass index kg m2
subgroup_level, mean kg 60 kg 60 kg data missing 30 ml min 30 50 ml min 50 80 ml min 80 ml min deepvein thrombosis pulmonary embolism unprovoked associated transient reversible risk factor active cancer persistent permanent immobilization previous deepvein thrombosis pulmonary embolism known prothrombotic genotype use antiplatelet agents
subgroup_level, overall event rate 75 yr 75 yr 0 2 hr 2 hr male female 100 mm hg 100 140 mm hg 140 160 mm hg 160 mm hg iiiv anterior inferior yes 60 kg 60 90 kg 90 kg ambulance community hospital 5 5 amendment amendment
subgroup_level, 75 75 s8 8 s9 9 frail nonfrail
subgroup_level, male n z 2477 female n z 774 current smoker n z 936 exsmoker n z 2315 tiotropium n z 1714 control n z 1537 iorii n z 1698 iii n z 1326 iv n z 179 55 n z 478 55 65 n z 1232 65 75 n z 1257 75 n 284 50 n 355 50 100 n 260 100 150 n 371 150 200 n 379 200 n 1786 asia n 196 eastern europe n 785 latin america n 254 usa n 699 western europe n 1317
subgroup_level, a1c baseline 90 a1c baseline 90
subgroup_level, 35 male female 1 3y 3 7y 7y left sided colitis extensive colitis pancolitis 9 9 503 ug g 500 ug g prior antitnf treatment failure prior immunnosupressive failure antitnf failure prior corticosteroid failure concomitant corticosteroid use concomitant cortcosteroid use concomitant immunosuppressive prior antitnf use concomitant immunosuppressive prior antitnf use
subgroup_level, 70 yrs 70 yrs male female yes 45 45 60 ml min 60 ml min 140 ml 140 ml 5 5
subgroup_level, first n2701 second n2344 18 mon n4097 18 mon n948 65 yo n2739 65 yo n2306 male n3498 female n1547 yes n3063 n1982 yes n1418 n3627 40 n191 40 n4172 yes n839 n4206 yes n314 n4731 n3852 yes n1604 n3441 older des n3318 new des n1727
subgroup_level, male n asian black white current former mild moderate severe severe prebronchodilator fev1 l postbronchodilator fev1 l prebronchodilator fev1 predicted postbronchodilator fev1 predicted concomitant treatment laba n pretreatment age mean
subgroup_level, age 75 age 75 male female stemi nsteacs sa diabetic yes diabetic drugeluting stent bare metal stent lm bifurcation treated lm bifurcation treated single vessel pci 22 vessel pci 600 mg clopidogrel load 300 mg clopidogrel load bivalirudin heparin cangrelor clopidogrel
subgroup_level, asthma population n 33 copd population n 42
subgroup_level, exsmokers smokers yes 12 12 moderate severe chinese
subgroup_level, age 75 aqc75 woman men bmi 30 bmi 30 diabetes diabetes smoking smoking acs acs number stent1 number stent 2 full population
subgroup_level, age 75 aqc75 woman men bmi 30 bmi 30 diabetes diabetes smoking smoking acs acs number stent1 number stent 2 full population
subgroup_level, 75 75 02 2 yes male female 100 100 140 140 160 160 l ii iv anterior inferior 60 60 90 90 ambulance community hospital 5 5 amendment amendment
subgroup_level, 65 years 65 years 75 years 75 years male female yes stemi anterior nonanterior 02 36 6 1 1
subgroup_level, class 1 symptoms class 11 yes 75 beats min 75 beats min 65 yr 65 yr male female
subgroup_level, 8 64 mmol mol 8 9 64 75 mmol mol 9 75 mmol mol
subgroup_level, 65 65
subgroup_level, 8 64 mmol mol 8 9 64 5 mmol mol 9 75 mmol mol
subgroup_level, female male 75 75 1 1 paroxysmal persistent permanent yes 1 median 21 mm median median 30 mm median 60 patients
subgroup_level, 65 female male former smoker current smoker yes 25 kg m2 25 kg m2 21 kg m2 21 kg m2 ii fev150 predicted iii fev130 50 predicted iv fev1 30 predicted 64
subgroup_level, overall 1 st 27 2nd 27 75 3rd 75
subgroup_level, egfr 50 ml min 173 m2 egfr 3050 ml min 173 m2 egfr 30 ml min 173 m2
subgroup_level, egfr50 egfr 3050 egfr 30 hosji fcrhypoglycemia major hypoglycemia ebria
subgroup_level, egfr 50 ml min 173 m2 n 10 621 egfr 3050 ml min 173 m2 n 1 533 egfr 30 ml min 173 m2 n 206
subgroup_level, yes
subgroup_level, hba1c patients baseline hba1c 8 64 mmol l mmol mol la n baseline sd adjusted mean change 95 ci placebosubtracted change se hba1c patients baseline hba1c 8 9 64 75 mmol mol mmol mol la n baseline sd adjusted mean change 95 ci placebo subtracted change se hba1c patients baseline hba1c 9 75 mmol mol mmol mol la n baseline sd adjusted mean change 95 ci placebosubtracted change se
subgroup_level, diabetes mellitus diabetes mellitus
subgroup_level, patients treated statins n113 patients treated statins n485 patients treated statins n117 patients treated statins n473
subgroup_level, rivaroxaban enoxaparin vka age 60 years age 60 years asa use baseline asa use baseline bmi 30 kg m2 bmi 30 kg m2 crcl 50 ml min crcl 50 ml min cardiac disease cardiac disease female male
subgroup_level, rivaroxaban enoxaparin vka age 60 years age 60 years asa use baseline asa use baseline bmi 30 kg m2 bmi 30 kg m2 crcl 50 ml min crcl 50 ml min cardiac disease cardiac disease female male
subgroup_level, patients age 75 age 75 female male nstemi stemi unknown 2 years 2 years diabetes diabetes 75 mg 75 mg prior pci prior pci north america south america europe asia caucasian noncaucasian median 81 kg median 81 kg second mi second mi multivessel disease multivessel disease renal dysfunction renal dysfunction
subgroup_level, myocardial infarction presentation n3576 myocardial infarction presentation n8072
subgroup_level, male female 75 75 60 kg 60 kg yes 60 60 north america europe europe ii latin america australia nz asia
subgroup_level, overall white black african american male female 65 65 75 75 hispanic latino hispanic latino 30 30 highintensity statin highintensity statin statin llt statin without llt prior history ml stroke prior ml stroke moderate ckd moderate ckd diabetes diabetes
subgroup_level, pci po pa pa pci
subgroup_level, white black african american asian
subgroup_level, pooled analysis bmi 270 299 bmi 300 349 bmi 350 399 bmi 40
subgroup_level, pooled analysis bmi 270 299 bmi 300 349 bmi 350 399 bmi 40
subgroup_level, bmi 300 349 bmi 350 399 bmi 40
subgroup_level, antitnfnaive patients antitnfir patients
subgroup_level, 100 100300 300 20 2060 60 05 0510 10 50 50100 100 32 3251 51 05 08 812 1216
subgroup_level, overall 50 years 5067 years 67 years male female 30 kg 2 30 kg m2 yes 65 65 10 10 250 microg l 250 microg l 2 2
subgroup_level, baseline hba1c 80 baseline hba1c 80
subgroup_level, mtx 10 mg week mtx 10 15 mg week mtx 15 mg week interaction p
