CUI,preferred,hasMSH
C3274430,Physical Medical Procedure,false
C3538935,Procedure Domain,false
C3539779,CDISC SDTM Procedure Terminology,false
C0231448,Extension,false
C0206460,Enoxaparin,true
C0231449,Extended,false
C0439792,Extent,false
C1280519,Effectiveness,false
C1707887,Efficacy Study,false
C3537184,Non-ST Elevation Myocardial Infarction by ECG Finding,false
C0455825,Left ventricular mass,false
C0600653,Indexes,true
C0456715,g.m,false
C0918012,Index,true
C1552854,Html Link Type - index,false
C1637833,% index,false
C0587184,Serum cholesterol measurement,false
C1287371,Finding of serum cholesterol level,false
C0032659,geographic population,true
C1257890,Population Group,true
C0034042,Puerperium (time period),true
C0086839,Postpartum Period,true
C1879329,Puerperium (physiologic function),false
C0441838,Group D,false
C0210243,atevirdine,true
C1507394,Clinical trial protocol document,false
C2348563,Study Protocol,false
C2599718,Clinical trial protocol,true
C0674679,NBS1 protein, human,true
C1145759,Atazanavir,true
C1334862,NBN gene,false
C0023465,Acute monocytic leukemia,true
C0023467,Leukemia, Myelocytic, Acute,true
C0486293,Albumin To Creatinine Protein Ratio Measurement,false
C1318293,Albumin/creatinine ration result,false
C0247025,tirofiban,true
C0742343,Acute Chest Syndrome,true
C4318612,ACS - Activity Card Sort,false
C1277691,Pack years,false
C0201976,Creatinine measurement, serum (procedure),false
C0600061,Serum creatinine level,false
C0722138,Non-Aspirin,false
C0085826,Antiplatelet Agents,true
C0392747,Changing,false
C0678234,Stenosis Morphology,false
C1261287,Stenosis,true
C2632116,Stenosis (invertebrate),false
C0030547,Parenteral Nutrition,true
C4522267,Parenteral (intended site),false
C0018387,Guinea-Bissau,true
C0439242,milliliter,false
C0444706,Measured,false
C3541902,Measured Tumor Identification,false
C0287275,Neuropilins,true
C0027361,Persons,true
C0237401,Individual,false
C0650607,Basal insulin,false
C0243071,Analog,false
C0205112,Basal,false
C2825028,Insulin Analog [EPC],false
C0445074,Mean pressure,false
C0232117,Pulse Rate,true
C2347155,Millimeter of Mercury per Second,false
C0391850,Physiologic pulse,false
C1947910,Pulse phenomenon,false
C0949236,Pulse Pressure,true
C4086268,Exacerbation,false
C0073633,ranolazine,true
C0205088,End-stage,false
C3272266,Thrombolysis in Myocardial Infarction Flow,false
C0687676,Post,false
C1704687,Post Device,false
C3469826,SLC35G1 gene,false
C1546485,Diagnosis Type - Final,false
C3853528,Final,false
C0033860,Psoriasis,true
C0019080,Hemorrhage,true
C0587081,Laboratory test finding,false
C0439282,Nanomole/liter,false
C0424594,Frailty,true
C3161035,Model,false
C3274659,Model Number,false
C3714583,Model - style/design,false
C3853906,Digital Model Attachment,false
C0015252,removal technique,false
C0728940,Excision,false
C1456408,liraglutide,true
C0023668,Liechtenstein,true
C1704970,Means,false
C1060325,Genus Ada,false
C1334085,IFNG gene,false
C1708411,IFNG wt Allele,false
C3811629,Anti-Drug Antibody,false
C0443172,Changed status,false
C4319952,Change -- procedure,false
C0030800,Pemoline,true
C2347712,Protocol Information Office,false
C0027651,Neoplasms,true
C1882062,Neoplastic disease,false
C0042449,Veins,true
C0181074,Graft material,false
C0332835,Transplanted tissue,true
C1961139,Grafting procedure,false
C0348013,Venous,false
C0005893,Body mass index procedure,false
C0439254,megajoule,false
C0332132,Prior diagnosis,false
C4284025,Mj antigen,false
C1305855,Body mass index,true
C0020616,Hypoglycemic Agents,true
C3538806,Axial R,false
C4048756,Right arm,false
C0439745,Grouped (qualifier value),false
C0205147,regional,false
C4319846,Grouped (foundation metadata concept),false
C2917241,Renin Inhibitors,false
C0003018,Angiotensins,true
C4521302,Angiotensin-1, human,false
C3653375,Renin-inhibitors,false
C0001927,Albuterol,true
C0041912,Upper Respiratory Infections,true
C1828181,Age at diagnosis,false
C3173302,Age at diagnosis:Time:Pt:^Patient:Qn,false
C1120110,aliskiren,true
C0857690,plasma insulin,false
C0028971,Oman,true
C0347978,Mu - greek letter,false
C3714918,Monitor Unit,false
C0001783,Age Factors,true
C0005515,Biological Factors,true
C0005522,Biological Products,true
C4553887,Biopharmaceuticals,true
C0051696,Amlodipine,true
C0205081,Moderate (severity modifier),false
C1881878,Moderation,false
C4049705,Moderate Extremity Pain,false
C4049706,Borg Category-Ratio 10 Perceived Exertion Score 3,false
C4085643,Moderate Response,false
C4321335,Moderate Level,false
C1879937,CDISC SDTM Patient Ethnic Group Terminology,false
C0030196,Pain in limb,false
C4553007,Pain In Extremity, CTCAE,false
C0701159,Patient in hospital,false
C0004096,Asthma,true
C2984299,Asthma Pathway,false
C0205161,Abnormal,false
C0002978,angiogram,true
C1548816,Angiogram - Consent Type,false
C3891555,X-ray-Based Angiogram,false
C4255126,Angiogram - result,true
C2347472,Percent of Abnormal Cells,false
C2699333,Abnormal Reference Range,false
C0205449,Three,false
C1511726,Data,false
C3245479,Data call receiving device,false
C3714741,Data (eukaryote),false
C1275491,New York Heart Association Classification,false
C1710602,VIPR1 wt Allele,false
C0439070,Roman Numeral III,false
C1705160,III (suffix),false
C4082587,HLA Class II Histocompatibility Antigen Gamma Chain, human,false
C0043129,Western Europe,true
C0059386,enterotoxin B, staphylococcal,true
C1309881,SETBP1 protein, human,true
C1423585,SETBP1 gene,false
C3815268,SETBP1 wt Allele,false
C2825027,Factor Xa Inhibitor [EPC],false
C4553708,Factor Xa inhibitor (disposition),false
C1512018,Doctor of Medicine,false
C0040616,Anti-Anxiety Agents,true
C0022116,Ischemia,true
C4321499,Ischemia Procedure,false
C0274281,Injury due to exposure to external cause,false
C0332157,Exposure to,false
C0209368,mycophenolate mofetil,true
C1282512,At risk of coronary heart disease,false
C0439185,Equivalent Weight,false
C4049980,equivalents,false
C0488055,Intravascular systolic:Pressure:Point in time:Arterial system:Quantitative,false
C0871470,Systolic Pressure,true
C1306620,Systolic blood pressure measurement,false
C0205210,Clinical,false
C1532737,ezetimibe / Simvastatin,true
C1881332,Killip Class,false
C0039411,Technetium,true
C0040642,Transcobalamin,true
C0041405,Turks and Caicos Islands,true
C0041698,United Arab Emirates,true
C1824670,CD55 gene,false
C3272447,CD55 wt Allele,false
C4522122,TC Regimen,false
C0007673,Central African Republic,true
C3540513,PCYT1A wt Allele,false
C3813556,Cancer/Testis Antigen,false
C3888140,Computed Tomography Study File,false
C0347985,During values,false
C0205258,Indeterminate,false
C0242231,Coronary Stenosis,true
C0741968,carotid,false
C0007282,Carotid Stenosis,true
C0024115,Lung diseases,true
C1516879,Enrollment,false
C1696073,enrollment - ResearchSubjectRoleBasis,false
C3888021,enrollment - coverage,false
C1142985,ezetimibe,true
C1516986,Evaluable Disease,false
C1412134,ACR gene,false
C1515941,American College of Radiology,false
C0871208,Rating (action),false
C1521828,Rate,false
C0033727,Protons,true
C1418888,SRGN gene,false
C0369286,H NOS Antibodies,false
C0441932,Hepatic Involvement,false
C0564385,/hour,false
C4528284,Hour Times Percent,false
C1167956,Cardiac Resynchronization Therapy,true
C1882086,New York Heart Association Class III,false
C1455761,Episodic,false
C2945760,Recurrent,false
C0229671,Serum,true
C0065827,Measles Virus Nucleoprotein,true
C1706141,PNP wt Allele,false
C3887659,Purine Nucleoside Phosphorylase, human,false
C1546774,Specimen Source Codes - Serum,false
C1550100,Specimen Type - Serum,false
C0035173,Research Personnel,true
C0012798,Diuretics,true
C0021764,Interleukins,true
C1527200,Recombinant Interleukins,false
C1156212,chromatin silencing,false
C1537574,LIN9 gene,false
C0369718,N not otherwise specified Antibody,false
C0441922,N+ (tumor staging),false
C0242896,Anticholinergic Agents,true
C0028405,North America,true
C0470187,Availability of,false
C0178913,Blood specimen,false
C0227952,Foreskin of penis,true
C0021107,Implantation procedure,false
C0441587,Clinical act of insertion,false
C1512796,Insertion Mutation,true
C1883719,Insert (object),false
C0221464,Arterial,false
C1709380,P-Value,false
C3494593,History of cardiac arrhythmia,false
C0518010,body mass,false
C0683448,Codependency Assessment Inventory,false
C1413248,CDAN1 gene,false
C3273706,CDAN1 wt Allele,false
C0022326,Ivory Coast,true
C4265176,IV number:ID:Pt:^Patient:Nom,false
C0741614,bowel resection,false
C0441998,Left anterior,false
C0205386,Descending,false
C1547177,Sequencing - Descending,false
C0232970,Postmenopausal state,false
C0019932,Hormones,true
C4521914,Hormone (disposition),false
C0015815,Structure of neck of femur,true
C0243148,control aspects,true
C1550141,control substance,false
C1882979,Scientific Control,false
C2587213,Control function,false
C3274648,True Control Status,false
C4553389,Study Control,false
C0078988,Asians,true
C0242485,Measurement,false
C0009117,Coagulants,true
C0027051,Myocardial Infarction,true
C0428953,Electrocardiogram: myocardial infarction (finding),false
C2926063,Myocardial infarction:Finding:Point in time:^Patient:Ordinal,false
C4552959,Myocardial Infarction, CTCAE,false
C1555721,Substitution - ActClass,false
C1706204,Substitution - change,false
C2599594,post bronchodilator,false
C0027996,Niacin,true
C1142562,Vitamin B3 Assay,false
C0017710,Glucocorticoids,true
C3540777,Glucocorticoids, Systemic,false
C3540778,Glucocorticoid inhalants for obstructive airway disease,false
C0003209,Anti-Inflammatory Agents,true
C0021966,Iodides,true
C0221138,Blood group antibody I,false
C0850293,electrophysiological studies,false
C0298130,montelukast,true
C0031507,Phenytoin,true
C0202454,Phenytoin measurement,false
C0439148,Unit,false
C0741920,coronary DISEASE RISK FACTOR,false
C3536840,Nonsteroidal Anti-inflammatory Drug [EPC],false
C3538936,Device Exposure Domain,false
C0449450,Presentation,false
C0332185,Recent,false
C0038894,Surgery specialty,false
C0038895,Surgical aspects,true
C0543467,Operative Surgical Procedures,true
C1274039,General surgery specialty,true
C0699129,Coumadin,true
C1706365,Device Panel,false
C0036043,Safety,true
C1705187,Safety Study,false
C0030771,Pefloxacin,true
C1518922,peak expiratory flow (procedure),false
C1542834,Peak expiratory flow rate,false
C0205355,Permanent,false
C1609165,tocilizumab,true
C1269765,Assisted (qualifier value),false
C1552861,Help document,false
C1319312,Hemoglobin G,false
C0441889,Levels (qualifier value),false
C1565489,Renal Insufficiency,true
C0456079,Disease classification level,false
C1547707,Floor - story of building,false
C2946261,Level,false
C0745413,ischemic attack,false
C2000145,selexipag,true
C1441604,High sensitivity,false
C3888198,BESTROPHINOPATHY, AUTOSOMAL RECESSIVE,false
C0020223,Hydralazine,true
C0354604,oral anticoagulants,false
C4288581,Notable,false
C0000768,Congenital Abnormality,true
C0000769,teratologic,true
C0009924,Contrast Media,true
C0022658,Kidney Diseases,true
C1979874,Contrast,false
C0031809,Physical Examination,true
C0449432,Component object,false
C1705248,Component (part),false
C0205485,Physical,false
C1509143,Physical assessment findings,false
C0332173,Daily,false
C0001792,Elderly (population group),true
C1999167,Old age,false
C0028873,Odds Ratio,true
C0016169,pathologic fistula,true
C0450429,Location,false
C1515974,Anatomic Site,false
C4284930,Location of Pharyngeal Residue Following Swallowing,false
C4284931,Location of Oral Residue Following Swallowing,false
C0282402,Hormone replacement therapy,true
C0574032,Infusion procedures,false
C1827465,Infusion route,false
C0521362,gastrointestinal,false
C0024109,Lung,true
C2707265,Pulmonary:-:Point in time:^Patient:-,false
C2709248,Pulmonary (qualifier value),false
C4522268,Pulmonary (intended site),false
C0219433,POSTN protein, human,true
C0017887,Nitroglycerin,true
C0599973,Waardenburg Anophthalmia Syndrome,true
C0028074,Niger,true
C1424662,POSTN gene,false
C3812270,Periostin Measurement,false
C0439064,Numerous,false
C0012155,Diet,true
C0085542,Pravastatin,true
C0012159,Diet therapy,true
C1519433,Special Diet Therapy,false
C2983588,Basal Diet,false
C3668949,Diet (animal life circumstance),false
C2974521,vorapaxar,true
C4684714,Missing Data,false
C0456962,Rapid,false
C2985769,Fasting Status Indicator,false
C0017245,Gemfibrozil,true
C1420648,TCFL5 gene,false
C3714751,Disease Steps Questionnaire,false
C1708485,Incidence Rate,false
C0455271,Urine albumin/creatinine ratio measurement,false
C1300563,Gram per Kilogram,false
C1318330,Urine albumin:creatinine ratio result,false
C4054490,Minimum Diameter,false
C0669479,pro-brain natriuretic peptide (1-76),true
C0030827,Penicillin G,true
C0072225,Propylene glycol,true
C1266240,Prostaglandin measurement,false
C0754710,Amino-terminal pro-brain natriuretic peptide,true
C0441848,Group N,false
C1550147,Pretreatment (substance),false
C2709094,pre treatment,false
C3539075,Pretreatment Period,false
C3539076,Pretreatment,false
C2317524,Family history of coronary arteriosclerosis,false
C3258293,Valvular disease,false
C0001617,Adrenal Cortex Hormones,true
C3536709,Corticosteroid [EPC],false
C0003374,Antimalarials,true
C1540071,TRIM67 gene,false
C0439278,fg/mL,false
C0027430,Nasal Polyps,true
C0679250,Disease Outcome,false
C0242656,Disease Progression,true
C0205199,Composite,false
C1547335,Data types- Composite,false
C0449258,Progression,false
C3542417,CDISC SDTM Disease Outcome Terminology,false
C1274040,Result,false
C1335499,Progressive Disease,false
C1947900,Death Due to Disease Progression Not Associated with More Specific Term NOS, CTCAE,false
C4552808,Disease Progression, CTCAE,false
C0011991,Diarrhea,true
C1963091,Diarrhea, CTCAE,false
C3641756,Have Diarrhea,false
C4084784,How Much Distress Diarrhea,false
C4084802,Usual Severity Diarrhea,false
C4085317,How Often Diarrhea,false
C0041980,Uric Acid,true
C0039771,Theophylline,true
C0019409,Heterogeneity,false
C0022885,Laboratory Procedures,false
C0039593,Testing,false
C0392366,Tests (qualifier value),false
C0456984,Test Result,false
C1515976,Anatomic Structure, System, or Substance,false
C3831328,Blood Products Laboratory Testing,false
C4318744,Test - temporal region,false
C0242960,Genetic Heterogeneity,true
C0019576,Hispanic Americans,true
C0205409,Isolated,false
C1548221,Bed Status - Isolated,false
C0444598,Middle,false
C3539687,Liter Per Liter,false
C1552826,Table Cell Vertical Align - middle,false
C3540512,Circumferential Supracrestal Fiberotomy,false
C3889436,LAMC2 wt Allele,false
C1514463,Prior Therapy,false
C0231491,Antagonist muscle action,false
C0279936,tumor necrosis factor therapy,false
C1273517,Used by,false
C0581374,Single coronary vessel disease,false
C0038766,Sulfonylurea Compounds,true
C4704833,Secretagogues,true
C3536898,Sulfonylurea [EPC],false
C0231174,Failure (biologic function),false
C0680095,Personal failure,false
C0451071,Crohn's disease activity index,false
C0242492,Relative Risk,true
C0301630,Reduction (chemical),false
C1293152,Reduction procedure,false
C4551656,Surgical reduction,false
C0520511,Distributing,false
C1704711,Distribution,true
C4483112,Physical score,false
C0439183,Arbitrary unit,false
C0006448,Burundi,true
C0451022,Beck depression inventory,false
C3714938,Baseline Dyspnea Index Questionnaire,false
C3889415,Biodynamic Imaging,false
C0812399,Creatinine clearance,false
C0683862,high school level,false
C0728938,Partial,false
C0454788,Mayo County, Republic of Ireland,false
C0002424,Ambulatory Care Facilities,true
C0442592,Clinic,false
C1077578,Bikinia le-testui,false
C1550516,Target Awareness - partial,false
C0812270,ETV3 gene,false
C0011816,Dextromethorphan,true
C3250443,MYOTONIC DYSTROPHY 1,false
